Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time emo
-0.1633216 0.1358183 0.08454744 -0.1799796 -0.03777057 -0.1294448 -0.1731957 -0.03551577 0.07312931 -0.0347355 0.009102026 0.09924929 -0.2749663 -0.2101942 -0.1647302 -0.1267251 -0.1817362 -0.04559179 0.1896322 -0.1188033 -0.2108498 -0.08656637 -0.1169844 0.1230125 0.1928951 0.117636 -0.1382875 -0.05110458 0.03942573 0.1057164 0.09723515 0.3137324 0.3116714 0.08682 0.0489065 0.1091744 0.1062968 0.1086252 0.03838909 0.03183621 -134.2685 1
-0.1481258 0.123245 0.08831164 -0.1976147 -0.03573634 -0.1295092 -0.17907 -0.02546067 0.1196613 -0.007577361 0.003093397 0.07338767 -0.2337827 -0.2056532 -0.1604388 -0.1320748 -0.1296496 -0.03918638 0.1887223 -0.1026879 -0.2046971 -0.09242298 -0.1159746 0.08770701 0.1620436 0.112101 -0.1537155 -0.05584946 -0.01029835 0.0920549 0.09035877 0.322828 0.2911516 0.07265211 0.02125877 0.09549813 0.09668683 0.1040219 0.02324349 0.01985473 -132.2645 1
-0.1239587 0.1240954 0.08530842 -0.1762267 -0.03030249 -0.1150125 -0.1834146 -0.01212346 0.1658864 0.02238748 -0.01055751 0.05465604 -0.1678624 -0.2112547 -0.159794 -0.1369258 -0.08467983 -0.04498129 0.160242 -0.06657657 -0.209573 -0.1122665 -0.1077483 0.0546006 0.1250645 0.1054015 -0.1730251 -0.06288534 -0.06084218 0.08728033 0.09262022 0.3250743 0.2831525 0.06151895 -0.03187076 0.08613154 0.08181751 0.08730374 -0.01842839 -0.01548499 -130.2605 1
-0.06984019 0.1464513 0.07006553 -0.147695 -0.02280665 -0.09498879 -0.1933911 -0.004838127 0.1774339 0.06237008 -0.003613962 0.04051797 -0.1243115 -0.2100079 -0.158528 -0.1342473 -0.03642046 -0.05491051 0.1268997 -0.03666682 -0.215201 -0.133741 -0.09083259 0.02380543 0.09032029 0.09668231 -0.1954694 -0.07249379 -0.1076724 0.09142392 0.08649604 0.3170305 0.2764203 0.04339189 -0.08450901 0.08411363 0.05125879 0.06567676 -0.06134021 -0.06306059 -128.2565 1
0.071945 0.2028409 0.05760963 -0.1288056 -0.01537691 -0.07704505 -0.2057122 0.01600194 0.1553542 0.100546 0.02792103 0.03928808 -0.1061681 -0.2096662 -0.1589352 -0.1277191 0.01683351 -0.06599957 0.1016257 -0.01765626 -0.2159751 -0.1534811 -0.06983108 -0.01104244 0.06429795 0.09667829 -0.2200556 -0.0864907 -0.1507285 0.09389565 0.07690679 0.2986018 0.2635881 0.00842678 -0.1418442 0.07804053 0.01714013 0.04030145 -0.1082622 -0.1165348 -126.2525 1
0.1444836 0.2047479 0.05891642 -0.09313135 0.002248576 -0.05306695 -0.1953019 0.04947785 0.1261734 0.1315957 0.06518161 0.06689924 -0.07805698 -0.2044953 -0.1450166 -0.1123234 0.07481144 -0.08274818 0.08429709 0.004344925 -0.2096065 -0.1707487 -0.05085609 -0.04579633 0.04963401 0.09584257 -0.2445335 -0.09177728 -0.1884211 0.1015324 0.06822832 0.2873681 0.2414531 -0.02010395 -0.1956441 0.07161006 -0.01492251 0.01474457 -0.1572655 -0.1660952 -124.2485 1
0.2663454 0.2209603 0.06875093 -0.03491756 0.02919674 -0.02507184 -0.1688607 0.08704342 0.1091405 0.1545635 0.09178905 0.1005231 -0.03033951 -0.1986794 -0.1183955 -0.09104879 0.1312742 -0.09839632 0.07809358 0.02930954 -0.2032037 -0.1901311 -0.04223946 -0.08096473 0.03606042 0.08288772 -0.2743991 -0.1028379 -0.2348525 0.1079128 0.05591282 0.270827 0.2057177 -0.05917646 -0.2537006 0.05341873 -0.0528979 -0.01382495 -0.2139031 -0.2262911 -122.2445 1
0.2918424 0.2128913 0.08422054 0.05457583 0.05666756 0.0166338 -0.1208046 0.1075319 0.1112885 0.1848127 0.1176904 0.1150018 0.02303499 -0.192854 -0.08507636 -0.07291569 0.1856954 -0.1168596 0.08394151 0.05080832 -0.2029759 -0.2095849 -0.04090193 -0.1060436 0.02907423 0.07685888 -0.3028341 -0.1103115 -0.2681062 0.1098763 0.04817237 0.2527802 0.178944 -0.09689344 -0.2993206 0.02533693 -0.08433334 -0.04974301 -0.2569558 -0.2892778 -120.2405 1
0.2782051 0.1997432 0.09459291 0.1393341 0.08610299 0.06869384 -0.06852416 0.1123889 0.1067746 0.2110054 0.1218394 0.1197763 0.05636901 -0.1839421 -0.05041426 -0.05205139 0.2443119 -0.1342126 0.1010645 0.05941521 -0.1985509 -0.2231644 -0.03439064 -0.1242555 0.04263439 0.05755399 -0.3240532 -0.112347 -0.2883925 0.1118533 0.04366949 0.231542 0.171315 -0.132677 -0.3222248 -0.003222286 -0.1080391 -0.09371008 -0.2879281 -0.3505134 -118.2365 1
0.2725673 0.2206388 0.1097233 0.2114123 0.1129171 0.1320622 -0.03122576 0.1096228 0.09742684 0.2191816 0.09806281 0.1337576 0.0669971 -0.1635092 -0.02153547 -0.02898412 0.3013127 -0.1429254 0.1168469 0.05630829 -0.1838614 -0.2257004 -0.01697081 -0.1493755 0.06773205 0.03432201 -0.3313642 -0.1040205 -0.3043721 0.1117288 0.02400599 0.2018194 0.1679288 -0.1615196 -0.3498761 -0.03381391 -0.1383482 -0.1326098 -0.3214343 -0.396235 -116.2325 1
0.1593008 0.2092643 0.1280518 0.2895834 0.1350867 0.2019545 0.009546655 0.09984556 0.09100466 0.2349841 0.05790573 0.1671364 0.07242385 -0.1397844 0.00286719 -0.01155243 0.3468161 -0.1525376 0.1349283 0.05996425 -0.1639295 -0.2214484 0.01587922 -0.1718988 0.08785129 0.01319341 -0.3277986 -0.08361396 -0.3072349 0.1080891 -0.005093618 0.1809904 0.17066 -0.173454 -0.368257 -0.05736346 -0.1679545 -0.1636696 -0.3445545 -0.4269379 -114.2285 1
0.1384497 0.2327714 0.1544441 0.3672623 0.1520658 0.2569298 0.03401026 0.09956138 0.09174125 0.2502939 0.0001036557 0.2011747 0.08554474 -0.1203332 0.01399069 -0.007182388 0.3791711 -0.1680247 0.160283 0.05876413 -0.1440797 -0.2204986 0.04954101 -0.203478 0.09761946 -0.007972292 -0.3225623 -0.07005654 -0.3200779 0.09366538 -0.04158618 0.1660068 0.162905 -0.1897518 -0.3998031 -0.07808372 -0.2026675 -0.1802727 -0.3719158 -0.4458998 -112.2244 1
0.09688285 0.2347303 0.1897565 0.4431442 0.1626495 0.293166 0.05663748 0.09629785 0.1042992 0.2751347 -0.05459506 0.2208905 0.1118107 -0.09279845 0.02349639 -0.01025994 0.397031 -0.1845976 0.1953276 0.05384261 -0.1286004 -0.2232085 0.07794505 -0.232573 0.1043582 -0.02166735 -0.3196219 -0.06352372 -0.3371107 0.07631464 -0.06974177 0.1493713 0.1382596 -0.2061704 -0.4270015 -0.09187576 -0.2395778 -0.1930413 -0.3908264 -0.4647864 -110.2204 1
0.03488598 0.212638 0.2325741 0.4886354 0.1738463 0.3236797 0.08559812 0.1067683 0.114363 0.3133272 -0.09852469 0.2277289 0.1297116 -0.07155561 0.03989867 -0.01064174 0.4041578 -0.1920343 0.2429127 0.04640117 -0.1135512 -0.2298231 0.09870044 -0.2431017 0.09897703 -0.02347484 -0.3177871 -0.0667625 -0.3485337 0.05532483 -0.07398733 0.1269434 0.105561 -0.2277136 -0.4491493 -0.1081046 -0.2636336 -0.2113414 -0.4069026 -0.4914366 -108.2164 1
-0.06852189 0.1565132 0.2703829 0.4905363 0.1828964 0.3442748 0.1087976 0.1288643 0.1060236 0.35666 -0.1250529 0.2304173 0.1261163 -0.04104218 0.06605019 -0.005795478 0.4100057 -0.1891771 0.2935506 0.03652802 -0.09374316 -0.2326079 0.1127321 -0.2354891 0.08827054 0.003310418 -0.3087314 -0.07024936 -0.3529523 0.03325527 -0.06481004 0.1074279 0.06933293 -0.2452416 -0.4583081 -0.1230729 -0.2743733 -0.2297003 -0.4152809 -0.5076072 -106.2124 1
-0.08707358 0.1215361 0.2901554 0.450154 0.1759623 0.3362732 0.1012078 0.1566224 0.07851122 0.3782119 -0.1353886 0.2391065 0.1134278 -0.01180272 0.08433996 -0.006016056 0.412371 -0.173369 0.3337511 0.03185025 -0.06995538 -0.2292075 0.1157307 -0.2174377 0.07439066 0.02618063 -0.287029 -0.07492903 -0.3538159 0.007178862 -0.06078974 0.08170323 0.0235231 -0.2660499 -0.4448891 -0.1439241 -0.284149 -0.2405959 -0.402396 -0.5089397 -104.2084 1
-0.07878096 0.09139454 0.3032538 0.3944913 0.169329 0.3140866 0.07668339 0.1838358 0.04734403 0.3685851 -0.1423673 0.2565091 0.1126407 0.0205635 0.09980825 -0.007309698 0.4093145 -0.1584556 0.35031 0.0325943 -0.0386417 -0.2171201 0.1099843 -0.2019518 0.05421462 0.03759776 -0.2623903 -0.07476801 -0.3432279 -0.01054802 -0.04957696 0.05587675 -0.03076307 -0.2826837 -0.4204157 -0.1651786 -0.2866418 -0.2545611 -0.3875414 -0.5024993 -102.2044 1
