Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time emo
0.09416408 0.1216965 0.09026262 -0.08436351 0.03275516 0.02914425 -0.05736629 0.02013928 -0.2040154 -0.03497561 -0.01474136 0.0556405 -0.2617362 -0.05687626 0.01269178 0.0395216 -0.1274344 0.05375005 0.05452552 -0.1580137 -0.1031784 -0.003928083 -0.07749863 0.1325159 0.1258017 0.08081878 -0.01638878 -0.01241161 0.04899645 0.0896801 0.1360755 0.01174959 0.1660485 0.01734436 0.05866516 -0.04965273 0.05447965 -0.08561226 0.0187215 -0.08180852 -138.2766 1
0.04610151 0.0924356 0.08865453 -0.1012633 0.04106222 0.02433244 -0.06636449 0.03226851 -0.1796423 -0.03306327 -0.001781446 0.07736191 -0.2758117 -0.04633751 0.01264591 0.04261559 -0.1226615 0.05114223 0.06425437 -0.138521 -0.1066645 -0.003556939 -0.101597 0.1277778 0.1026543 0.0802629 -0.0102602 -0.01886416 0.05331025 0.07608692 0.1423334 0.02957824 0.1690973 0.01635689 0.06502809 -0.06144335 0.06329608 -0.07015867 0.0278839 -0.07250269 -136.2726 1
0.07169878 0.09853263 0.08527692 -0.1238668 0.04998222 0.01541626 -0.07627811 0.03520636 -0.144079 -0.03337853 0.003791295 0.06512967 -0.2692524 -0.03998217 0.01315097 0.04539087 -0.1101954 0.05032033 0.05653481 -0.1175862 -0.1055247 -0.0002546262 -0.1204125 0.1228206 0.07136136 0.07876335 -0.00503808 -0.02349546 0.04739108 0.05492959 0.1467731 0.0449092 0.1540217 0.008834147 0.06574728 -0.07394274 0.06840385 -0.05548456 0.03061944 -0.06747614 -134.2685 1
0.07606064 0.09984003 0.06866655 -0.1352324 0.05909076 0.01420017 -0.08260373 0.02853535 -0.09262175 -0.02476717 0.00729162 0.03189765 -0.223167 -0.02852754 0.0169551 0.04852043 -0.08924589 0.05056657 0.02445055 -0.08107617 -0.1014343 0.003574557 -0.1276558 0.122758 0.03361249 0.08212934 -0.004434989 -0.02478075 0.03988579 0.03742095 0.1490039 0.05262689 0.1211257 0.006151299 0.06836297 -0.07906669 0.06342491 -0.04995249 0.03229873 -0.06930885 -132.2645 1
0.05625778 0.1021577 0.04454169 -0.1233166 0.06607295 0.02097274 -0.08589914 0.0230294 -0.03052274 -0.0116866 0.01484023 0.003500089 -0.1496872 -0.02636001 0.01348578 0.0462814 -0.07524494 0.04209179 -0.02067064 -0.02815668 -0.1059938 -0.004266734 -0.131777 0.1267451 -0.008771858 0.09006561 -0.01014636 -0.02780625 0.03330082 0.02482886 0.1616981 0.04748648 0.1063501 0.005131144 0.05111893 -0.07990239 0.06388603 -0.05759712 0.01593099 -0.08379991 -130.2605 1
0.04532938 0.1189261 0.01302257 -0.1110702 0.06839181 0.02793773 -0.09910778 0.01906382 0.02372918 0.0006229714 0.03118348 -0.01781406 -0.08090432 -0.02189505 0.007131794 0.0451117 -0.0623917 0.0295571 -0.06415914 0.01785091 -0.112084 -0.01487076 -0.1327487 0.1303405 -0.05104841 0.09867907 -0.02230462 -0.03277301 0.02058541 0.01717955 0.1616876 0.03392161 0.1007845 0.0009079069 0.02885054 -0.07150361 0.05445749 -0.06527163 0.0004493276 -0.1008655 -128.2565 1
0.09171137 0.1600097 -0.009431767 -0.1086258 0.0665395 0.03014482 -0.1195913 0.02541422 0.05580135 -0.001088876 0.05409411 -0.02617404 -0.02758375 -0.02426516 -0.002238074 0.04285704 -0.04368029 0.01472125 -0.09675366 0.04716367 -0.1131114 -0.02727271 -0.130884 0.1234151 -0.08717547 0.1008009 -0.03493207 -0.03554507 -0.001005263 0.007847037 0.1443381 0.01843751 0.09545943 -0.007740603 -0.001588728 -0.05878254 0.03916654 -0.0616134 -0.01763163 -0.1106789 -126.2525 1
0.04884112 0.1375069 -0.01307746 -0.09190036 0.06892359 0.03483212 -0.123857 0.03511475 0.07161386 -0.0130659 0.08330166 -0.01261259 0.02122771 -0.02864311 -0.004914718 0.04068811 -0.01741732 -0.006650085 -0.1170669 0.07194805 -0.1095544 -0.0401396 -0.1266008 0.1121897 -0.1134369 0.1038787 -0.04806486 -0.02725563 -0.02006588 0.003359418 0.1239409 0.01951416 0.09300044 -0.005151335 -0.02692866 -0.03927118 0.03280535 -0.04767445 -0.02966243 -0.1082651 -124.2485 1
0.06515434 0.1207896 -0.008877516 -0.06327422 0.07391978 0.04094777 -0.1205128 0.04852315 0.0804079 -0.02761154 0.1083549 -0.0005903211 0.0658052 -0.03519719 -0.00306525 0.03935098 0.01253706 -0.02579606 -0.1272269 0.09277359 -0.1075712 -0.05559563 -0.1234285 0.09186366 -0.1354658 0.09970049 -0.06671662 -0.02207752 -0.04681835 -0.0004117258 0.1000302 0.02735837 0.08039361 -0.01063208 -0.05217736 -0.02292194 0.02387866 -0.03204513 -0.04121776 -0.1109109 -122.2445 1
0.03536456 0.08229987 0.001158106 -0.01532368 0.07585917 0.05662121 -0.09782693 0.0568438 0.09713376 -0.02476195 0.1407803 -0.002108082 0.1067989 -0.04643244 0.0009142601 0.03526302 0.04353692 -0.04608269 -0.1283499 0.1099345 -0.1130089 -0.07305793 -0.1175858 0.07238429 -0.1442496 0.09251041 -0.08597177 -0.01605646 -0.06512094 -0.001962706 0.07953595 0.04423016 0.06848001 -0.01582209 -0.07076989 -0.01108764 0.01159308 -0.02432055 -0.04309693 -0.1179245 -120.2405 1
