CP5 CP6 TP7 TP8 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time
-26.8336 -24.83326 -18.36168 -5.930928 28.57678 49.72896 120.2913 138.1145 81.56391 105.3944 93.34719 113.3458 143.5272 147.9419 162.7649 102.2044
-27.98849 -25.27188 -18.99111 -5.661831 29.54375 51.6493 125.2166 143.9633 83.42786 108.7167 96.29097 117.1928 147.5265 152.4716 167.1862 104.2084
-29.09866 -25.56771 -19.52563 -5.244963 30.42757 53.48492 129.8427 149.447 84.87456 111.6607 99.0006 120.6828 151.0046 156.4517 170.9071 106.2124
-30.11076 -25.69526 -19.94613 -4.748219 31.28346 55.26376 134.1283 154.4664 86.10529 114.2143 101.5056 123.8779 153.873 159.8523 173.9379 108.2164
-31.00139 -25.73096 -20.32377 -4.220597 32.09238 56.91344 137.9015 158.8093 87.03074 116.2888 103.7219 126.6762 156.0918 162.564 176.2587 110.2204
-31.70023 -25.61839 -20.7129 -3.662709 32.84594 58.41737 141.035 162.4229 87.69255 117.9352 105.5838 129.0176 157.5959 164.5998 177.8368 112.2244
-32.25407 -25.43515 -21.07468 -3.051216 33.45389 59.72028 143.4522 165.3292 88.02048 119.0543 107.0231 130.8559 158.4482 165.8901 178.6918 114.2285
-32.71264 -25.14678 -21.34048 -2.557095 33.89465 60.77469 145.2212 167.5767 88.00136 119.8187 108.0293 132.1856 158.6205 166.5877 178.8456 116.2325
-33.13868 -24.79356 -21.56635 -2.01962 34.09039 61.63577 146.3917 169.203 87.6186 120.154 108.573 133.0806 158.0742 166.634 178.2801 118.2365
-33.49119 -24.47278 -21.81033 -1.546782 34.03094 62.10875 146.9193 169.9914 86.86514 120.0127 108.6191 133.3658 156.8723 166.042 177.0539 120.2405
-33.68964 -24.16743 -22.0779 -1.219443 33.73556 62.2057 146.7769 169.9105 85.90247 119.4246 108.1482 133.0617 155.0546 164.7958 175.2249 122.2445
-33.74672 -23.86867 -22.28382 -1.035891 33.23898 61.8814 145.8441 168.8665 84.687 118.3246 107.1543 132.0866 152.6674 162.8806 172.8331 124.2485
-33.65414 -23.53321 -22.44391 -0.8588909 32.5333 61.29875 144.118 167.0365 83.24344 116.6855 105.6272 130.6286 149.7174 160.2649 169.8764 126.2525
-33.39886 -23.20646 -22.54953 -0.8021358 31.62845 60.33026 141.7256 164.3887 81.60217 114.6699 103.64 128.6064 146.311 157.1608 166.4584 128.2565
-33.00999 -22.95309 -22.67124 -0.9609279 30.50694 58.95937 138.7256 160.9926 79.74827 112.2297 101.1742 126.0001 142.4755 153.5028 162.6379 130.2605
-32.52897 -22.7419 -22.80651 -1.231429 29.17371 57.19247 135.0956 156.9545 77.74391 109.4668 98.18064 122.7997 138.2549 149.4086 158.5101 132.2645
-31.95509 -22.64031 -22.89244 -1.692109 27.54972 55.06149 130.7834 152.3084 75.44337 106.4747 94.69363 119.0335 133.6698 144.8589 154.013 134.2685
-31.34952 -22.52211 -22.963 -2.366389 25.63685 52.69664 125.8796 147.2401 72.94258 103.3154 90.76456 114.8667 128.8077 139.9936 149.2548 136.2726
-30.74763 -22.39206 -23.04062 -3.118037 23.40891 50.08704 120.4085 141.713 70.26424 100.0039 86.46381 110.3338 123.7728 134.9183 144.307 138.2766
-30.14162 -22.265 -23.11598 -3.885706 20.92768 47.19502 114.4429 135.7189 67.4534 96.55743 81.84101 105.4783 118.6134 129.6756 139.1927 140.2806
-29.5358 -22.16511 -23.27326 -4.878628 18.24072 44.02526 108.0622 129.3874 64.5804 93.05946 76.97248 100.3698 113.3347 124.3259 133.9558 142.2846
-28.93277 -22.1414 -23.56279 -5.914897 15.38824 40.63953 101.3338 122.9116 61.65067 89.48987 71.88778 95.11417 107.9735 118.8898 128.706 144.2886
-28.33894 -22.18981 -23.96902 -7.111573 12.39648 37.02577 94.32959 116.3117 58.67252 85.87093 66.62402 89.71913 102.5638 113.3974 123.5605 146.2926
-27.7307 -22.31671 -24.38524 -8.334507 9.276612 33.13504 87.10279 109.4571 55.64188 82.15665 61.18784 84.05676 97.14086 107.8387 118.5245 148.2966
-27.12227 -22.48974 -24.78057 -9.628278 6.009601 29.14352 79.73345 102.4719 52.56748 78.26371 55.54607 78.25297 91.67242 102.1039 113.5746 150.3006
-26.51827 -22.65762 -25.1739 -11.00032 2.646607 25.04388 72.34067 95.37896 49.54925 74.3779 49.83696 72.34663 86.26056 96.42773 108.7928 152.3046
-25.91897 -22.85911 -25.64856 -12.47197 -0.7637749 20.85008 64.99339 88.21422 46.59112 70.47784 44.15066 66.44695 80.99745 90.81308 104.1944 154.3086
-25.31053 -23.13207 -26.15096 -13.98033 -4.143127 16.48789 57.75483 80.89388 43.71595 66.63084 38.59644 60.4996 75.90652 85.36922 99.72779 156.3126
-24.74282 -23.50266 -26.67929 -15.69463 -7.534518 12.12297 50.62646 73.59339 40.91495 62.68602 33.10181 54.63976 70.97075 79.9601 95.35036 158.3166
-24.24939 -23.95229 -27.26023 -17.46245 -10.9235 7.700283 43.57809 66.26 38.13198 58.84449 27.60108 48.77452 66.13737 74.69919 91.02464 160.3206
-23.79104 -24.44349 -27.84945 -19.21664 -14.26795 3.325633 36.60001 58.99499 35.38053 55.04439 22.11798 43.02773 61.39675 69.51588 86.8062 162.3246
-23.31932 -25.0493 -28.39696 -21.12924 -17.54817 -1.136868 29.69967 51.63424 32.66994 51.37542 16.7381 37.31223 56.75907 64.5023 82.71947 164.3287
-22.90894 -25.79847 -28.91948 -23.23075 -20.8 -5.675971 22.93055 44.24144 30.03066 47.777 11.49935 31.65418 52.37589 59.68663 78.86986 166.3327
-22.58971 -26.59448 -29.46521 -25.34338 -23.97368 -10.14748 16.39048 37.05286 27.56332 44.31548 6.441443 26.15867 48.20118 55.1049 75.21088 168.3367
-22.34341 -27.35511 -30.10823 -27.39261 -27.08105 -14.56045 10.06459 30.12106 25.18454 40.96192 1.512044 20.76255 44.20197 50.71857 71.6935 170.3407
-22.11218 -28.07505 -30.90763 -29.43177 -30.08605 -18.8826 3.993397 23.48473 22.85797 37.73422 -3.261725 15.47007 40.4205 46.53393 68.30854 172.3447
-21.85654 -28.75312 -31.81489 -31.34323 -32.91641 -23.00775 -1.712452 17.25334 20.67839 34.61723 -7.753417 10.43215 36.90842 42.52299 65.11801 174.3487
-21.59891 -29.45964 -32.7756 -33.27631 -35.58443 -27.06155 -6.995945 11.28514 18.65955 31.68608 -11.94306 5.573741 33.67311 38.7659 62.12947 176.3527
-21.42985 -30.20324 -33.70123 -35.21258 -38.12724 -30.94962 -11.81695 5.656306 16.70594 28.82896 -15.86753 0.9985334 30.62896 35.1409 59.21606 178.3567
-21.31555 -30.92926 -34.46851 -37.125 -40.53706 -34.66704 -16.10203 0.3834434 14.8956 26.19704 -19.52594 -3.310789 27.75975 31.80669 56.36897 180.3607
-21.22018 -31.67492 -35.10056 -38.85165 -42.79734 -38.20041 -19.85417 -4.510973 13.20485 23.74237 -22.87808 -7.349452 25.21156 28.78783 53.67744 182.3647
-21.16862 -32.40565 -35.69535 -40.49454 -44.89932 -41.31891 -23.05696 -8.754611 11.74919 21.45672 -25.85681 -10.8712 23.01745 26.03248 51.23328 184.3687
-21.19581 -33.13053 -36.33239 -42.03054 -46.78535 -44.13024 -25.76106 -12.47002 10.52129 19.44581 -28.3777 -14.01604 21.21355 23.65274 49.08685 186.3727
-21.28086 -33.87215 -36.98896 -43.43995 -48.44782 -46.6147 -28.03527 -15.70134 9.494379 17.72232 -30.51218 -16.73576 19.74778 21.64703 47.17148 188.3768
-21.38555 -34.65194 -37.57727 -44.6509 -49.89673 -48.80137 -29.89771 -18.5813 8.643234 16.35631 -32.29303 -19.04498 18.51924 20.06912 45.40265 190.3808
-21.51545 -35.44515 -38.10268 -45.87534 -51.16147 -50.71571 -31.53345 -21.21064 7.90475 15.14038 -33.77213 -20.99485 17.56429 18.7822 43.85401 192.3848
-21.62635 -36.11173 -38.58781 -46.93326 -52.18222 -52.29527 -32.9458 -23.49063 7.391558 14.2449 -34.86375 -22.56434 16.88594 17.89961 42.6069 194.3888
-21.76796 -36.70057 -39.0791 -47.8732 -52.95748 -53.56314 -34.08575 -25.33675 7.077496 13.64058 -35.52887 -23.78466 16.52064 17.36313 41.69423 196.3928
-21.91854 -37.21317 -39.52825 -48.67207 -53.41888 -54.45191 -34.80566 -26.61827 7.078783 13.34582 -35.72274 -24.5826 16.49173 17.16753 41.10036 198.3968
-22.03699 -37.76456 -39.85406 -49.37899 -53.58752 -55.04342 -35.21611 -27.44453 7.332954 13.23574 -35.53547 -25.01632 16.80288 17.19488 40.76728 200.4008
-22.07136 -38.27749 -40.0241 -49.83981 -53.47114 -55.37403 -35.34557 -27.98219 7.83897 13.42361 -34.98975 -25.17137 17.33762 17.50362 40.60795 202.4048
-22.07122 -38.64348 -40.12097 -50.12378 -53.11261 -55.40586 -35.17173 -28.25485 8.485842 13.9274 -34.14721 -25.03571 18.06978 18.09462 40.55283 204.4088
-22.04809 -38.87503 -40.20063 -50.17483 -52.54043 -55.13814 -34.66161 -28.25634 9.266539 14.67685 -33.02864 -24.6353 18.96315 18.87576 40.54348 206.4128
-22.02285 -39.00263 -40.25107 -50.10501 -51.77098 -54.53651 -33.83651 -27.90715 10.18375 15.62362 -31.63321 -23.87269 20.05409 19.82368 40.65289 208.4168
-22.00711 -39.0255 -40.20991 -49.85215 -50.78667 -53.64937 -32.72866 -27.24253 11.27706 16.85485 -29.94061 -22.77979 21.39757 21.07132 40.98648 210.4208
-22.03629 -38.95872 -40.05609 -49.41574 -49.58986 -52.40318 -31.45 -26.23912 12.49865 18.2258 -28.01394 -21.31924 22.91253 22.49982 41.50117 212.4249
-22.07018 -38.81964 -39.83555 -48.92947 -48.18613 -50.91678 -30.17621 -25.13508 13.79058 19.73059 -25.93298 -19.66129 24.55867 24.07241 42.16915 214.4289
-22.01964 -38.54755 -39.54691 -48.18041 -46.5714 -49.10601 -28.85017 -23.80848 15.22436 21.39386 -23.6679 -17.64803 26.27908 25.82345 42.99455 216.4329
-21.86988 -38.13732 -39.08747 -47.34059 -44.74287 -47.05656 -27.3459 -22.26296 16.78686 23.27044 -21.1762 -15.32566 28.09023 27.79331 44.02192 218.4369
-21.67821 -37.66641 -38.50511 -46.28332 -42.76852 -44.86263 -25.66109 -20.5477 18.41746 25.27966 -18.50513 -12.79358 30.03009 29.92794 45.23075 220.4409
-21.45808 -37.11917 -37.88499 -45.10637 -40.67999 -42.49244 -23.84306 -18.65221 20.17481 27.40072 -15.6521 -10.05893 32.07133 32.16093 46.58075 222.4449
-21.2406 -36.46514 -37.29428 -43.92389 -38.51759 -39.95067 -22.01571 -16.53445 21.98674 29.6633 -12.67613 -7.153686 34.2315 34.60312 48.10379 224.4489
-21.08178 -35.68405 -36.77559 -42.5841 -36.33951 -37.09616 -20.22065 -13.99394 23.78686 31.97542 -9.648329 -3.942612 36.431 37.16426 49.71352 226.4529
-20.9725 -34.75198 -36.24898 -41.18444 -34.12154 -34.01215 -18.37024 -11.14303 25.6532 34.41334 -6.519198 -0.5064514 38.67577 39.85021 51.39814 228.4569
-20.90014 -33.72617 -35.6787 -39.60542 -31.8654 -30.80251 -16.47268 -8.134768 27.57972 36.93581 -3.316887 3.071301 40.93546 42.62625 53.12295 230.4609
-20.82358 -32.71947 -35.04085 -38.04268 -29.62613 -27.59038 -14.61302 -5.073205 29.56017 39.51401 -0.06521119 6.701268 43.17355 45.43798 54.82269 232.4649
-20.71979 -31.72701 -34.3451 -36.54462 -27.41093 -24.39873 -12.72908 -1.998733 31.591 42.15738 3.161346 10.34062 45.37059 48.27484 56.49479 234.4689
-20.58881 -30.73742 -33.58664 -34.99838 -25.18863 -21.20449 -10.68077 1.06096 33.66129 44.78761 6.371177 13.97861 47.55705 51.11634 58.21014 236.4729
-20.41212 -29.72547 -32.79259 -33.40652 -22.92788 -17.95759 -8.470273 4.116163 35.6969 47.34283 9.529761 17.64577 49.79289 53.929 59.98456 238.477
-20.18096 -28.73219 -31.90624 -31.77441 -20.62373 -14.6436 -6.16172 7.211268 37.68264 49.76252 12.69942 21.3741 52.10659 56.64329 61.76192 240.481
-19.88632 -27.7342 -31.0546 -30.24751 -18.2548 -11.36536 -3.799579 10.27699 39.67262 52.18456 15.89921 25.03349 54.41944 59.33162 63.48533 242.485
-19.56099 -26.82673 -30.3275 -28.78026 -15.89375 -8.130225 -1.369691 13.33227 41.67501 54.52916 19.10082 28.6194 56.69353 61.89767 65.15205 244.489
-19.25326 -25.93456 -29.66206 -27.31773 -13.55835 -4.898498 1.225086 16.45805 43.67353 56.84779 22.32787 32.17257 58.9722 64.42817 66.75763 246.493
-18.97544 -25.02711 -28.95913 -25.81692 -11.24104 -1.657956 4.071445 19.71001 45.66599 59.13796 25.58386 35.73496 61.29935 66.9324 68.37674 248.497
-18.70473 -24.06649 -28.19672 -24.27745 -8.864511 1.56794 7.12677 23.1061 47.71983 61.53711 28.84706 39.29005 63.67735 69.54549 70.14724 250.501
-18.44907 -23.12454 -27.43515 -22.86431 -6.472435 4.761334 10.31342 26.65561 49.73954 63.98405 32.10424 42.81912 66.10468 72.23672 72.03082 252.505
-18.25396 -22.19474 -26.77191 -21.25081 -4.136321 8.029873 13.6531 30.48202 51.7522 66.4438 35.37785 46.44333 68.56153 74.94942 73.96999 254.509
-18.13185 -21.2948 -26.19908 -19.79326 -1.86819 11.27359 17.07723 34.42959 53.81173 68.95346 38.63864 50.0606 71.0827 77.70769 75.95875 256.513
-18.09949 -20.38249 -25.69765 -18.24453 0.3918461 14.61193 20.52651 38.58364 55.89895 71.40171 41.85051 53.77575 73.66305 80.42915 77.9842 258.517
-18.11254 -19.48108 -25.18579 -16.62208 2.670882 17.84668 24.08586 42.69386 57.99739 73.98316 45.07128 57.39525 76.3111 83.33024 80.12127 260.5211
-18.11301 -18.51054 -24.62741 -15.03482 4.959208 21.19403 27.78341 47.00016 60.10654 76.50639 48.34958 61.18529 79.02157 86.28606 82.43782 262.5251
-18.10117 -17.52489 -24.0374 -13.38221 7.205155 24.50792 31.51043 51.34488 62.1237 78.99058 51.6127 64.99972 81.71429 89.30357 84.84646 264.5291
-18.09464 -16.60282 -23.40433 -11.84389 9.379134 27.77303 35.26043 55.67361 64.06872 81.4157 54.86859 68.78986 84.36635 92.26166 87.20973 266.5331
-18.11691 -15.75982 -22.76413 -10.29496 11.54002 31.04305 39.10715 60.08195 66.00629 83.70539 58.14968 72.60105 87.04492 95.10825 89.57372 268.5371
-18.15535 -14.97441 -22.11621 -8.699712 13.72033 34.15879 43.17332 64.49374 67.95859 86.01102 61.52443 76.31239 89.83734 98.05743 92.06622 270.5411
-18.18377 -14.26307 -21.43023 -7.187942 15.94878 37.28745 47.5206 69.12218 69.88283 88.22334 65.03748 80.12486 92.6754 100.9195 94.63095 272.5451
-18.18925 -13.61876 -20.71617 -5.779346 18.325 40.27351 52.11474 73.85088 71.85851 90.54391 68.73242 83.90705 95.54527 103.918 97.24816 274.5491
-18.22295 -13.12012 -20.05973 -4.522176 20.80142 43.24847 56.77782 78.71897 73.7375 92.82249 72.44196 87.75741 98.38842 106.8834 99.79478 276.5531
-18.25716 -12.67687 -19.3488 -3.382816 23.48287 46.22041 61.53076 83.59874 75.56425 95.08947 76.19335 91.60485 101.2282 109.8957 102.3274 278.5571
-18.29652 -12.2188 -18.51894 -2.119442 26.33677 49.23462 66.43244 88.44913 77.33472 97.25829 79.95911 95.4107 104.0583 112.8423 104.8215 280.5611
-18.38521 -11.70461 -17.66072 -0.821542 29.22449 52.26299 71.47232 93.26284 79.06851 99.3943 83.68144 99.14531 106.8559 115.7612 107.2692 282.5651
-18.51496 -11.17721 -16.79105 0.4987704 32.08499 55.33768 76.59817 98.17827 80.76252 101.5306 87.3362 102.9193 109.6258 118.6863 109.7536 284.5692
-18.6308 -10.68313 -15.81032 1.793487 34.9709 58.41156 81.76423 103.223 82.48279 103.7559 90.96591 106.7376 112.3889 121.6964 112.3553 286.5732
-18.76242 -10.28559 -14.75551 3.028375 37.85315 61.43514 86.88152 108.3881 84.14874 106.0059 94.59453 110.5694 115.2627 124.7766 115.0881 288.5771
-18.93293 -9.958154 -13.65227 4.243993 40.69922 64.43963 92.02347 113.6933 85.79384 108.1845 98.3027 114.4268 118.2797 127.9073 117.9341 290.5812
-19.1602 -9.643011 -12.57811 5.386109 43.45487 67.4259 97.2775 119.0432 87.36826 110.2511 102.0689 118.3079 121.3604 131.0236 120.8257 292.5852
-19.41153 -9.277072 -11.52435 6.612209 46.12391 70.26765 102.6568 124.1681 88.87698 112.378 105.8298 122.0494 124.4207 134.2247 123.7082 294.5892
-19.70625 -8.893365 -10.54107 7.919676 48.6693 73.03958 107.9893 129.0713 90.26632 114.4267 109.4827 125.7276 127.433 137.3779 126.5821 296.5932
-20.06354 -8.53845 -9.613834 9.231509 51.15232 75.67696 113.1625 133.7571 91.57269 116.4977 113.0182 129.2967 130.3942 140.5753 129.5033 298.5972
-20.49791 -8.216314 -8.706087 10.57636 53.61078 78.25793 118.1643 138.3714 92.79231 118.5703 116.4845 132.8002 133.2703 143.7582 132.4114 300.6012
-20.94522 -7.943582 -7.7665 11.91454 56.02397 80.78103 123.0045 142.9436 93.91911 120.5903 119.8918 136.2112 136.0315 146.8764 135.2554 302.6052
-21.36453 -7.703984 -6.867379 13.23992 58.3993 83.24518 127.7436 147.4581 94.9843 122.4235 123.2287 139.5287 138.7522 149.8467 138.1207 304.6092
-21.74502 -7.469802 -6.034066 14.45066 60.74343 85.66982 132.4644 151.9168 96.01213 124.1349 126.4981 142.7779 141.3829 152.684 140.941 306.6132
-22.11954 -7.275913 -5.30367 15.62602 62.96894 87.97624 137.0299 156.1331 96.88348 125.731 129.5502 145.8447 143.8809 155.3586 143.5699 308.6172
-22.51281 -7.083116 -4.616678 16.76536 65.07363 90.19537 141.4308 160.0564 97.64166 127.2517 132.3776 148.7485 146.1507 157.8777 145.9371 310.6212
-22.97473 -6.976815 -4.012226 17.84279 66.94504 92.22298 145.5878 163.603 98.24551 128.6527 134.8872 151.4018 148.1755 160.2056 148.0195 312.6252
-23.46362 -6.955108 -3.482378 18.83521 68.61804 94.12116 149.5432 166.9278 98.79845 129.9049 137.1102 153.9071 149.9946 162.3305 149.9395 314.6293
-23.96106 -7.025745 -3.00122 19.71852 70.13838 95.83253 153.2742 169.9983 99.27468 131.0316 139.1423 156.1794 151.6827 164.2472 151.7861 316.6333
-24.46501 -7.088414 -2.56665 20.53054 71.5118 97.36539 156.7474 172.9247 99.67949 131.9983 141.0238 158.209 153.2714 166.0087 153.5999 318.6373
-24.95786 -7.127468 -2.171717 21.34893 72.70701 98.77322 159.9723 175.7812 99.95133 132.8101 142.7091 160.0461 154.7254 167.5604 155.3405 320.6413
-25.46276 -7.115558 -1.804084 22.12956 73.70594 100.043 163.0108 178.4379 100.1621 133.4665 144.2613 161.6735 156.01 168.9085 156.9603 322.6453
-25.98834 -7.080779 -1.489383 22.91503 74.53318 101.157 165.7723 180.7465 100.302 133.9846 145.6366 163.0605 157.0946 170.0608 158.4011 324.6493
-26.51553 -7.072991 -1.170785 23.49076 75.24799 102.0626 168.1228 182.632 100.2573 134.3881 146.8115 164.1193 157.9278 171.019 159.5858 326.6533
-27.01196 -7.048262 -0.8430994 24.03808 75.90784 102.8989 170.0242 184.3747 100.1183 134.8056 147.7233 165.0566 158.5235 171.9272 160.6023 328.6573
-27.47535 -7.100513 -0.4862978 24.45147 76.47007 103.5225 171.3911 185.8738 99.76057 135.0489 148.3404 165.761 158.9873 172.6945 161.5389 330.6613
-27.88443 -7.101717 -0.1189788 24.95497 76.92046 104.0099 172.4334 187.1688 99.39227 135.3698 148.7059 166.2962 159.2798 173.4444 162.4162 332.6653
-28.26415 -7.046015 0.2017053 25.46601 77.17183 104.5157 173.2289 188.3293 98.98638 135.4992 148.8463 166.7724 159.4429 173.8828 163.1566 334.6693
-28.64722 -6.971311 0.3993709 26.04688 77.19706 104.8648 173.9493 189.1617 98.5535 135.5433 148.8916 166.9748 159.518 174.1088 163.683 336.6733
-29.01374 -6.871396 0.4977881 26.44646 76.99853 105.1418 174.5856 189.8717 98.11302 135.3948 148.8532 167.037 159.4731 174.0896 164.0365 338.6774
-29.33502 -6.767117 0.5483087 26.88928 76.63235 105.3027 174.9814 190.4886 97.59303 135.135 148.6549 166.9535 159.2928 173.9503 164.2659 340.6814
-29.60074 -6.796265 0.5990199 27.12013 76.14323 105.2955 175.069 190.9588 97.05122 134.7499 148.2509 166.7191 159.0078 173.6728 164.4209 342.6854
-29.84533 -6.909073 0.5977591 27.24215 75.66464 105.1154 174.9486 191.1673 96.53017 134.3746 147.7439 166.3217 158.6981 173.3682 164.5087 344.6894
-30.06646 -7.074956 0.5789109 27.23459 75.21859 104.8049 174.6264 191.0455 96.0756 133.886 147.1873 165.8057 158.3416 172.9199 164.5374 346.6934
-30.22037 -7.267674 0.6150661 27.11798 74.83246 104.3212 174.1692 190.5485 95.6929 133.326 146.629 165.1403 157.9268 172.3727 164.504 348.6974
-30.28685 -7.465375 0.6801731 26.98968 74.46571 103.7423 173.6072 189.8793 95.32208 132.5896 146.0735 164.4108 157.4765 171.6893 164.4598 350.7014
-30.22192 -7.627758 0.7737839 26.92488 74.09664 103.0653 172.9232 189.1092 94.96499 131.7815 145.4911 163.5785 156.9796 170.9373 164.3736 352.7054
-30.0594 -7.788266 0.851153 26.76101 73.68543 102.2771 172.0509 188.2151 94.6184 131.0031 144.8382 162.6027 156.4434 170.1748 164.1471 354.7094
-29.87334 -7.93386 0.8932507 26.5782 73.26361 101.5104 171.0724 187.3334 94.28767 130.2551 144.164 161.6433 155.8807 169.4208 163.8101 356.7134
-29.73078 -8.077806 0.8699613 26.34893 72.74192 100.7222 170.0232 186.3623 93.93117 129.5082 143.4057 160.6595 155.3484 168.7177 163.4442 358.7174
-29.61454 -8.194204 0.8760881 26.08804 72.10992 99.89755 168.9529 185.2043 93.62519 128.8826 142.6059 159.6241 154.7695 168.0847 163.0263 360.7214
-29.53982 -8.339534 0.8400078 25.87746 71.32505 99.02979 167.8465 183.8828 93.29873 128.2996 141.7062 158.4924 154.0822 167.3369 162.4723 362.7255
-29.51108 -8.443254 0.7448099 25.61054 70.48051 98.05853 166.8806 182.4646 93.02362 127.8743 140.8025 157.1741 153.3291 166.5934 161.8028 364.7295
-29.50297 -8.534848 0.5422729 25.34697 69.60463 97.18727 166.0533 181.1843 92.71819 127.3513 139.8387 155.8838 152.5286 165.661 161 366.7335
-29.46906 -8.622194 0.2848442 25.031 68.69026 96.22269 165.2421 179.7942 92.36629 126.8685 138.8201 154.4394 151.7415 164.7783 160.1412 368.7375
-29.39924 -8.65163 0.04944249 24.78244 67.78636 95.3549 164.3766 178.4452 92.01571 126.3443 137.768 153.0612 150.917 163.8849 159.2419 370.7415
-29.31685 -8.615859 -0.1980486 24.57795 66.88676 94.57306 163.38 177.0912 91.63852 125.7693 136.693 151.772 150.0949 162.9798 158.3199 372.7455
-29.20318 -8.530807 -0.4686758 24.34599 66.05592 93.79289 162.2695 175.6335 91.25434 125.2111 135.6201 150.5184 149.2927 162.0891 157.4045 374.7495
-29.00585 -8.462451 -0.6921638 24.15776 65.3538 93.03424 161.0126 174.1407 90.88387 124.6099 134.5998 149.3405 148.4978 161.148 156.5023 376.7535
-28.70195 -8.417108 -0.8590035 23.90863 64.7871 92.26949 159.5872 172.6806 90.56818 124.0619 133.6622 148.23 147.6967 160.2653 155.636 378.7575
-28.3489 -8.390479 -1.018412 23.61706 64.28957 91.57966 157.8919 171.3137 90.2339 123.469 132.716 147.2797 146.8641 159.312 154.7505 380.7615
-27.96295 -8.367413 -1.139105 23.34965 63.78345 90.81703 155.9954 169.8848 89.90976 122.9678 131.7293 146.3275 145.9939 158.474 153.8362 382.7655
-27.55497 -8.35855 -1.252758 23.09428 63.19493 89.98566 154.0388 168.3955 89.56246 122.4946 130.6401 145.3515 145.1584 157.6814 152.9328 384.7695
-27.1356 -8.274781 -1.377841 22.86983 62.54523 89.16541 152.2444 166.9606 89.28398 122.0331 129.5791 144.425 144.4154 156.9454 152.1369 386.7736
-26.75143 -8.132918 -1.516609 22.73949 61.8473 88.35022 150.7208 165.6065 89.0358 121.5635 128.5959 143.5625 143.7987 156.2428 151.4694 388.7776
-26.35762 -7.941677 -1.623996 22.69232 61.15902 87.53356 149.5114 164.3129 88.89827 121.2606 127.7725 142.7542 143.2884 155.6891 150.8852 390.7816
-25.94239 -7.726928 -1.727461 22.65862 60.53286 86.78777 148.5103 163.0842 88.84618 121.0086 127.1038 141.977 142.8836 155.1575 150.3724 392.7856
-25.54558 -7.468394 -1.83427 22.62342 60.04059 86.24155 147.6869 162.0197 88.8858 120.8162 126.5985 141.2613 142.5424 154.6028 149.8796 394.7896
-25.19083 -7.19431 -1.865888 22.56457 59.66982 85.82052 147.005 161.0982 88.9455 120.7096 126.1858 140.5502 142.2453 154.1071 149.4097 396.7936
-24.89248 -6.924536 -1.870927 22.41628 59.35263 85.44303 146.389 160.3131 88.93262 120.6245 125.79 139.8757 141.9867 153.7161 148.9697 398.7976
-24.61828 -6.644712 -1.904851 22.21176 59.06082 85.18782 145.8423 159.7302 88.86539 120.5252 125.3833 139.3811 141.7183 153.3773 148.5022 400.8016
-24.37282 -6.302511 -2.013398 22.08891 58.78188 84.95875 145.3397 159.1466 88.77883 120.4517 124.9674 138.956 141.43 153.1098 147.9958 402.8056
-24.14048 -5.856713 -2.197915 22.02956 58.48897 84.87827 144.8448 158.6399 88.70675 120.3436 124.5801 138.7121 141.1491 152.8241 147.4771 404.8096
-23.8447 -5.374897 -2.399484 22.02455 58.21783 84.76593 144.2068 158.0365 88.58466 120.2912 124.2165 138.4237 140.8827 152.5805 146.9873 406.8136
-23.46598 -4.804314 -2.572401 22.11609 58.00107 84.7327 143.3664 157.4406 88.47871 120.2229 123.8485 138.1604 140.5861 152.2865 146.528 408.8176
-23.10485 -4.1699 -2.734902 22.35923 57.83331 84.80315 142.4253 156.8226 88.38232 120.1202 123.4594 137.9649 140.2756 151.8967 146.1139 410.8217
-22.84356 -3.503966 -2.895844 22.57493 57.6817 84.80885 141.4933 156.1028 88.30952 120.1836 123.0635 137.7426 139.9799 151.6474 145.7427 412.8257
-22.67086 -2.838596 -3.027388 22.74772 57.56064 84.83855 140.6084 155.4776 88.24984 120.2579 122.669 137.5776 139.6951 151.3688 145.3377 414.8297
-22.51455 -2.218048 -3.123132 22.87665 57.49924 84.84308 139.8009 154.9567 88.25255 120.3585 122.3438 137.418 139.469 151.1002 144.9479 416.8337
-22.30694 -1.590808 -3.143959 23.02221 57.484 84.87593 139.1299 154.5805 88.3535 120.5023 122.0987 137.3354 139.3124 150.9082 144.622 418.8377
-22.06001 -0.8954551 -3.186504 23.22592 57.45962 85.01881 138.6434 154.3527 88.50961 120.6961 121.973 137.374 139.24 150.7969 144.449 420.8417
-21.82854 -0.1262828 -3.313304 23.55282 57.40025 85.27596 138.3156 154.1811 88.714 120.895 121.9208 137.5258 139.2984 150.747 144.4502 422.8457
-21.63415 0.6772792 -3.447417 23.91454 57.363 85.64431 138.0768 154.0448 89.00007 121.1138 121.9477 137.8158 139.465 150.7709 144.5645 424.8497
-21.47839 1.39642 -3.485027 24.22993 57.36244 86.05851 137.8115 153.9583 89.35403 121.4065 122.0531 138.2288 139.6764 150.8834 144.7415 426.8537
-21.32884 2.024997 -3.435952 24.45075 57.3683 86.43446 137.4773 153.8993 89.69989 121.7312 122.1796 138.6386 139.8211 151.034 144.8858 428.8577
-21.21658 2.590892 -3.472524 24.67629 57.32076 86.80853 137.1226 153.9213 89.93098 122.0683 122.209 139.0213 139.879 151.2172 145.004 430.8617
