CP5 CP6 TP7 TP8 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time
-3.489655 2.714243 -14.98624 -6.512832 -12.79461 9.193912 15.76614 33.911 34.1313 50.52302 17.42541 36.13469 47.44158 58.48197 68.85251 771.5431
-3.324596 2.807069 -14.89723 -6.514205 -12.77907 8.886497 15.68765 33.53358 33.88574 50.23431 17.15351 35.78158 47.0053 58.14895 68.53714 773.5471
-3.13408 2.895085 -14.78973 -6.516274 -12.69195 8.539877 15.60789 33.2022 33.64228 49.9902 16.90249 35.41123 46.5724 57.83662 68.17226 775.5511
-2.957652 2.909263 -14.71767 -6.632895 -12.60919 8.151578 15.4507 32.80536 33.34217 49.66226 16.6254 35.01179 46.08837 57.45024 67.70427 777.5551
-2.785649 2.843148 -14.67533 -6.822442 -12.58376 7.673954 15.2071 32.24117 33.07204 49.35991 16.32293 34.50109 45.55574 57.08934 67.13441 779.5591
-2.616718 2.698174 -14.62767 -7.06332 -12.63694 7.200699 14.89333 31.59947 32.80731 48.97534 16.04435 33.9435 45.0552 56.63975 66.49379 781.5631
-2.461492 2.531119 -14.55847 -7.371058 -12.73863 6.753642 14.52812 30.95586 32.51051 48.52945 15.80916 33.39878 44.62276 56.12387 65.84785 783.5671
-2.301547 2.385352 -14.45339 -7.702873 -12.82635 6.307647 14.17043 30.32208 32.21218 48.05941 15.61677 32.88448 44.22087 55.59472 65.26541 785.5712
-2.162305 2.288924 -14.38043 -7.914919 -12.87603 5.965502 13.92225 29.78318 31.9103 47.56801 15.47503 32.48721 43.84569 55.0475 64.75123 787.5751
-2.107059 2.283365 -14.38837 -8.08053 -12.88982 5.696701 13.79093 29.28687 31.58506 47.06707 15.36907 32.163 43.5323 54.56551 64.34073 789.5792
-2.178116 2.362327 -14.47854 -8.159025 -12.9287 5.593905 13.69438 28.90033 31.26398 46.51125 15.27402 31.99132 43.25048 54.08666 64.01872 791.5832
-2.283283 2.457186 -14.58133 -8.147014 -12.96644 5.600435 13.60763 28.58936 30.9906 46.03452 15.19397 31.90383 42.92205 53.62542 63.69744 793.5872
-2.408384 2.509778 -14.7577 -8.169158 -13.09293 5.666372 13.46233 28.40084 30.64558 45.56462 15.01901 31.83805 42.57207 53.11234 63.31876 795.5912
-2.475841 2.531348 -14.90175 -8.229914 -13.28225 5.638017 13.33379 28.25496 30.3597 45.27761 14.79646 31.68774 42.1792 52.73708 62.87066 797.5952
-2.443687 2.540808 -14.94828 -8.278489 -13.49071 5.622233 13.21653 28.23301 30.09827 45.08897 14.55534 31.58827 41.80214 52.42903 62.42698 799.5992
-2.328937 2.580904 -14.90895 -8.313497 -13.60285 5.559208 13.13245 28.24252 29.87529 45.0476 14.3974 31.47676 41.52096 52.27483 62.14111 801.6032
-2.201021 2.600327 -14.79159 -8.259131 -13.57778 5.506514 13.09578 28.27929 29.75767 45.01311 14.39872 31.40376 41.33374 52.15827 62.04375 803.6072
-2.117773 2.596928 -14.6977 -8.253829 -13.47609 5.423401 13.05491 28.24299 29.63188 44.97932 14.5087 31.28986 41.22281 52.06053 62.01817 805.6112
-2.040161 2.605198 -14.6966 -8.151668 -13.33556 5.46302 12.97438 28.25224 29.49932 44.8311 14.64855 31.25728 41.12238 51.88185 61.94965 807.6152
-1.953739 2.638189 -14.76873 -8.025266 -13.1987 5.550866 12.84679 28.22063 29.37132 44.63161 14.78581 31.21208 41.02517 51.68012 61.78854 809.6193
-1.852126 2.648745 -14.86879 -7.863842 -13.10582 5.646193 12.73239 28.137 29.25864 44.42441 14.89179 31.15962 40.92394 51.42479 61.58315 811.6232
-1.734905 2.600774 -14.94779 -7.78874 -13.01107 5.585628 12.65414 27.87168 29.17997 44.30473 15.03593 30.97956 40.842 51.22646 61.46672 813.6273
-1.603602 2.516123 -14.97107 -7.628839 -12.92407 5.536135 12.60321 27.56858 29.13877 44.15704 15.24752 30.84763 40.81551 51.02957 61.44997 815.6313
-1.477288 2.502593 -14.87358 -7.464082 -12.80607 5.491339 12.5475 27.2417 29.1395 44.03825 15.46811 30.76211 40.86512 50.96651 61.5094 817.6353
-1.350721 2.553391 -14.66842 -7.279761 -12.66265 5.476821 12.48829 26.97376 29.10568 43.93837 15.59538 30.71185 40.96398 50.96595 61.57808 819.6393
-1.197417 2.61115 -14.38263 -7.177669 -12.4428 5.431741 12.47823 26.71664 29.08003 43.86062 15.70511 30.60814 41.09834 50.95484 61.64513 821.6433
-1.025226 2.595083 -14.08221 -7.071908 -12.19309 5.454383 12.48769 26.568 29.01856 43.70347 15.78094 30.54877 41.18951 50.82363 61.62966 823.6473
-0.852995 2.569496 -13.79419 -7.02203 -11.96086 5.501943 12.49404 26.53152 28.96223 43.60268 15.83628 30.50098 41.22797 50.72221 61.6035 825.6513
-0.7301216 2.596724 -13.57768 -6.927149 -11.78753 5.648271 12.49623 26.65477 28.82484 43.59742 15.83684 30.51019 41.18695 50.66656 61.49976 827.6553
-0.6599998 2.658383 -13.4197 -6.870618 -11.6966 5.842496 12.4469 26.86053 28.64127 43.58045 15.75922 30.54195 41.08762 50.58214 61.29319 829.6593
-0.6123802 2.689352 -13.29094 -6.920576 -11.64682 5.876453 12.36571 26.87945 28.44742 43.57494 15.69193 30.41777 40.94983 50.48898 60.99261 831.6633
-0.536415 2.651563 -13.17129 -7.02776 -11.5716 5.83367 12.37511 26.79422 28.31805 43.48798 15.74867 30.23645 40.80297 50.287 60.65025 833.6674
-0.4390989 2.608959 -13.07869 -7.165008 -11.39827 5.675097 12.47433 26.55558 28.25176 43.34858 15.91705 29.9399 40.67398 50.06903 60.28179 835.6713
-0.3308161 2.537749 -13.01856 -7.269039 -11.12325 5.511524 12.45064 26.2387 28.10343 43.04261 16.09083 29.59059 40.53507 49.70438 59.82723 837.6754
-0.187885 2.535851 -12.94563 -7.403347 -10.74534 5.449321 12.272 25.97151 27.97865 42.58025 16.2935 29.28021 40.34295 49.18001 59.32365 839.6794
-0.01775272 2.567891 -12.82404 -7.530707 -10.34875 5.26544 12.03192 25.50825 27.86154 42.16926 16.54646 28.82106 40.13809 48.68759 58.8257 841.6833
0.1747978 2.66323 -12.6626 -7.631183 -9.998032 5.118018 11.88477 25.03724 27.81841 41.87735 16.77883 28.44795 39.96145 48.28041 58.43354 843.6874
0.4162625 2.762408 -12.42465 -7.592518 -9.647622 5.052375 11.83985 24.63186 27.81277 41.65409 16.99768 28.20375 39.8191 47.9208 58.11412 845.6914
0.6846588 2.805691 -12.07835 -7.636003 -9.298149 4.949286 11.8065 24.25134 27.77736 41.46107 17.11534 27.93746 39.65356 47.57009 57.79548 847.6954
0.972815 2.812791 -11.67983 -7.72575 -8.962259 4.792909 11.74379 23.8955 27.67515 41.23838 17.16403 27.60601 39.45087 47.19306 57.4183 849.6994
1.289929 2.873112 -11.27108 -7.691751 -8.617496 4.689359 11.72215 23.59123 27.5687 40.93777 17.16755 27.30224 39.20937 46.79536 56.97943 851.7034
1.669615 2.960188 -10.85985 -7.56881 -8.339038 4.577978 11.71661 23.21027 27.41856 40.65324 17.13621 26.94811 38.92657 46.45988 56.4459 853.7074
2.078127 3.065057 -10.42758 -7.38574 -8.118411 4.592215 11.75264 22.97767 27.25794 40.18144 17.09546 26.74302 38.67961 46.03249 55.93677 855.7114
2.459003 3.189973 -9.993093 -7.132111 -7.905409 4.508388 11.83135 22.73047 27.12123 39.83731 17.11224 26.50253 38.45158 45.76283 55.49062 857.7155
2.721495 3.320563 -9.648647 -6.96322 -7.705723 4.491841 11.94371 22.63062 27.01126 39.51624 17.18175 26.42675 38.24216 45.52821 55.17929 859.7194
2.931902 3.423731 -9.367822 -6.875856 -7.483326 4.411119 12.10358 22.45596 26.91109 39.31449 17.27472 26.32966 38.04692 45.40123 54.98438 861.7234
3.138644 3.475713 -9.157495 -6.759913 -7.244905 4.33665 12.246 22.27259 26.8581 39.11528 17.34251 26.23068 37.88125 45.31119 54.85253 863.7275
3.353262 3.473604 -8.934294 -6.650519 -6.955614 4.255485 12.3509 22.06881 26.8531 38.88054 17.49912 26.09145 37.7297 45.16734 54.69534 865.7314
3.503881 3.460286 -8.742282 -6.54566 -6.69466 4.166739 12.37935 21.89239 26.84096 38.71634 17.69084 25.93016 37.57085 45.07055 54.45626 867.7355
3.619898 3.470447 -8.562303 -6.445744 -6.458266 4.160094 12.33901 21.81503 26.81191 38.61954 17.88005 25.8459 37.44967 45.01125 54.16396 869.7395
3.796052 3.525501 -8.386773 -6.288295 -6.204113 4.307537 12.22861 21.94489 26.83126 38.6058 18.10342 25.90969 37.32941 45.03324 53.84705 871.7435
4.00719 3.574273 -8.283436 -6.105671 -5.998424 4.517681 12.01493 22.16316 26.77152 38.63146 18.30274 25.98349 37.22627 45.08657 53.46831 873.7475
4.224512 3.623849 -8.221898 -5.889702 -5.796493 4.805684 11.86898 22.52712 26.72903 38.6463 18.54747 26.13385 37.15707 45.10715 53.15304 875.7515
4.430163 3.607579 -8.100135 -5.877106 -5.594353 4.938745 11.77772 22.74971 26.66789 38.75418 18.78399 26.15634 37.0953 45.19472 52.87991 877.7555
4.586632 3.545125 -7.950364 -5.878404 -5.383046 5.106944 11.60456 22.89516 26.54074 38.69196 18.96206 26.20043 37.02776 45.13508 52.61043 879.7595
4.683146 3.529485 -7.804813 -5.977344 -5.151746 5.294445 11.32458 22.89809 26.45977 38.58666 19.09296 26.23087 36.93537 45.06689 52.39853 881.7635
4.703118 3.511723 -7.722936 -6.086901 -4.962266 5.47331 10.9196 22.70851 26.34899 38.46391 19.15025 26.20536 36.85487 44.95922 52.18821 883.7675
4.689065 3.517132 -7.664011 -6.118339 -4.8018 5.726481 10.49711 22.4793 26.31855 38.3884 19.18524 26.25401 36.79778 44.83174 51.95219 885.7715
4.660729 3.564076 -7.588425 -6.191741 -4.668357 5.945026 10.1479 22.1804 26.34073 38.30848 19.19309 26.27431 36.83933 44.71026 51.73979 887.7756
4.671803 3.668736 -7.460295 -6.211614 -4.567908 6.085456 9.963179 21.90248 26.43981 38.32198 19.23095 26.26577 36.95393 44.67293 51.61237 889.7795
4.728735 3.781929 -7.257985 -6.256791 -4.465568 6.136702 9.883321 21.62658 26.59659 38.31814 19.28683 26.18602 37.14185 44.61728 51.63562 891.7836
4.821696 3.873134 -6.968357 -6.274427 -4.28876 6.214252 9.805437 21.38121 26.71274 38.3024 19.3811 26.08686 37.27963 44.44304 51.64532 893.7876
4.933771 4.000167 -6.543113 -6.238764 -3.999408 6.352058 9.766359 21.25394 26.85478 38.3088 19.58994 26.0527 37.3224 44.26563 51.57915 895.7916
5.039813 4.123555 -6.170526 -6.148717 -3.709931 6.535294 9.704778 21.31983 26.92506 38.35703 19.84523 26.11661 37.25591 44.11161 51.36256 897.7956
5.118749 4.2341 -5.944496 -6.156975 -3.4908 6.67155 9.689665 21.55555 27.01236 38.42995 20.11582 26.17704 37.14028 44.02545 51.06601 899.7996
5.155441 4.313768 -5.973289 -6.078043 -3.414347 6.783036 9.707595 21.84755 27.13355 38.44577 20.36071 26.24595 37.04838 43.90404 50.79204 901.8036
5.157193 4.351861 -6.173242 -6.074983 -3.469154 6.798593 9.708409 21.95173 27.24507 38.38965 20.57422 26.24556 36.93008 43.73788 50.47935 903.8076
5.168287 4.345716 -6.412416 -6.053613 -3.535947 6.714898 9.655254 21.87146 27.30065 38.30167 20.72312 26.18415 36.75254 43.5724 50.11429 905.8116
5.287269 4.301468 -6.502674 -6.053613 -3.461081 6.681206 9.672686 21.79881 27.39737 38.16236 20.89684 26.22035 36.5447 43.3862 49.76029 907.8156
5.470598 4.217314 -6.427894 -6.128802 -3.265649 6.491651 9.77076 21.51148 27.56119 38.2418 21.08993 26.15599 36.42442 43.40995 49.53321 909.8196
5.611229 4.12292 -6.304979 -6.227959 -3.063986 6.340003 9.883993 21.24736 27.79703 38.26085 21.29994 26.16108 36.48553 43.39745 49.53147 911.8237
5.650231 4.055109 -6.215611 -6.27829 -2.905609 6.205164 9.98436 21.04416 28.05021 38.33079 21.4991 26.19118 36.65714 43.43376 49.70879 913.8276
5.586234 4.029247 -6.215606 -6.263768 -2.756082 6.133926 10.1132 20.95379 28.32497 38.40613 21.69625 26.30027 36.87168 43.52672 50.00024 915.8317
5.490043 4.064897 -6.304073 -6.286391 -2.563117 6.080506 10.30459 20.84362 28.62154 38.50323 21.87654 26.40272 37.08992 43.71501 50.34697 917.8357
5.446662 4.04388 -6.39349 -6.359754 -2.323203 5.918509 10.53228 20.52442 28.82781 38.57712 22.05258 26.31253 37.29216 43.86585 50.60504 919.8397
5.508063 4.071225 -6.40576 -6.398537 -2.017866 5.881497 10.79558 20.37808 29.00633 38.58765 22.20601 26.26999 37.45424 43.91965 50.73875 921.8437
5.639946 4.128303 -6.305168 -6.522036 -1.690423 5.801674 11.00068 20.31704 29.13431 38.61665 22.33257 26.14429 37.58838 43.97284 50.82418 923.8477
5.755651 4.177309 -6.226624 -6.628899 -1.413619 5.672662 11.09347 20.34932 29.15 38.61288 22.38608 25.96838 37.66977 44.0398 50.8559 925.8517
5.801052 4.211009 -6.2415 -6.717281 -1.174963 5.594621 11.15635 20.56401 29.11677 38.54741 22.44374 25.88862 37.69339 44.07899 50.89119 927.8557
5.74053 4.192288 -6.341724 -6.809483 -1.001614 5.410475 11.16667 20.68527 29.03866 38.45122 22.45633 25.72873 37.705 44.14962 50.96497 929.8597
5.63512 4.144059 -6.540108 -6.977275 -0.9277788 5.19844 11.0485 20.64117 28.9525 38.29809 22.40254 25.54185 37.66461 44.14999 51.04222 931.8637
5.562611 4.068215 -6.784483 -7.279887 -0.9713718 4.91689 10.77569 20.34769 28.85155 38.08597 22.27145 25.25957 37.55779 44.07775 51.03194 933.8677
5.528809 4.041497 -7.069214 -7.52524 -1.057838 4.698358 10.46674 20.01945 28.79365 37.92942 22.09897 25.03076 37.42953 44.02785 50.93649 935.8718
5.523568 4.057352 -7.306406 -7.77627 -1.163182 4.537679 10.16579 19.67446 28.70592 37.85925 21.88368 24.86459 37.2924 43.99853 50.69956 937.8757
5.512116 4.161674 -7.453611 -7.78422 -1.260132 4.524345 9.999089 19.46652 28.59133 37.84814 21.64398 24.88481 37.12585 43.98297 50.43212 939.8798
5.497649 4.272833 -7.561271 -7.694696 -1.433579 4.631888 9.973549 19.36032 28.44129 37.85965 21.38486 25.03598 36.927 43.91079 50.17756 941.8838
5.499736 4.31532 -7.756913 -7.531098 -1.737942 4.720087 9.960443 19.18365 28.29456 37.97872 21.09873 25.13838 36.76687 43.91339 49.95416 943.8878
5.528684 4.31441 -7.994513 -7.401485 -2.111711 4.889165 9.872321 19.04552 28.13641 38.0705 20.7989 25.27 36.61256 43.88255 49.77202 945.8918
5.589331 4.382552 -8.175762 -7.183259 -2.457123 5.103768 9.755769 18.92606 28.02209 38.1577 20.56911 25.40164 36.44656 43.86706 49.61698 947.8958
5.643219 4.487962 -8.275982 -7.051553 -2.792617 5.304029 9.602535 18.73446 27.9222 38.18836 20.41311 25.53214 36.25498 43.76957 49.44821 949.8998
5.6597 4.612363 -8.378569 -6.894178 -3.116365 5.415858 9.367978 18.42708 27.80572 38.16454 20.28518 25.60608 36.03844 43.67693 49.30213 951.9038
5.684348 4.726749 -8.487183 -6.727269 -3.402361 5.471175 9.033645 18.0764 27.65733 38.21501 20.141 25.62754 35.76618 43.6759 49.18216 953.9078
5.72884 4.803526 -8.627337 -6.476916 -3.657684 5.66418 8.650134 17.89206 27.44192 38.19498 19.94538 25.7569 35.46052 43.58924 48.98906 955.9118
5.780328 4.856695 -8.728181 -6.223587 -3.91975 5.873675 8.353826 17.77227 27.27817 38.21458 19.74079 25.87372 35.15845 43.48545 48.70504 957.9158
5.838896 4.891551 -8.697434 -6.0467 -4.155974 5.982672 8.066305 17.55974 27.08924 38.20322 19.54087 25.87585 34.82997 43.31141 48.32258 959.9199
5.888134 4.976643 -8.587623 -5.765227 -4.344067 6.088031 7.721128 17.36063 26.84342 38.09404 19.33308 25.86639 34.47098 43.06886 47.87674 961.9238
5.887139 5.093739 -8.423277 -5.504459 -4.496764 6.237605 7.398892 17.26439 26.56209 37.89996 19.11309 25.91993 34.10095 42.80014 47.45781 963.9279
5.830832 5.285993 -8.251564 -5.191435 -4.579862 6.370953 7.214441 17.28091 26.31784 37.80788 18.95112 26.00818 33.75327 42.67682 47.15288 965.9319
5.742393 5.527369 -8.115762 -4.911143 -4.607263 6.473393 7.022466 17.36239 26.05684 37.73486 18.82129 26.08293 33.41321 42.59625 46.83243 967.9359
5.659204 5.797485 -7.990776 -4.554952 -4.567127 6.615563 6.765037 17.52289 25.83283 37.65401 18.66653 26.15323 33.08318 42.50263 46.46001 969.9399
5.621398 6.002734 -7.828131 -4.362874 -4.495555 6.798677 6.391782 17.7371 25.63251 37.49267 18.44067 26.23391 32.75228 42.35533 46.11269 971.9439
5.622232 6.109494 -7.682177 -4.143443 -4.421114 6.948162 5.943685 17.89487 25.42697 37.30683 18.20284 26.29499 32.38758 42.21721 45.82539 973.9479
5.590734 6.130754 -7.598794 -4.105805 -4.430058 7.001075 5.485456 17.9572 25.18215 37.07095 17.94753 26.29473 31.99829 42.07353 45.55095 975.9519
5.515395 6.122141 -7.667468 -4.091226 -4.537946 6.985499 5.051073 17.96843 24.88408 36.80234 17.66626 26.2703 31.57051 41.90092 45.23352 977.9559
5.41856 6.184294 -7.808849 -4.005541 -4.660083 6.948368 4.677457 17.96335 24.62446 36.5209 17.42805 26.23141 31.12083 41.72584 44.96782 979.9599
5.320161 6.228124 -7.951052 -4.09062 -4.776785 6.872231 4.267775 17.87987 24.36758 36.20679 17.2027 26.11763 30.68458 41.45396 44.69868 981.9639
5.22387 6.21179 -8.06591 -4.187623 -4.824891 6.748931 3.837429 17.72286 24.17943 35.87254 17.09267 25.92571 30.31801 41.11121 44.38549 983.968
5.152678 6.16704 -8.212013 -4.294256 -4.801572 6.633375 3.44129 17.59375 24.10744 35.57323 17.11872 25.76143 30.07132 40.78426 44.04589 985.9719
5.123992 6.102112 -8.377642 -4.503257 -4.67354 6.474949 3.228273 17.49537 24.13298 35.35535 17.28016 25.62725 29.8989 40.50079 43.77925 987.976
5.150548 6.018561 -8.538504 -4.789061 -4.52697 6.330622 3.188568 17.49469 24.15033 35.18088 17.48754 25.55847 29.79672 40.25003 43.61065 989.98
5.216667 5.943774 -8.605592 -5.019233 -4.371051 6.230062 3.310704 17.48659 24.13066 35.12101 17.65285 25.51981 29.67243 40.04204 43.41258 991.9839
5.286228 5.904089 -8.595905 -5.180784 -4.202925 6.132442 3.540275 17.35822 24.12169 35.19248 17.77037 25.46815 29.57842 39.9428 43.21347 993.988
5.341714 5.87381 -8.497845 -5.321708 -3.985224 6.151639 3.837831 17.21858 24.20028 35.33731 17.91338 25.55294 29.56083 39.8764 43.0692 995.992
5.414721 5.855583 -8.364665 -5.378263 -3.72708 6.19288 4.093998 17.04118 24.33569 35.52745 18.12205 25.66133 29.69776 39.93803 43.05259 997.996
