PO3_amp PO7_amp PO9_amp O1_amp O2_amp Oz_amp PO4_amp PO8_amp PO10_amp ROI_GA_amp PO3_lat PO7_lat PO9_lat O1_lat O2_lat Oz_lat PO4_lat PO8_lat PO10_lat ROI_GA_lat emotion ID Trial
29.96079 41.80475 31.7418 31.28828 27.35298 43.1892 56.07305 -5.055266 19.2406 30.6218 128.2565 112.2244 120.2405 114.2285 112.2244 112.2244 114.2285 112.2244 112.2244 115.3418 3 8 99
-7.851495 -3.500725 -9.429542 -4.454142 4.336077 12.30091 0.4532469 12.65058 4.936506 1.049046 126.2525 112.2244 122.2445 112.2244 118.2365 112.2244 126.2525 112.2244 128.2565 118.9045 3 8 101
40.95897 12.69165 4.054401 20.22256 53.47286 39.66094 75.13583 11.81024 38.55104 32.95094 124.2485 128.2565 128.2565 128.2565 120.2405 128.2565 114.2285 112.2244 120.2405 122.6898 3 8 105
49.83187 30.40807 34.37769 38.39275 27.11646 49.22495 51.08612 3.910421 10.56803 32.76848 116.2325 128.2565 128.2565 126.2525 122.2445 120.2405 128.2565 112.2244 128.2565 123.3578 3 8 112
9.8924 13.84756 1.918314 5.146399 24.7269 29.12353 34.407 1.419757 2.995565 13.71971 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 3 8 115
-22.8621 -16.38804 -18.92255 -15.89671 -4.731819 -5.673037 -11.658 7.345735 -11.09559 -11.09801 126.2525 128.2565 114.2285 126.2525 128.2565 126.2525 126.2525 112.2244 126.2525 123.8032 3 8 117
20.25161 -7.718884 -6.282171 -2.365793 9.502132 2.101515 24.25101 4.652193 5.242881 5.514944 128.2565 124.2485 128.2565 128.2565 112.2244 128.2565 128.2565 114.2285 128.2565 124.4712 3 8 118
7.019109 0.8101844 -9.118642 6.877939 34.8068 16.48606 50.59259 12.9477 39.56343 17.77613 112.2244 114.2285 128.2565 114.2285 116.2325 116.2325 114.2285 118.2365 128.2565 118.0138 3 8 126
-0.3395785 -4.171037 -24.64331 -7.686895 0.1161068 11.97765 10.43611 10.97552 -17.03774 -2.263686 114.2285 124.2485 128.2565 124.2485 124.2485 122.2445 114.2285 122.2445 112.2244 120.6858 3 8 128
-21.76253 22.27311 -3.461294 6.443046 9.029613 16.8115 -14.31848 7.210997 0.02179804 2.471973 112.2244 128.2565 112.2244 118.2365 122.2445 114.2285 118.2365 120.2405 118.2365 118.2365 3 8 133
-41.70747 -2.293067 -24.32569 -28.85427 -46.0974 -14.24286 -65.2056 0.28114 -49.86942 -30.25718 128.2565 124.2485 126.2525 124.2485 124.2485 124.2485 124.2485 112.2244 124.2485 123.5805 3 8 136
-14.78415 5.436671 -12.52242 4.256202 5.741151 8.287652 -14.09111 10.16331 3.359704 -0.4614422 112.2244 116.2325 112.2244 114.2285 128.2565 114.2285 128.2565 120.2405 128.2565 119.3498 3 8 139
26.43801 1.911126 27.76687 15.49516 29.53334 18.20597 28.58397 14.82143 31.51093 21.5852 128.2565 112.2244 116.2325 116.2325 112.2244 116.2325 116.2325 116.2325 114.2285 116.4551 3 8 146
8.946405 -30.29157 -2.602493 12.14006 24.90579 1.052686 36.74337 11.141 24.53164 9.618542 112.2244 126.2525 124.2485 124.2485 120.2405 112.2244 112.2244 128.2565 124.2485 120.4632 3 8 147
16.75194 13.15392 11.15433 16.10607 20.58673 -8.057334 39.82075 18.07905 19.7277 16.36924 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 124.2485 128.2565 126.2525 127.5885 3 8 150
-4.781448 -13.01317 -2.792849 -8.396795 7.900504 -3.78624 3.808274 -17.29122 18.78572 -2.174136 128.2565 116.2325 128.2565 128.2565 116.2325 128.2565 114.2285 128.2565 114.2285 122.4672 3 8 155
43.95207 10.11173 13.0292 34.67818 23.03873 47.60122 44.16659 34.90288 4.749153 28.46997 128.2565 122.2445 128.2565 122.2445 128.2565 126.2525 128.2565 122.2445 128.2565 126.0298 3 8 158
11.48493 -1.126531 1.830394 9.65156 9.338546 -20.7189 36.91455 -6.951266 9.236459 5.517749 112.2244 112.2244 112.2244 112.2244 112.2244 112.2244 126.2525 112.2244 126.2525 115.3418 3 8 162
22.37049 5.680017 17.72301 2.876931 1.584808 11.40854 16.8628 -10.29224 -2.013294 7.355674 120.2405 128.2565 128.2565 128.2565 116.2325 112.2244 128.2565 114.2285 128.2565 122.6898 3 8 165
34.31039 -7.419912 8.113017 20.8887 8.757778 16.01864 33.94469 3.955945 3.255301 13.53606 122.2445 128.2565 124.2485 116.2325 128.2565 116.2325 122.2445 128.2565 128.2565 123.8032 3 8 168
-16.11478 9.805278 12.76617 0.1132822 12.81817 0.05994771 8.140062 -0.1954144 7.309919 3.855849 128.2565 112.2244 114.2285 112.2244 112.2244 128.2565 128.2565 112.2244 112.2244 117.7911 3 8 169
20.70738 20.14166 -11.94675 12.57592 11.21098 28.1387 22.83414 6.27613 -8.242908 11.29947 114.2285 128.2565 112.2244 112.2244 124.2485 112.2244 112.2244 120.2405 112.2244 116.4551 4 8 3
-14.64771 5.923679 -10.55304 -16.65191 -25.46275 3.74781 -35.34174 -16.59813 -16.65907 -14.02698 114.2285 128.2565 114.2285 128.2565 112.2244 128.2565 112.2244 128.2565 112.2244 119.7951 4 8 12
28.12694 -0.2086693 -3.441762 2.62958 13.87166 23.65269 39.14767 -1.412171 14.29109 12.96189 112.2244 128.2565 120.2405 112.2244 128.2565 118.2365 126.2525 128.2565 128.2565 122.4672 4 8 17
60.60002 3.768033 31.15379 35.74471 22.73033 26.62177 70.73068 10.62834 19.84525 31.31366 128.2565 118.2365 128.2565 120.2405 118.2365 120.2405 120.2405 112.2244 120.2405 120.6858 4 8 21
56.32688 20.94219 22.66164 52.27615 40.5793 68.57175 79.21934 19.01197 30.70996 43.36657 126.2525 122.2445 126.2525 122.2445 128.2565 122.2445 128.2565 118.2365 128.2565 124.6938 4 8 29
79.35625 19.081 36.06951 51.39754 17.07678 52.75595 61.12097 -1.666849 6.4212 35.73471 118.2365 112.2244 112.2244 112.2244 128.2565 116.2325 124.2485 128.2565 128.2565 120.0178 4 8 37
17.96183 5.545594 -4.176381 -0.1768162 13.59671 5.18426 26.55462 3.222156 8.68937 8.489038 126.2525 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 118.2365 128.2565 126.9205 4 8 41
60.1455 -10.19719 5.567501 16.99994 8.598193 36.57478 52.56912 -13.41645 10.40802 18.58327 128.2565 112.2244 128.2565 128.2565 112.2244 128.2565 128.2565 112.2244 128.2565 122.9125 4 8 50
75.47611 -12.90126 29.86062 21.08409 3.030482 25.41054 69.14959 -15.92744 2.409977 21.95475 116.2325 128.2565 112.2244 112.2244 128.2565 112.2244 124.2485 128.2565 126.2525 120.9085 4 8 57
25.27361 -0.0892992 14.07851 24.02226 9.416676 3.78367 73.02023 -0.09282737 0.1109444 16.61375 112.2244 128.2565 112.2244 128.2565 128.2565 128.2565 128.2565 118.2365 128.2565 123.5805 4 8 67
-34.06198 -7.966577 -10.34062 -7.1869 -26.22571 -44.15164 -9.685574 -8.387408 -16.75477 -18.3068 128.2565 128.2565 128.2565 128.2565 122.2445 128.2565 128.2565 116.2325 128.2565 126.2525 4 8 71
31.70557 6.839198 10.10827 20.46225 20.05084 23.61391 56.59295 -24.30676 8.054509 17.01342 112.2244 124.2485 112.2244 112.2244 128.2565 112.2244 124.2485 112.2244 128.2565 118.4591 4 8 76
65.04861 -22.04074 12.79342 43.24728 14.38509 23.1797 61.50333 -1.670548 11.42902 23.09724 118.2365 128.2565 112.2244 112.2244 116.2325 118.2365 116.2325 120.2405 112.2244 117.1231 4 8 85
42.89023 -2.198609 -0.2108486 20.62756 17.35632 40.52675 49.13697 3.657283 1.944033 19.3033 114.2285 112.2244 128.2565 112.2244 128.2565 112.2244 128.2565 112.2244 128.2565 119.5725 4 8 96
-6.409164 3.411023 -6.511571 -8.732075 7.798547 11.86871 -4.830652 3.60115 8.545238 0.9712448 112.2244 116.2325 112.2244 112.2244 126.2525 112.2244 128.2565 126.2525 126.2525 119.1271 4 8 103
63.24649 -23.30384 32.0756 16.52964 21.62058 12.71657 77.06662 -12.51633 21.41866 23.206 128.2565 112.2244 112.2244 112.2244 112.2244 112.2244 112.2244 128.2565 112.2244 115.7871 4 8 107
47.34025 10.19022 25.20284 30.15843 45.5024 26.40462 81.53 22.14911 38.18335 36.29569 114.2285 112.2244 112.2244 112.2244 124.2485 118.2365 122.2445 128.2565 122.2445 118.4591 4 8 113
78.94985 0.9640582 18.05094 29.93207 44.50154 37.78877 104.9532 -3.356402 32.80909 38.28812 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 128.2565 124.2485 128.2565 127.8112 4 8 120
47.04832 -1.434562 12.05177 12.27304 24.84903 23.41593 54.44852 8.603152 26.6233 23.09761 122.2445 124.2485 128.2565 126.2525 128.2565 122.2445 126.2525 126.2525 126.2525 125.5845 4 8 123
-16.54893 4.945258 -23.11331 -0.3800971 5.363981 6.119945 -13.18753 4.38339 -13.02309 -5.048932 128.2565 128.2565 128.2565 128.2565 128.2565 114.2285 128.2565 128.2565 128.2565 126.6978 4 8 135
44.24442 -21.08323 -5.028811 3.87162 14.87599 25.86512 75.50998 -1.013935 7.2998 16.06011 128.2565 128.2565 112.2244 112.2244 128.2565 122.2445 128.2565 128.2565 112.2244 122.2445 4 8 142
78.04215 48.73216 36.23998 53.51699 53.20248 72.86198 109.3911 21.46069 36.21335 56.62898 124.2485 122.2445 128.2565 128.2565 128.2565 118.2365 128.2565 118.2365 128.2565 124.9165 4 8 151
30.16844 10.14615 19.97235 26.32825 41.88081 27.35663 81.30329 34.79009 32.46602 33.82356 128.2565 118.2365 114.2285 128.2565 128.2565 128.2565 128.2565 118.2365 128.2565 124.4712 4 8 159
80.85943 6.036966 35.17559 41.34065 30.68283 41.62984 93.57308 10.19311 23.24226 40.30375 114.2285 122.2445 128.2565 122.2445 122.2445 114.2285 122.2445 112.2244 122.2445 120.0178 4 8 167
39.00191 -27.77048 -1.772556 5.590265 29.60837 -27.17282 56.66997 17.0619 29.57311 13.42107 118.2365 118.2365 130.2605 122.2445 130.2605 120.2405 116.2325 118.2365 130.2605 122.6898 1 9 4
10.04418 21.6375 12.15525 15.64979 17.25324 20.80548 8.070207 26.03526 16.80671 16.49529 118.2365 114.2285 124.2485 118.2365 114.2285 114.2285 118.2365 114.2285 114.2285 116.6778 1 9 6
27.57421 26.14405 7.625669 26.42099 13.86006 27.18059 16.75063 28.08818 12.5974 20.69353 130.2605 114.2285 120.2405 122.2445 128.2565 114.2285 130.2605 114.2285 130.2605 122.6898 1 9 11
1.103002 10.8286 -7.322821 4.196463 10.46541 9.511439 15.30941 22.40885 11.19643 8.632977 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 1 9 14
2.124278 -13.28326 -15.19724 -5.104239 11.24881 -13.25169 18.72807 11.68583 12.02046 0.9967791 118.2365 114.2285 114.2285 114.2285 116.2325 114.2285 130.2605 114.2285 116.2325 116.9005 1 9 16
32.43769 41.48819 51.14639 64.21629 24.52655 41.06117 26.76138 32.11954 25.36157 37.67986 122.2445 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 129.3699 1 9 19
-7.152807 1.962472 4.363778 2.885949 -7.622271 2.629239 -17.14486 -7.780189 -8.022445 -3.986792 126.2525 130.2605 114.2285 130.2605 130.2605 130.2605 126.2525 130.2605 130.2605 127.5885 1 9 22
21.4089 6.295678 -6.587835 3.513103 11.12978 6.431616 23.66136 40.98324 11.57561 13.15683 130.2605 118.2365 128.2565 126.2525 130.2605 118.2365 130.2605 118.2365 130.2605 125.5845 1 9 27
21.85633 5.542218 22.1097 23.02317 12.63152 5.989247 16.71607 -1.923377 13.15477 13.23329 130.2605 122.2445 130.2605 130.2605 130.2605 126.2525 130.2605 130.2605 130.2605 128.9245 1 9 31
2.919896 9.224491 -6.87127 8.552268 10.76263 8.502265 18.34489 26.63498 10.1618 9.803549 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 116.2325 114.2285 114.2285 114.4511 1 9 35
11.96215 11.44894 19.59264 14.26179 14.36179 11.76471 21.92529 19.5823 14.65141 15.50567 124.2485 114.2285 114.2285 114.2285 126.2525 114.2285 124.2485 122.2445 126.2525 120.0178 1 9 37
-18.73063 1.739005 2.417777 -5.404022 -26.59011 0.2248727 7.138412 19.84124 -28.68448 -5.338659 114.2285 130.2605 114.2285 114.2285 114.2285 130.2605 130.2605 130.2605 114.2285 121.3538 1 9 40
-16.59727 -26.84415 -11.26995 -12.43917 -14.4179 -26.57361 11.43179 -8.706896 -14.4044 -13.31351 116.2325 114.2285 114.2285 114.2285 114.2285 114.2285 126.2525 114.2285 114.2285 115.7871 1 9 45
-13.08189 -30.26968 -29.39982 -32.31533 -15.47094 -30.41024 -7.740733 -13.91345 -15.77618 -20.93092 114.2285 130.2605 130.2605 124.2485 114.2285 130.2605 114.2285 130.2605 114.2285 122.4672 1 9 49
31.75882 28.15327 12.40746 27.47844 9.732633 28.64809 28.39124 28.8392 8.468608 22.65308 120.2405 114.2285 130.2605 120.2405 114.2285 114.2285 124.2485 114.2285 114.2285 118.4591 1 9 53
31.28846 31.93471 10.32988 23.78839 7.840715 31.78141 21.1915 29.58102 7.030695 21.64075 126.2525 114.2285 130.2605 120.2405 114.2285 114.2285 116.2325 114.2285 114.2285 118.2365 1 9 54
38.16882 35.32715 17.95897 44.62262 -2.379284 35.7215 16.22172 31.52665 -3.024585 23.79373 122.2445 114.2285 114.2285 114.2285 124.2485 114.2285 114.2285 120.2405 120.2405 117.5685 1 9 58
5.362917 9.312447 13.75613 5.695968 -20.62464 8.360496 -19.19044 -3.105522 -20.21761 -2.294473 114.2285 126.2525 114.2285 114.2285 130.2605 124.2485 130.2605 130.2605 130.2605 123.8032 1 9 61
30.86544 16.56868 5.481044 23.09491 11.59161 16.19917 5.974721 21.23131 10.52546 15.72582 122.2445 122.2445 122.2445 122.2445 114.2285 122.2445 118.2365 124.2485 114.2285 120.2405 1 9 66
-57.168 -9.974379 -21.6605 -38.37018 13.57241 -10.1461 -27.94646 10.65709 13.97471 -14.11793 114.2285 130.2605 130.2605 128.2565 130.2605 130.2605 126.2525 130.2605 130.2605 127.8112 1 9 68
43.48678 4.486856 27.14608 32.50665 28.7235 3.430218 44.19975 17.91596 28.78036 25.63068 120.2405 130.2605 122.2445 130.2605 116.2325 130.2605 118.2365 114.2285 114.2285 121.7992 1 9 71
-6.171927 -3.478316 12.36753 0.6448882 -8.378386 -3.892456 -11.74736 -12.39672 -7.671835 -4.524955 130.2605 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 114.2285 114.2285 123.1352 1 9 74
-17.13101 7.870276 11.80911 -0.2828304 -14.66457 7.1012 -11.48343 0.4447664 -14.38438 -3.413431 114.2285 114.2285 114.2285 114.2285 120.2405 114.2285 130.2605 116.2325 118.2365 117.3458 1 9 76
31.06408 -1.219998 4.534516 26.59693 -7.140264 -0.5011241 20.35201 1.30402 -7.895064 7.455011 116.2325 116.2325 118.2365 116.2325 114.2285 116.2325 116.2325 114.2285 114.2285 115.7871 1 9 80
38.94709 17.78678 -3.767878 35.21143 32.75019 18.76318 45.9791 47.29367 31.95444 29.43533 130.2605 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 114.2285 114.2285 123.1352 1 9 84
59.15969 10.32086 15.13216 23.80217 31.04844 9.346651 56.32419 26.8831 30.67487 29.18801 124.2485 130.2605 114.2285 124.2485 114.2285 130.2605 130.2605 130.2605 114.2285 123.5805 1 9 85
-2.761135 -31.89247 -8.354774 -20.93698 20.84978 -31.6292 23.82122 -2.223439 19.92209 -3.689431 124.2485 114.2285 114.2285 114.2285 130.2605 114.2285 130.2605 130.2605 130.2605 122.4672 1 9 87
7.807467 -3.558531 11.68886 0.5480905 6.293864 -3.383037 11.60099 6.64572 6.727979 4.930156 130.2605 130.2605 114.2285 130.2605 114.2285 130.2605 130.2605 114.2285 114.2285 123.1352 1 9 92
1.676972 -4.272714 1.07013 -3.827026 -15.29951 -3.365186 -16.6841 -5.190472 -14.00745 -6.655485 126.2525 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 130.2605 114.2285 124.4712 1 9 94
3.975322 -12.31445 -9.516644 -11.84662 10.22002 -11.14492 10.46521 -4.977787 9.277822 -1.76245 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 1 9 96
27.28059 16.74289 10.9647 20.32379 0.5903662 16.39948 17.16514 15.08687 -0.8176706 13.74846 130.2605 114.2285 114.2285 130.2605 122.2445 114.2285 128.2565 114.2285 122.2445 121.1311 1 9 100
6.944003 -2.621474 1.130937 3.382883 -0.01776145 -1.832601 -0.1107213 1.943225 -1.029404 0.8654541 126.2525 122.2445 114.2285 124.2485 128.2565 122.2445 130.2605 114.2285 128.2565 123.3578 1 9 104
41.85078 38.51855 27.31365 54.59001 -7.126866 38.52248 -6.155308 19.26237 -6.060367 22.3017 128.2565 114.2285 114.2285 114.2285 130.2605 114.2285 130.2605 130.2605 130.2605 122.9125 1 9 106
13.20577 -10.91076 0.05293445 7.789284 -6.255961 -9.739897 22.03997 -5.368153 -5.70096 0.568026 116.2325 114.2285 130.2605 118.2365 116.2325 114.2285 114.2285 114.2285 116.2325 117.1231 1 9 111
37.45888 6.710955 -20.73887 17.69845 28.80071 6.900719 40.14144 19.58899 29.46301 18.44714 130.2605 130.2605 130.2605 130.2605 124.2485 130.2605 122.2445 126.2525 122.2445 127.3658 1 9 112
25.56936 6.136575 3.992744 16.06391 4.31583 6.207396 27.57695 -0.8965402 3.776636 10.30476 116.2325 114.2285 114.2285 114.2285 114.2285 114.2285 118.2365 114.2285 114.2285 114.8965 1 9 117
26.18118 15.62532 -5.279684 15.17921 6.087739 15.28586 32.80637 24.54384 5.49777 15.10307 130.2605 114.2285 120.2405 114.2285 130.2605 114.2285 130.2605 114.2285 130.2605 122.0218 1 9 119
28.63684 4.291279 1.36774 16.54355 6.867359 4.583506 26.33349 21.04617 6.663465 12.92593 130.2605 130.2605 130.2605 130.2605 118.2365 114.2285 128.2565 114.2285 114.2285 123.3578 1 9 121
-8.527596 -7.185112 -16.89543 -10.85245 -0.7258252 -7.327242 5.825796 5.545246 -1.318042 -4.60674 128.2565 114.2285 130.2605 128.2565 124.2485 114.2285 124.2485 124.2485 124.2485 123.5805 1 9 129
6.753403 -15.65213 -13.90171 -7.734177 4.342094 -15.06905 8.089746 -0.1769573 4.855744 -3.165895 130.2605 114.2285 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 130.2605 124.9165 1 9 133
25.86294 28.41349 14.20395 35.71313 1.159607 28.85448 28.39993 29.79015 0.188929 21.39851 118.2365 114.2285 116.2325 116.2325 114.2285 114.2285 114.2285 114.2285 114.2285 115.1191 1 9 138
45.32335 31.09007 26.63333 39.61969 18.37911 27.62216 43.21074 32.29987 16.3539 31.17025 114.2285 126.2525 114.2285 114.2285 124.2485 124.2485 126.2525 124.2485 124.2485 121.3538 1 9 140
57.76487 26.1111 28.13919 40.50933 13.20528 25.57944 49.76998 43.95064 12.79186 33.0913 128.2565 114.2285 114.2285 114.2285 120.2405 114.2285 120.2405 126.2525 120.2405 119.1271 1 9 145
21.63463 -6.158131 9.057661 9.76423 1.120267 -6.556159 -9.664159 -4.040252 1.073927 1.803557 116.2325 114.2285 114.2285 114.2285 130.2605 114.2285 130.2605 124.2485 130.2605 120.9085 1 9 151
50.43072 26.81185 20.88466 43.6643 23.52609 27.38173 48.93759 40.8729 22.68017 33.91 114.2285 130.2605 130.2605 130.2605 130.2605 130.2605 126.2525 128.2565 130.2605 127.8112 1 9 153
-12.16067 -30.02834 -20.3652 -14.27112 14.81258 -28.45848 21.63171 -14.95221 14.17172 -7.735558 118.2365 114.2285 130.2605 114.2285 124.2485 114.2285 120.2405 114.2285 126.2525 119.5725 1 9 160
34.61245 10.55135 12.68486 36.45956 2.437053 10.72544 14.11268 25.88771 3.140662 16.73464 128.2565 114.2285 130.2605 130.2605 130.2605 114.2285 130.2605 122.2445 130.2605 125.5845 1 9 162
-15.00041 42.08384 -0.7328756 17.08673 12.77549 41.52812 41.6992 58.22769 13.28114 23.43877 130.2605 130.2605 124.2485 126.2525 130.2605 130.2605 122.2445 128.2565 130.2605 128.0338 1 9 163
19.63165 9.510294 -21.45859 6.723407 1.641645 11.154 6.083258 9.216631 2.122166 4.958273 130.2605 126.2525 130.2605 130.2605 130.2605 124.2485 128.2565 116.2325 130.2605 127.3658 1 9 165
-5.522731 -4.033541 2.513306 -4.061573 1.519863 -5.875665 -0.8350021 10.20318 1.488052 -0.5115683 130.2605 114.2285 130.2605 130.2605 130.2605 114.2285 128.2565 126.2525 130.2605 126.0298 1 9 168
17.28187 25.47308 -29.65361 11.46467 14.66623 25.78533 48.43987 55.41268 13.06944 20.21551 130.2605 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 130.2605 114.2285 124.9165 1 9 177
-12.78215 31.70441 3.727231 6.949167 -2.535001 31.70104 -10.36366 39.2697 -3.011868 9.406541 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 126.2525 124.2485 114.2285 116.6778 1 9 179
23.33413 42.23267 20.66713 35.74733 1.686136 42.60338 28.00455 38.98138 1.386211 26.07144 120.2405 122.2445 130.2605 130.2605 114.2285 122.2445 124.2485 114.2285 114.2285 121.3538 1 9 183
-1.839468 -23.63207 -31.59859 -27.86978 25.42414 -23.69247 40.71373 24.01467 24.67562 0.6884212 124.2485 114.2285 130.2605 130.2605 120.2405 114.2285 126.2525 122.2445 120.2405 122.4672 1 9 193
34.72229 14.23347 18.99854 34.9221 13.59088 14.90159 51.46976 16.68019 12.97066 23.60995 118.2365 120.2405 124.2485 122.2445 124.2485 120.2405 124.2485 118.2365 124.2485 121.7992 1 9 196
29.48136 18.54883 4.775719 19.73878 11.47744 18.38821 26.94345 33.75631 10.38185 19.27688 130.2605 130.2605 128.2565 130.2605 114.2285 130.2605 130.2605 130.2605 114.2285 126.4752 1 9 200
0.9151098 37.43682 4.401241 11.84806 20.16639 37.02571 16.61738 28.28571 18.56468 19.47346 114.2285 114.2285 130.2605 114.2285 126.2525 114.2285 114.2285 114.2285 124.2485 118.4591 2 9 1
-11.26262 -20.67457 -1.182942 -14.15988 -17.0439 -21.23917 -20.96257 -26.56449 -16.65926 -16.63882 124.2485 128.2565 126.2525 130.2605 114.2285 126.2525 124.2485 114.2285 114.2285 122.4672 2 9 7
5.986197 -7.631108 -7.275572 1.022649 8.954037 -6.411829 0.9273616 0.3519951 8.969199 0.5436589 126.2525 130.2605 130.2605 130.2605 114.2285 130.2605 116.2325 114.2285 114.2285 122.9125 2 9 9
10.5121 -1.067499 -9.067497 1.865288 -6.609079 -0.6191333 14.80447 3.870148 -6.697015 0.7768638 130.2605 130.2605 130.2605 130.2605 124.2485 130.2605 128.2565 130.2605 124.2485 128.7018 2 9 15
-6.116562 -2.420467 -22.51877 -4.896212 10.76331 -1.752774 1.284992 17.094 9.661716 0.122137 130.2605 130.2605 130.2605 130.2605 116.2325 130.2605 130.2605 130.2605 114.2285 126.9205 2 9 17
20.73952 2.381551 10.13739 14.22867 -4.183571 1.516988 -3.734032 -0.5689511 -4.268255 4.0277 130.2605 130.2605 130.2605 130.2605 122.2445 130.2605 130.2605 114.2285 122.2445 126.6978 2 9 20
2.871108 -4.392427 -0.4470889 -4.271174 8.703302 -3.810086 23.0415 11.69239 8.802465 4.687777 130.2605 114.2285 114.2285 114.2285 130.2605 114.2285 130.2605 130.2605 130.2605 123.1352 2 9 23
6.854902 -4.897013 3.99053 1.518783 -1.369068 -5.286139 -1.237041 -1.59192 -0.4793488 -0.2773683 122.2445 114.2285 122.2445 122.2445 114.2285 124.2485 114.2285 114.2285 114.2285 118.0138 2 9 26
30.55598 -13.47208 3.176802 1.045045 12.63526 -13.20327 37.95997 2.561281 13.88296 8.349106 118.2365 130.2605 118.2365 116.2325 130.2605 130.2605 130.2605 130.2605 130.2605 126.0298 2 9 30
6.241752 8.612657 -7.04365 8.202974 6.726022 9.429632 5.404274 23.09117 7.397762 7.56251 120.2405 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 114.2285 114.2285 122.0218 2 9 32
34.9237 14.42355 12.59604 23.80171 16.97038 13.82242 40.27509 28.53309 17.5146 22.54007 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 2 9 36
2.168881 4.343963 -9.760964 -5.939126 31.23727 4.908613 38.76509 39.5587 31.26588 15.17203 130.2605 114.2285 126.2525 130.2605 114.2285 114.2285 126.2525 114.2285 114.2285 120.4632 2 9 44
45.99211 11.21009 26.06509 39.07288 6.515006 12.57621 36.36629 -1.872166 6.417523 20.26034 130.2605 114.2285 130.2605 126.2525 114.2285 114.2285 124.2485 114.2285 114.2285 120.2405 2 9 47
7.528552 1.621011 -1.571402 -1.640257 1.563739 2.131469 -11.77604 12.44014 2.112263 1.378829 130.2605 130.2605 130.2605 130.2605 114.2285 130.2605 114.2285 114.2285 114.2285 123.1352 2 9 48
2.247183 -14.13028 10.17066 -6.404241 -28.53322 -14.91796 8.026882 -0.1839603 -28.82197 -8.060766 116.2325 116.2325 118.2365 116.2325 114.2285 116.2325 130.2605 114.2285 114.2285 117.3458 2 9 50
7.787936 12.41839 17.07788 26.05738 5.430564 11.59625 20.09614 13.10458 3.764205 13.03704 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 130.2605 2 9 52
63.70935 8.708791 12.57984 28.77011 16.47495 10.1497 44.71043 24.78297 16.37622 25.14026 130.2605 114.2285 130.2605 130.2605 130.2605 114.2285 130.2605 130.2605 130.2605 126.6978 2 9 59
32.6931 9.969381 36.42017 35.75293 23.46705 8.806512 27.62475 11.13218 22.74331 23.17882 122.2445 114.2285 120.2405 120.2405 114.2285 114.2285 114.2285 116.2325 114.2285 116.6778 2 9 62
18.93864 15.58419 11.98908 17.54536 23.11309 15.4603 29.08749 18.93622 23.27567 19.32556 130.2605 114.2285 114.2285 130.2605 124.2485 114.2285 122.2445 114.2285 118.2365 120.2405 2 9 65
50.8959 21.57613 12.16195 43.58394 28.17407 20.97624 48.42387 24.5013 28.36865 30.96245 128.2565 122.2445 126.2525 124.2485 114.2285 124.2485 114.2285 114.2285 114.2285 120.2405 2 9 69
-15.59707 -8.952911 0.7029092 -4.498395 -5.213789 -8.966066 -14.94147 -6.448355 -6.468057 -7.820356 130.2605 114.2285 122.2445 122.2445 130.2605 114.2285 130.2605 130.2605 130.2605 124.9165 2 9 72
-4.868678 -12.54415 -10.12599 -10.56259 14.03323 -12.39464 20.49971 14.52991 13.05268 1.291053 114.2285 114.2285 114.2285 114.2285 114.2285 114.2285 116.2325 114.2285 114.2285 114.4511 2 9 73
29.19772 17.51924 9.620154 26.41822 -12.00325 18.49727 -13.27626 24.95409 -11.73791 9.909922 126.2525 122.2445 114.2285 130.2605 130.2605 120.2405 130.2605 124.2485 130.2605 125.3618 2 9 79
10.16398 4.76765 7.294817 3.836413 7.76538 3.033507 11.81306 17.78922 7.174124 8.182016 114.2285 114.2285 118.2365 114.2285 116.2325 114.2285 116.2325 116.2325 116.2325 115.5645 2 9 81
12.6394 -20.35252 2.620813 -8.506927 -12.0116 -20.00903 -21.19205 -26.2223 -11.6167 -11.62788 114.2285 114.2285 114.2285 114.2285 130.2605 114.2285 114.2285 130.2605 130.2605 119.5725 2 9 82
49.32407 32.09825 11.85001 39.99385 34.6548 31.01524 49.42104 54.4938 34.68413 37.50391 116.2325 130.2605 130.2605 130.2605 128.2565 130.2605 128.2565 130.2605 128.2565 128.0338 2 9 89
