Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time
-60.87941 -80.09584 -66.15512 -75.29758 -63.79791 -66.80307 -81.34274 -49.02526 -95.11605 -62.40847 -87.39428 -51.87277 -85.91266 -59.98618 -68.91906 -73.55091 -57.625 -71.46371 -38.66599 -51.46899 -39.52551 -41.12915 -22.84356 -3.503966 -2.895844 22.57493 -7.84023 16.4966 41.0595 57.6817 84.80885 141.4933 156.1028 88.30952 120.1836 123.0635 137.7426 139.9799 151.6474 145.7427 412.8257
-61.21988 -80.1675 -66.50389 -75.65856 -64.33929 -67.21124 -81.77941 -49.22932 -95.06105 -62.14498 -87.23495 -52.19182 -85.70736 -59.64978 -69.10476 -73.7695 -57.06915 -70.99977 -38.61097 -51.19136 -38.65971 -40.21818 -22.67086 -2.838596 -3.027388 22.74772 -6.971489 16.89588 41.806 57.56064 84.83855 140.6084 155.4776 88.24984 120.2579 122.669 137.5776 139.6951 151.3688 145.3377 414.8297
-61.32304 -80.19395 -66.7879 -76.13609 -64.9261 -67.81621 -82.32066 -49.39342 -95.02829 -62.00494 -87.16296 -52.49604 -85.50768 -59.28721 -69.28955 -74.00592 -56.53655 -70.53643 -38.60121 -51.01128 -37.73843 -39.27049 -22.51455 -2.218048 -3.123132 22.87665 -6.067301 17.33942 42.55215 57.49924 84.84308 139.8009 154.9567 88.25255 120.3585 122.3438 137.418 139.469 151.1002 144.9479 416.8337
-61.73517 -80.41222 -67.10392 -76.5951 -65.57286 -68.54111 -82.87796 -49.56071 -95.09087 -61.99295 -87.10308 -52.70028 -85.32324 -59.02862 -69.51408 -74.3284 -56.02987 -70.08359 -38.65724 -50.88291 -36.82573 -38.29172 -22.30694 -1.590808 -3.143959 23.02221 -5.122352 17.84917 43.3681 57.484 84.87593 139.1299 154.5805 88.3535 120.5023 122.0987 137.3354 139.3124 150.9082 144.622 418.8377
-62.28944 -80.76559 -67.60481 -77.09968 -66.32244 -69.33456 -83.43576 -49.83443 -95.31242 -62.14762 -87.03587 -52.98506 -85.14885 -58.78767 -69.83392 -74.7465 -55.57008 -69.62436 -38.79679 -50.72197 -35.96942 -37.31865 -22.06001 -0.8954551 -3.186504 23.22592 -4.199527 18.34659 44.17601 57.45962 85.01881 138.6434 154.3527 88.50961 120.6961 121.973 137.374 139.24 150.7969 144.449 420.8417
-62.73674 -81.05891 -68.19637 -77.75475 -67.14871 -70.16259 -84.00385 -50.19176 -95.53407 -62.48604 -86.98042 -53.38034 -84.95741 -58.62138 -70.27588 -75.25433 -55.19142 -69.12306 -38.95255 -50.50856 -35.15687 -36.33926 -21.82854 -0.1262828 -3.313304 23.55282 -3.25608 18.81793 44.93697 57.40025 85.27596 138.3156 154.1811 88.714 120.895 121.9208 137.5258 139.2984 150.747 144.4502 422.8457
-63.67486 -81.53805 -68.77251 -78.53948 -67.97675 -70.94361 -84.50627 -50.58388 -95.66822 -62.93977 -86.93716 -53.74961 -84.76689 -58.37791 -70.78275 -75.78339 -54.90258 -68.605 -39.08691 -50.2583 -34.3563 -35.34044 -21.63415 0.6772792 -3.447417 23.91454 -2.28145 19.29306 45.70418 57.363 85.64431 138.0768 154.0448 89.00007 121.1138 121.9477 137.8158 139.465 150.7709 144.5645 424.8497
-64.72336 -82.1451 -69.25639 -79.35272 -68.78019 -71.68674 -84.95563 -50.91371 -95.78719 -63.53237 -86.96305 -53.9781 -84.70914 -58.18364 -71.36873 -76.33759 -54.70229 -68.08268 -39.17861 -50.07178 -33.57988 -34.34453 -21.47839 1.39642 -3.485027 24.22993 -1.267644 19.76064 46.51853 57.36244 86.05851 137.8115 153.9583 89.35403 121.4065 122.0531 138.2288 139.6764 150.8834 144.7415 426.8537
-65.26421 -82.65699 -69.59267 -80.01131 -69.58585 -72.47047 -85.41119 -51.13047 -95.94946 -64.15048 -87.04678 -54.06459 -84.84962 -58.07268 -72.06307 -76.89487 -54.59084 -67.53042 -39.23994 -50.01144 -32.85927 -33.36234 -21.32884 2.024997 -3.435952 24.45075 -0.2620373 20.17398 47.32642 57.3683 86.43446 137.4773 153.8993 89.69989 121.7312 122.1796 138.6386 139.8211 151.034 144.8858 428.8577
-65.36089 -82.9903 -69.88565 -80.60696 -70.37492 -73.31233 -85.90085 -51.28185 -96.22919 -64.68269 -87.11181 -54.14495 -85.17494 -57.88484 -72.77755 -77.34854 -54.50634 -66.90723 -39.37815 -50.07758 -32.18219 -32.38146 -21.21658 2.590892 -3.472524 24.67629 0.6808028 20.47819 48.0997 57.32076 86.80853 137.1226 153.9213 89.93098 122.0683 122.209 139.0213 139.879 151.2172 145.004 430.8617
-66.20452 -83.55195 -70.12894 -81.04547 -71.11933 -74.09128 -86.24641 -51.4476 -96.52948 -65.05739 -87.05334 -54.24839 -85.52685 -57.74729 -73.48776 -77.70158 -54.4493 -66.26344 -39.5743 -50.13893 -31.51758 -31.43749 -21.11816 3.158792 -3.561576 24.9301 1.645679 20.81147 48.91734 57.20382 87.29474 136.832 154.0953 90.17149 122.3189 122.0988 139.4737 139.9151 151.3828 145.1927 432.8657
-66.81107 -84.00076 -70.38705 -81.38713 -71.84772 -74.8003 -86.58532 -51.67832 -96.81368 -65.43281 -86.99183 -54.44854 -85.86159 -57.50484 -74.19701 -77.9909 -54.34201 -65.61501 -39.77096 -50.20695 -30.82071 -30.5089 -20.9891 3.668216 -3.630683 25.23423 2.637897 21.13455 49.69515 57.00641 87.6768 136.4961 154.0955 90.3831 122.5316 121.8746 139.7865 139.9455 151.5538 145.4218 434.8698
-67.47926 -84.40511 -70.61929 -81.53873 -72.53075 -75.43858 -86.90386 -52.01625 -97.0565 -65.84724 -86.92639 -54.63499 -86.10836 -57.22032 -74.90392 -78.26447 -54.20408 -65.00823 -39.9241 -50.2154 -30.08367 -29.59621 -20.81558 4.1268 -3.621486 25.48287 3.656504 21.48633 50.4462 56.72281 87.99471 136.1596 153.9509 90.63023 122.6964 121.6171 140.0041 139.9682 151.6535 145.6641 436.8737
-67.54514 -84.45698 -70.87709 -81.6559 -73.24787 -76.06544 -87.34517 -52.43572 -97.3218 -66.30652 -86.81608 -54.83169 -86.29418 -56.91752 -75.59576 -78.54033 -54.06129 -64.40058 -40.09056 -50.10723 -29.30915 -28.6975 -20.62459 4.539982 -3.592447 25.74962 4.670474 21.81135 51.07985 56.36937 88.21826 135.8178 153.7048 90.84158 122.8194 121.3055 140.0669 139.994 151.7157 145.8959 438.8777
-68.10504 -84.63265 -71.14622 -81.8283 -74.01135 -76.67056 -87.76498 -52.9436 -97.60444 -66.69795 -86.57211 -55.05314 -86.34415 -56.62572 -76.23101 -78.8363 -53.93049 -63.84318 -40.31174 -49.85271 -28.52071 -27.85094 -20.41524 4.95279 -3.555811 26.03554 5.685041 22.18248 51.71279 56.04254 88.54009 135.471 153.6242 91.11493 122.9446 120.9634 140.1978 139.9855 151.7449 146.1067 440.8818
-68.30708 -84.64108 -71.47477 -82.14431 -74.81342 -77.35056 -88.19453 -53.48046 -97.90267 -67.06377 -86.33092 -55.39454 -86.35746 -56.28904 -76.83164 -79.12527 -53.79955 -63.30897 -40.58919 -49.56965 -27.69548 -27.0303 -20.2051 5.331301 -3.555826 26.37254 6.699807 22.58763 52.28429 55.79417 88.79584 134.9881 153.604 91.38213 123.1268 120.6068 140.2759 139.9724 151.7958 146.2898 442.8858
-68.28973 -84.58288 -71.91047 -82.49902 -75.60126 -78.11568 -88.55592 -54.03977 -98.14099 -67.41687 -86.13901 -55.81633 -86.32507 -55.86668 -77.39742 -79.37358 -53.63186 -62.76828 -40.89766 -49.30692 -26.83241 -26.18694 -20.03922 5.654644 -3.627762 26.68779 7.72456 23.02833 52.78922 55.57977 88.92594 134.3474 153.617 91.65975 123.3585 120.2344 140.2532 139.9437 151.8637 146.4954 444.8898
-68.50777 -84.62264 -72.48927 -82.80807 -76.34977 -78.89514 -88.77372 -54.59611 -98.31376 -67.71677 -86.00211 -56.2103 -86.1969 -55.43751 -77.89396 -79.58344 -53.39379 -62.22413 -41.19735 -49.06294 -25.96009 -25.32507 -19.92698 5.921665 -3.791412 27.00271 8.775905 23.5031 53.30152 55.3408 89.03286 133.6943 153.6698 91.96816 123.6052 119.8516 140.2085 139.8843 151.9217 146.7165 446.8938
-69.12572 -84.82734 -73.17324 -83.06966 -77.02314 -79.57915 -88.91605 -55.13285 -98.4453 -67.93977 -85.87103 -56.55754 -86.00833 -54.90439 -78.24364 -79.70952 -53.04505 -61.65315 -41.48385 -48.84219 -25.06766 -24.42826 -19.86805 6.131342 -4.017852 27.22336 9.843394 23.98348 53.78643 55.05117 89.07449 133.1466 153.5837 92.31393 123.8311 119.4737 140.1304 139.8176 151.9974 146.9555 448.8978
-69.54141 -84.89079 -73.8788 -83.30893 -77.62603 -80.11469 -89.06806 -55.57704 -98.61897 -68.16872 -85.71546 -56.73248 -85.88303 -54.37417 -78.5025 -79.76328 -52.67499 -61.05997 -41.60884 -48.60879 -24.20145 -23.57341 -19.83658 6.27245 -4.250822 27.36736 10.88468 24.37684 54.17836 54.66379 89.12154 132.66 153.3473 92.58821 123.9231 119.0672 140.0753 139.7275 151.9633 147.1575 450.9018
-70.32896 -85.10838 -74.62084 -83.44001 -78.20536 -80.45975 -89.1926 -56.0305 -98.81505 -68.38744 -85.4581 -56.74281 -85.79434 -53.77526 -78.63908 -79.77224 -52.32777 -60.44558 -41.5844 -48.27867 -23.36874 -22.75442 -19.79325 6.445563 -4.461433 27.57127 11.87104 24.70658 54.50563 54.22193 89.12582 132.1472 152.9787 92.84993 124.0424 118.6985 139.9476 139.6052 151.9761 147.3818 452.9058
-71.0134 -85.29051 -75.34691 -83.56446 -78.70245 -80.66159 -89.32188 -56.39112 -99.01389 -68.61079 -85.1263 -56.71255 -85.73715 -53.12029 -78.67622 -79.71925 -51.95766 -59.734 -41.59122 -48.00428 -22.51026 -21.93583 -19.73133 6.625431 -4.690874 27.71347 12.85541 24.99178 54.76215 53.78074 89.07279 131.5001 152.5217 93.07954 124.1131 118.3179 139.7373 139.4701 151.9316 147.6634 454.9098
-71.80882 -85.53152 -75.95058 -83.6624 -79.13435 -80.75935 -89.38491 -56.55581 -99.09767 -68.71198 -84.73389 -56.65313 -85.60971 -52.42709 -78.63939 -79.60855 -51.58676 -58.95636 -41.68393 -47.83515 -21.64884 -21.11351 -19.62658 6.773335 -4.932452 27.77294 13.83711 25.25297 54.99205 53.39467 88.89092 130.669 151.961 93.27277 124.1426 117.8736 139.4391 139.2831 151.8473 147.9348 456.9138
-72.74328 -86.02802 -76.41021 -83.7879 -79.40816 -80.76499 -89.38147 -56.51208 -99.04407 -68.63354 -84.34822 -56.48343 -85.36747 -51.67244 -78.50599 -79.37208 -51.18037 -58.1591 -41.7291 -47.75909 -20.75602 -20.24351 -19.48182 6.869291 -5.174199 27.84757 14.77369 25.48148 55.16401 53.0063 88.56751 129.7149 151.299 93.41209 124.1461 117.3489 139.1042 139.0246 151.7143 148.1759 458.9178
-73.4551 -86.52228 -76.68668 -83.85457 -79.5902 -80.78973 -89.3386 -56.36361 -98.92171 -68.4454 -83.99595 -56.35781 -85.10012 -50.83688 -78.39668 -79.09619 -50.81226 -57.39931 -41.60951 -47.61058 -19.90165 -19.37781 -19.34328 6.899542 -5.35106 27.84429 15.68148 25.68159 55.26997 52.52589 88.1447 128.7067 150.5406 93.52982 124.0042 116.7767 138.7499 138.7448 151.4688 148.4089 460.9218
-74.34126 -87.07996 -76.77713 -83.91328 -79.69369 -80.84653 -89.28692 -56.26989 -98.89533 -68.21606 -83.74093 -56.35441 -84.89989 -49.87351 -78.27211 -78.80576 -50.43084 -56.67593 -41.35015 -47.38095 -19.05065 -18.48118 -19.24754 6.939908 -5.448385 27.89344 16.58355 25.86912 55.43167 52.01668 87.67253 127.7554 149.6405 93.68421 123.868 116.2087 138.331 138.454 151.2599 148.6959 462.9258
-75.00733 -87.55389 -76.74828 -84.03407 -79.77067 -80.93529 -89.25536 -56.17754 -99.03802 -67.94003 -83.57901 -56.39229 -84.80107 -49.00267 -78.17318 -78.5533 -50.02572 -55.97188 -41.01857 -47.16634 -18.22044 -17.63527 -19.12497 6.982727 -5.43752 27.80021 17.54174 26.11079 55.58086 51.54079 87.23654 126.8528 148.6731 93.86567 123.6766 115.6354 137.896 138.1932 150.9829 149.0104 464.9299
-75.59681 -88.1172 -76.66986 -84.22597 -79.79438 -81.00758 -89.21275 -56.08303 -99.33092 -67.53812 -83.41973 -56.36426 -84.7642 -48.12145 -78.00423 -78.28014 -49.49234 -55.30169 -40.66653 -47.06115 -17.38869 -16.83803 -18.93436 7.037874 -5.375448 27.66807 18.47301 26.37239 55.65886 51.16139 86.7831 125.9951 147.6661 94.03526 123.4089 115.1099 137.3627 137.9469 150.6139 149.2752 466.9339
-76.12922 -88.69846 -76.61606 -84.30885 -79.79715 -81.08584 -89.11718 -55.99992 -99.71804 -67.04254 -83.21867 -56.29535 -84.70781 -47.17546 -77.79469 -77.97289 -48.89988 -54.67999 -40.28198 -47.00402 -16.5835 -16.09745 -18.66338 7.077043 -5.230507 27.45187 19.34921 26.63065 55.6828 50.86688 86.29595 125.1003 146.7169 94.16306 123.0582 114.6002 136.7184 137.6689 150.1358 149.3857 468.9379
-76.42097 -89.12128 -76.61612 -84.22073 -79.73283 -81.18299 -89.0556 -55.89625 -100.0956 -66.59761 -83.10721 -56.17979 -84.56671 -46.20398 -77.53707 -77.60345 -48.29177 -54.11031 -39.83577 -46.94921 -15.77535 -15.38741 -18.36295 7.084936 -5.076225 27.22683 20.12422 26.85134 55.61797 50.61861 85.80471 124.0997 145.8841 94.18945 122.6247 114.0741 136.047 137.2885 149.5266 149.2993 470.9419
-76.42931 -89.2626 -76.589 -83.95178 -79.64688 -81.30283 -89.04505 -55.7941 -100.3188 -66.24991 -83.21488 -55.98396 -84.35192 -45.26312 -77.27252 -77.20266 -47.70365 -53.59782 -39.31941 -46.88993 -14.9656 -14.707 -18.07515 7.051813 -4.936366 27.05059 20.85459 27.05042 55.50843 50.34094 85.20584 123.0223 145.0116 94.14242 122.243 113.4819 135.2752 136.7947 148.8641 149.077 472.9459
-76.73565 -89.38977 -76.46992 -83.69331 -79.49426 -81.40997 -89.05252 -55.77724 -100.3863 -65.94102 -83.3659 -55.69565 -84.1005 -44.19147 -76.91933 -76.69958 -47.09071 -53.10877 -38.83335 -46.81523 -14.14183 -14.00373 -17.8457 7.039478 -4.811979 26.8483 21.53988 27.21529 55.3473 49.99747 84.60591 121.9514 144.1428 94.09043 121.8294 112.8436 134.496 136.2525 148.1268 148.7972 474.9499
-76.73031 -89.28634 -76.29604 -83.56858 -79.33829 -81.54922 -89.04713 -55.85139 -100.4579 -65.69209 -83.40151 -55.381 -83.89095 -43.03072 -76.51715 -76.10185 -46.435 -52.57403 -38.36626 -46.75017 -13.34673 -13.30088 -17.66721 7.021431 -4.608705 26.61707 22.20456 27.30224 55.11294 49.60065 83.86185 120.9872 143.0599 93.96758 121.4613 112.13 133.5356 135.7206 147.4441 148.5035 476.9539
-77.192 -89.32132 -76.0765 -83.41146 -79.14965 -81.702 -88.8503 -55.89999 -100.5481 -65.43826 -83.30795 -55.00526 -83.69704 -41.84785 -76.04687 -75.44864 -45.73586 -52.04267 -37.93579 -46.67521 -12.62883 -12.62921 -17.4861 7.022276 -4.344324 26.45298 22.8716 27.3662 54.90822 49.15631 83.19648 120.1454 142.0024 93.81002 121.0569 111.3279 132.6506 135.1445 146.7461 148.1652 478.9579
-77.20715 -89.09213 -75.80188 -83.17262 -78.87882 -81.88009 -88.56394 -55.84465 -100.5913 -65.27517 -83.19846 -54.52886 -83.45969 -40.65288 -75.49236 -74.67468 -44.98445 -51.44146 -37.64549 -46.68896 -11.90838 -11.92728 -17.33157 6.986534 -4.213281 26.1994 23.53154 27.37774 54.69004 48.61406 82.48105 119.2612 140.8537 93.55392 120.5875 110.3659 131.6869 134.5236 146.0155 147.7671 480.9619
-77.26026 -88.93842 -75.53397 -82.82327 -78.52529 -81.99616 -88.17394 -55.69024 -100.5353 -65.11067 -83.05299 -53.88747 -83.13534 -39.43644 -74.83766 -73.81157 -44.20755 -50.8253 -37.46195 -46.70234 -11.1556 -11.22468 -17.17381 6.921872 -4.266364 25.96527 24.17912 27.40095 54.50194 48.02285 81.715 118.2809 139.6343 93.29099 120.0879 109.3203 130.615 133.8382 145.2601 147.3008 482.9659
-77.47245 -88.91323 -75.26945 -82.47324 -78.08904 -81.90903 -87.74613 -55.47791 -100.336 -64.83064 -82.78353 -53.2329 -82.74363 -38.01478 -74.1041 -72.89534 -43.39434 -50.17661 -37.36233 -46.63742 -10.35888 -10.50587 -17.00479 6.855808 -4.439299 25.73446 24.78743 27.43399 54.28439 47.38074 80.86159 117.1139 138.3065 92.98808 119.4858 108.2157 129.408 133.0913 144.401 146.7549 484.9699
-77.41221 -88.70802 -74.97691 -82.24126 -77.52097 -81.54816 -87.29549 -55.11865 -100.062 -64.40524 -82.42611 -52.57342 -82.39034 -36.65119 -73.31966 -71.94651 -42.55326 -49.50035 -37.23792 -46.51567 -9.546036 -9.801994 -16.83264 6.772499 -4.621819 25.48461 25.32746 27.40902 53.9897 46.67547 79.95217 115.8099 136.8984 92.5435 118.8011 107.0207 128.1242 132.2672 143.4363 146.0478 486.9739
-77.38723 -88.54958 -74.65815 -81.99884 -76.79735 -80.89372 -86.75115 -54.76427 -99.73082 -63.83136 -81.97562 -52.04344 -82.07902 -35.30356 -72.41798 -70.90825 -41.68003 -48.80658 -37.10926 -46.3356 -8.725064 -9.070072 -16.69116 6.681865 -4.843532 25.24025 25.79327 27.33389 53.63788 45.88964 78.99565 114.4893 135.4744 92.02536 118.0254 105.7211 126.8045 131.4004 142.4461 145.3226 488.978
-76.85443 -88.1015 -74.3451 -81.71191 -75.97971 -80.1613 -86.11896 -54.37937 -99.4299 -63.27206 -81.52409 -51.63368 -81.81431 -33.94975 -71.45982 -69.78768 -40.84469 -48.07644 -36.93965 -46.15306 -7.898499 -8.338817 -16.56446 6.517823 -5.073822 24.84855 26.25372 27.22378 53.23903 44.96342 77.95837 113.1686 133.9927 91.47717 117.1299 104.3529 125.4403 130.5521 141.4088 144.6176 490.982
-76.22375 -87.70861 -74.15202 -81.45275 -75.0965 -79.49767 -85.39013 -54.02153 -99.19312 -62.76262 -81.10162 -51.20261 -81.52486 -32.52973 -70.40623 -68.58921 -39.98507 -47.3055 -36.71621 -45.95543 -7.025958 -7.567151 -16.4407 6.351628 -5.289691 24.39404 26.74607 27.13845 52.87531 43.97246 76.77111 111.8391 132.4162 91.00347 116.3152 103.0357 123.9931 129.735 140.4521 143.959 492.986
-75.8746 -87.35551 -73.94768 -81.12043 -74.17377 -78.86593 -84.5141 -53.59725 -98.89774 -62.25938 -80.64461 -50.77119 -81.11181 -31.0163 -69.3033 -67.37559 -39.12289 -46.52604 -36.46994 -45.66689 -6.162732 -6.793773 -16.3329 6.150389 -5.496486 23.82571 27.30117 27.11199 52.55928 42.94273 75.47932 110.4237 130.7922 90.61848 115.48 101.7347 122.5131 128.9159 139.4817 143.3131 494.99
-75.07086 -86.68491 -73.6476 -80.80363 -73.15653 -78.19474 -83.64775 -53.1256 -98.57401 -61.75282 -80.16971 -50.38372 -80.65276 -29.50041 -68.15159 -66.13504 -38.20367 -45.69939 -36.16373 -45.35855 -5.286054 -6.002306 -16.27841 5.902046 -5.760684 23.20673 27.85689 27.05689 52.20551 41.89276 74.10898 108.8455 129.0692 90.15632 114.6385 100.3819 121.0042 128.0537 138.4473 142.6057 496.994
-74.41398 -85.96129 -73.19415 -80.38479 -72.09499 -77.42464 -82.71973 -52.63512 -98.17102 -61.15189 -79.5746 -50.05179 -80.15757 -27.9509 -66.95489 -64.9195 -37.30703 -44.87947 -35.85281 -44.98302 -4.454638 -5.272568 -16.26693 5.665223 -6.026634 22.47401 28.39629 26.963 51.88076 40.83162 72.71427 107.1938 127.2648 89.6497 113.8648 99.04111 119.4698 127.1033 137.4029 141.8208 498.998
-73.85948 -85.21631 -72.57906 -79.80171 -71.04897 -76.61314 -81.73272 -52.12387 -97.63845 -60.47613 -78.81596 -49.71717 -79.58558 -26.47579 -65.74728 -63.72027 -36.48785 -44.08959 -35.60208 -44.56077 -3.701411 -4.636738 -16.31965 5.428205 -6.270146 21.84206 28.8792 26.81937 51.53215 39.76991 71.3075 105.6046 125.3947 89.10065 113.0906 97.74158 117.8409 126.1298 136.3474 140.9873 501.002
-73.11477 -84.41077 -71.87784 -79.12933 -70.0349 -75.84473 -80.68423 -51.62004 -97.01057 -59.8014 -77.95284 -49.3929 -78.94907 -25.05703 -64.59623 -62.5283 -35.73831 -43.33567 -35.40799 -44.10698 -3.03435 -4.081037 -16.38331 5.169383 -6.481002 21.2102 29.31802 26.58677 51.14827 38.70243 69.9488 104.0439 123.5937 88.44401 112.2174 96.42577 116.1875 125.1561 135.2157 140.1593 503.006
-72.23173 -83.52858 -71.19978 -78.39709 -69.02795 -75.13583 -79.5594 -51.13934 -96.33544 -59.1211 -77.07356 -48.97071 -78.34417 -23.71326 -63.48285 -61.31788 -34.97939 -42.59833 -35.14907 -43.67477 -2.424132 -3.556177 -16.41204 4.902461 -6.657674 20.59771 29.72284 26.3022 50.71886 37.65901 68.53854 102.5064 121.7545 87.72756 111.3546 95.09273 114.4474 124.1393 134.1017 139.3324 505.01
-71.53046 -82.70712 -70.5536 -77.56007 -68.03868 -74.45975 -78.3615 -50.67569 -95.58929 -58.43964 -76.12685 -48.45089 -77.73479 -22.36422 -62.3836 -60.10659 -34.23348 -41.87072 -34.82877 -43.2875 -1.88214 -3.039065 -16.45987 4.668751 -6.862855 20.05607 30.08008 25.99139 50.30066 36.62614 67.09371 101.079 119.8576 87.00546 110.5764 93.76582 112.6874 123.0114 132.9926 138.409 507.014
-70.89851 -81.92941 -69.95513 -76.75017 -67.08984 -73.86337 -77.24495 -50.20516 -94.85828 -57.80905 -75.10816 -47.88094 -77.02857 -21.06688 -61.31164 -58.97938 -33.54384 -41.1639 -34.47752 -42.91666 -1.382503 -2.503498 -16.54917 4.467787 -7.112295 19.55536 30.45601 25.69564 49.91677 35.60045 65.76713 99.76762 118.0778 86.2884 109.7438 92.48066 111.0864 121.84 131.7921 137.412 509.018
-70.21637 -81.21513 -69.31287 -75.9858 -66.20119 -73.29132 -76.27634 -49.67518 -94.10606 -57.19532 -74.1193 -47.35462 -76.15823 -19.74895 -60.25567 -57.90733 -32.8932 -40.42861 -34.13584 -42.53496 -0.8931037 -1.911638 -16.6443 4.248094 -7.42998 19.09648 30.81139 25.39977 49.52151 34.58553 64.46194 98.46796 116.3242 85.57095 108.8961 91.2234 109.5177 120.6519 130.5842 136.4588 511.022
-70.01252 -80.81374 -68.62693 -75.28001 -65.3364 -72.61917 -75.36017 -49.18007 -93.38047 -56.51418 -73.2207 -46.93111 -75.2908 -18.45901 -59.16863 -56.86322 -32.22232 -39.69653 -33.84677 -42.141 -0.4054757 -1.276338 -16.71959 4.067619 -7.778232 18.69774 31.15626 25.14758 49.202 33.61308 63.32285 97.14266 114.7332 84.91472 108.1018 89.98846 108.1091 119.4296 129.4377 135.5579 513.0261
-69.18996 -80.14156 -67.93002 -74.6147 -64.52256 -71.86135 -74.51373 -48.77898 -92.7194 -55.76928 -72.42347 -46.71315 -74.60854 -17.20302 -58.09996 -55.84251 -31.52872 -38.959 -33.68336 -41.82813 0.0461731 -0.6483863 -16.79243 3.891467 -8.132673 18.33044 31.45761 24.86294 48.85614 32.63874 62.2436 95.7583 113.2152 84.19115 107.3238 88.70197 106.742 118.1604 128.3126 134.6168 515.0301
-68.58815 -79.4853 -67.21454 -73.87688 -63.68659 -71.00716 -73.70399 -48.46766 -92.09827 -54.89933 -71.69928 -46.48815 -74.04565 -15.9923 -56.98281 -54.81062 -30.79906 -38.23296 -33.56787 -41.62434 0.5046759 -0.01682277 -16.82925 3.77042 -8.497001 17.98538 31.71713 24.58683 48.52637 31.66679 61.16344 94.38593 111.7421 83.45052 106.6037 87.39487 105.3927 116.894 127.2357 133.722 517.0341
-67.53562 -78.59991 -66.4928 -73.07735 -62.85517 -70.17353 -72.97868 -48.06694 -91.49898 -54.04308 -70.98418 -46.13446 -73.47911 -14.74907 -55.89713 -53.8036 -30.08669 -37.46243 -33.35669 -41.45522 0.9231579 0.5882153 -16.8466 3.649451 -8.870811 17.5138 31.92389 24.23475 48.11985 30.64532 60.06572 92.95126 110.2467 82.61874 105.7758 86.06877 104.0432 115.6364 126.0371 132.8486 519.0381
-67.25571 -78.08938 -65.75838 -72.17742 -61.99218 -69.40224 -72.28579 -47.65801 -90.96652 -53.25722 -70.14912 -45.55474 -72.81145 -13.5943 -54.77961 -52.76684 -29.30523 -36.69067 -32.94991 -41.21217 1.374205 1.222734 -16.88331 3.630483 -9.229777 17.12085 32.07993 23.89171 47.79675 29.68091 58.98678 91.58099 108.7403 81.84165 104.9642 84.81264 102.6841 114.4691 124.8932 132.0602 521.0421
-66.64616 -77.48257 -65.06961 -71.37467 -61.19252 -68.78125 -71.73762 -47.25491 -90.48244 -52.71728 -69.33052 -44.99424 -72.09263 -12.36495 -53.76755 -51.75783 -28.52341 -35.91042 -32.49224 -40.84373 1.817513 1.894065 -16.96626 3.619823 -9.54682 16.71773 32.23518 23.51285 47.49495 28.72427 57.99506 90.12777 107.3036 81.01518 104.0907 83.57666 101.384 113.3658 123.7262 131.3208 523.0461
-66.14233 -76.93439 -64.42845 -70.68158 -60.40664 -68.24802 -71.28728 -46.85604 -89.93967 -52.23104 -68.60023 -44.46555 -71.40981 -11.12951 -52.73688 -50.73774 -27.7042 -35.08084 -32.05566 -40.34112 2.318383 2.652038 -17.05908 3.607988 -9.823046 16.34547 32.42132 23.16391 47.25235 27.769 57.00562 88.62092 105.8357 80.21468 103.3309 82.29162 100.0871 112.2976 122.6927 130.63 525.0501
-66.10474 -76.50759 -63.79329 -70.04436 -59.634 -67.70467 -70.79968 -46.44007 -89.36855 -51.61129 -67.94543 -43.98677 -70.87344 -9.915201 -51.64993 -49.75808 -26.87582 -34.27573 -31.74638 -39.77771 2.835998 3.422894 -17.11299 3.589323 -10.02405 15.95812 32.6568 22.87713 47.0792 26.8031 56.13318 87.1512 104.4269 79.47187 102.5823 80.97417 98.96938 111.2475 121.6732 129.9039 527.0541
-65.69109 -75.85067 -63.15033 -69.45602 -58.88108 -67.11205 -70.28755 -46.03346 -88.76816 -50.9262 -67.35506 -43.47265 -70.4647 -8.762065 -50.53041 -48.791 -26.02799 -33.45079 -31.57752 -39.34723 3.380636 4.185476 -17.14807 3.544616 -10.20959 15.51567 32.88736 22.56992 46.91145 25.80736 55.17929 85.66109 102.8445 78.69565 101.9631 79.62795 97.82967 110.2186 120.746 129.0792 529.0581
-65.21468 -75.20675 -62.49963 -68.85835 -58.09139 -66.41844 -69.72118 -45.64974 -88.11062 -50.31221 -66.73614 -42.85936 -69.99562 -7.656938 -49.44232 -47.82974 -25.22961 -32.66195 -31.47317 -39.05739 3.902549 4.89464 -17.21481 3.511493 -10.38274 15.14864 33.06024 22.22475 46.73545 24.8233 54.3629 84.10044 101.3514 77.86521 101.2119 78.28322 96.83025 109.1855 119.7098 128.2265 531.0621
