Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time
-17.92845 -20.48732 -18.80169 -16.76148 -16.08158 -17.94897 -15.75231 -16.96046 -12.2079 -20.24601 -17.95733 -19.58317 -16.08101 -18.95992 -18.4894 -15.83374 -17.18328 -17.83952 -15.74961 -12.84477 -14.0015 -12.92069 -8.385264 -6.765557 -7.503079 -1.718858 -4.996396 6.38591 12.32097 11.06303 18.72429 31.86286 38.41861 29.58513 40.3676 35.1171 39.50719 44.14998 50.10462 45.66518 70.14028
-19.54789 -21.57934 -20.70092 -18.45792 -18.20173 -20.43341 -18.37069 -18.62021 -14.19607 -22.68365 -20.21788 -21.17509 -18.11584 -21.19843 -20.85124 -18.17908 -19.14429 -20.12065 -17.34728 -14.22147 -15.92583 -14.8033 -9.386368 -7.698155 -7.979113 -2.127024 -6.102623 6.299788 12.96459 12.19397 20.52153 36.54237 43.52356 32.71344 44.2869 38.7484 43.78536 49.84914 55.96947 52.41917 72.14429
-21.09582 -22.9064 -22.612 -20.12316 -20.50445 -23.07403 -21.08609 -20.37494 -16.21128 -25.06746 -22.61127 -22.87621 -20.22509 -23.60938 -23.421 -20.79354 -21.23158 -22.64714 -18.82145 -15.71092 -18.0011 -16.85517 -10.36266 -8.839144 -8.336679 -2.589997 -7.292256 6.188011 13.54192 13.38235 22.26647 41.62165 48.91803 36.01606 48.37931 42.52439 48.18032 55.94374 62.12649 59.75766 74.1483
-23.0889 -24.55988 -24.61063 -21.71621 -22.85576 -25.68808 -23.77042 -22.17733 -18.17719 -27.37349 -25.12465 -24.70104 -22.41395 -26.08944 -26.04832 -23.52408 -23.39422 -25.35154 -20.22871 -17.32768 -20.13096 -19.00186 -11.32122 -10.16291 -8.698352 -3.08481 -8.505545 6.116023 14.08252 14.58556 24.02945 46.9484 54.67976 39.50483 52.46898 46.32209 52.75659 62.40329 68.47767 67.60611 76.15231
-24.76943 -26.18009 -26.67599 -23.41652 -25.21911 -28.24517 -26.44385 -23.87083 -20.11838 -29.61998 -27.78805 -26.5279 -24.66935 -28.73425 -28.72211 -26.30698 -25.62918 -28.12696 -21.55636 -18.98325 -22.31247 -21.27909 -12.33971 -11.59422 -9.204431 -3.641282 -9.790645 5.97383 14.50057 15.71769 25.79572 52.46074 60.80504 43.05025 56.57789 50.09188 57.4534 69.13154 74.97233 75.77343 78.15631
-26.20082 -27.69639 -28.7013 -25.30414 -27.63823 -30.72955 -29.16049 -25.4855 -22.06754 -31.79917 -30.51514 -28.31798 -27.0056 -31.45779 -31.42984 -29.16539 -27.91177 -30.96206 -22.81967 -20.66691 -24.56794 -23.68684 -13.40856 -13.041 -9.829613 -4.105492 -11.13422 5.809215 14.82322 16.80141 27.53197 58.12768 67.16287 46.67084 60.69557 53.90691 62.17922 76.05838 81.53766 84.10968 80.16032
-27.53339 -29.18067 -30.64913 -27.35023 -30.11343 -33.1328 -31.86959 -27.16949 -24.00999 -33.86058 -33.1656 -30.11963 -29.36167 -34.34267 -34.21828 -32.11132 -30.24454 -33.83097 -24.07613 -22.34401 -26.93431 -26.21988 -14.49707 -14.42728 -10.55069 -4.571151 -12.49008 5.612874 15.11786 17.84215 29.34198 63.88709 73.67242 50.3181 64.82214 57.73489 66.95885 83.08721 88.0703 92.49195 82.16433
-29.71951 -31.09728 -32.62577 -29.48537 -32.61301 -35.33522 -34.51989 -29.03742 -25.97068 -35.73509 -35.68536 -31.9938 -31.597 -37.26319 -37.00049 -35.06338 -32.61524 -36.69866 -25.42377 -23.9565 -29.3436 -28.78047 -15.57275 -15.70601 -11.33165 -4.957922 -13.82275 5.473273 15.44988 18.95997 31.22949 69.73343 80.18888 54.01056 69.06416 61.60727 71.73322 90.12368 94.6329 100.8823 84.16833
-31.82799 -32.94663 -34.68329 -31.7198 -35.12493 -37.34948 -37.0851 -30.88972 -27.91712 -37.55766 -38.10675 -33.9611 -33.69848 -40.28008 -39.79683 -37.9966 -35.08398 -39.51322 -26.86905 -25.53403 -31.81761 -31.35517 -16.70398 -16.9427 -12.20046 -5.245872 -15.13171 5.275778 15.73933 20.10242 33.23212 75.57014 86.76311 57.59622 73.29752 65.39191 76.54154 97.03819 101.0917 109.1302 86.17235
-34.53521 -34.89071 -36.82035 -33.93366 -37.65618 -39.1931 -39.4255 -32.70404 -29.81428 -39.35139 -40.34751 -35.96571 -35.8009 -43.30553 -42.58806 -40.90083 -37.71185 -42.36034 -28.28135 -27.12517 -34.37364 -33.98834 -17.89661 -18.13127 -13.01444 -5.505306 -16.4464 5.063684 16.05573 21.25631 35.30653 81.47203 93.48138 61.12421 77.57566 69.11288 81.39497 103.7701 107.5273 117.1598 88.17635
-37.16159 -36.64021 -39.07145 -36.19988 -40.17477 -41.01936 -41.64904 -34.47821 -31.69013 -41.18458 -42.43871 -37.93922 -37.9845 -46.2921 -45.40283 -43.74844 -40.46523 -45.19533 -29.63272 -28.73696 -37.01045 -36.66484 -19.14734 -19.30148 -13.76186 -5.725517 -17.81511 4.775953 16.36559 22.37014 37.40699 87.37917 100.2627 64.51228 81.84139 72.75709 86.23223 110.3051 113.8832 124.8425 90.18036
-39.69677 -38.22676 -41.3812 -38.38921 -42.65239 -42.87331 -43.75414 -36.22082 -33.53139 -42.96297 -44.45317 -39.74654 -40.07979 -49.3187 -48.19565 -46.51217 -43.27641 -47.98543 -30.91677 -30.32047 -39.70802 -39.35358 -20.41147 -20.43198 -14.49854 -5.992467 -19.21711 4.454042 16.65982 23.43377 39.50198 93.20763 106.9646 67.7848 86.03438 76.35341 91.01597 116.6247 120.0934 132.1477 92.18437
-42.23304 -39.83335 -43.70633 -40.43395 -45.06102 -44.75625 -45.79432 -37.97532 -35.41758 -44.64212 -46.5195 -41.40897 -42.06536 -52.32918 -50.93055 -49.19878 -46.06158 -50.75417 -32.14334 -31.90095 -42.40863 -41.96795 -21.67651 -21.48437 -15.24269 -6.100553 -20.60985 4.128916 17.03267 24.50207 41.62724 98.95116 113.557 70.96713 90.18108 79.95263 95.78906 122.7133 126.1524 139.1628 94.18838
-44.41179 -41.32521 -45.97977 -42.34464 -47.39302 -46.65042 -47.78712 -39.71384 -37.37326 -46.31227 -48.69175 -42.9122 -44.03023 -55.28551 -53.60678 -51.79434 -48.7882 -53.45151 -33.42169 -33.47451 -45.05166 -44.43789 -22.98607 -22.46392 -16.02239 -6.135364 -21.94166 3.814804 17.45814 25.56906 43.77074 104.561 120.0132 74.00895 94.19125 83.51198 100.5062 128.5607 132.0268 145.8797 96.19238
-46.13124 -42.65536 -48.02797 -44.05815 -49.69448 -48.58494 -49.61 -41.37617 -39.3319 -48.00981 -50.83642 -44.24845 -45.98961 -58.16963 -56.2491 -54.31852 -51.42291 -56.03584 -34.79876 -34.9922 -47.60723 -46.76544 -24.32148 -23.372 -16.82789 -6.142277 -23.19486 3.482038 17.98655 26.59427 45.81749 110.0067 126.1919 76.8436 98.1195 86.94472 104.9867 134.0162 137.6962 152.1202 98.1964
-47.42239 -43.8641 -49.90581 -45.6714 -51.93527 -50.57012 -51.31674 -42.93688 -41.30151 -49.74359 -52.78852 -45.49611 -47.91389 -60.89448 -58.81894 -56.72192 -53.90993 -58.45707 -36.21867 -36.46969 -50.02255 -48.93731 -25.61035 -24.18039 -17.63037 -6.067297 -24.40222 3.132835 18.55716 27.58876 47.85192 115.2255 132.2495 79.38185 101.8281 90.22238 109.3237 139.0042 142.9808 157.7507 100.2004
-48.23983 -44.85538 -51.64529 -47.21905 -54.13617 -52.62883 -52.97011 -44.4571 -43.15422 -51.52082 -54.49222 -46.7338 -49.72597 -63.46237 -61.31723 -58.98989 -56.26864 -60.69699 -37.61142 -37.90803 -52.26479 -50.93761 -26.8336 -24.83326 -18.36168 -5.930928 -25.58217 2.767502 19.17347 28.57678 49.72896 120.2913 138.1145 81.56391 105.3944 93.34719 113.3458 143.5272 147.9419 162.7649 102.2044
-49.49253 -46.06315 -53.317 -48.70006 -56.2508 -54.66044 -54.44658 -45.99163 -44.82412 -53.25801 -55.98529 -48.01224 -51.31366 -65.76113 -63.66454 -61.09908 -58.48717 -62.77954 -39.03555 -39.18094 -54.35539 -52.75772 -27.98849 -25.27188 -18.99111 -5.661831 -26.71834 2.422454 19.88622 29.54375 51.6493 125.2166 143.9633 83.42786 108.7167 96.29097 117.1928 147.5265 152.4716 167.1862 104.2084
-49.81445 -46.82481 -54.88585 -50.14388 -58.28482 -56.6689 -55.90829 -47.39561 -46.40399 -54.99854 -57.37799 -49.25462 -52.66077 -67.8905 -65.88001 -63.04049 -60.52631 -64.60124 -40.42283 -40.32449 -56.26541 -54.37856 -29.09866 -25.56771 -19.52563 -5.244963 -27.80285 2.000399 20.4698 30.42757 53.48492 129.8427 149.447 84.87456 111.6607 99.0006 120.6828 151.0046 156.4517 170.9071 106.2124
-50.66698 -47.76452 -56.32704 -51.30783 -60.1653 -58.50717 -57.25402 -48.65068 -47.81609 -56.58382 -58.60233 -50.40336 -53.77416 -69.66816 -67.83979 -64.75111 -62.31294 -66.18523 -41.72294 -41.36946 -57.91609 -55.75793 -30.11076 -25.69526 -19.94613 -4.748219 -28.73792 1.646415 21.07285 31.28346 55.26376 134.1283 154.4664 86.10529 114.2143 101.5056 123.8779 153.873 159.8523 173.9379 108.2164
-51.06303 -48.45108 -57.62835 -52.26881 -61.8237 -60.20696 -58.64622 -49.60574 -49.00677 -58.03332 -59.70854 -51.48719 -54.74024 -71.14484 -69.50506 -66.16286 -63.75317 -67.46008 -42.84829 -42.41194 -59.23554 -56.86032 -31.00139 -25.73096 -20.32377 -4.220597 -29.4561 1.35806 21.62646 32.09238 56.91344 137.9015 158.8093 87.03074 116.2888 103.7219 126.6762 156.0918 162.564 176.2587 110.2204
-51.67958 -49.28947 -58.70685 -52.92677 -63.22349 -61.69265 -59.93417 -50.31732 -49.91232 -59.18999 -60.65848 -52.44189 -55.46695 -72.29142 -70.84269 -67.27163 -64.83189 -68.42214 -43.75119 -43.3067 -60.22982 -57.64677 -31.70023 -25.61839 -20.7129 -3.662709 -29.92997 1.190727 22.21996 32.84594 58.41737 141.035 162.4229 87.69255 117.9352 105.5838 129.0176 157.5959 164.5998 177.8368 112.2244
-51.92593 -50.00307 -59.48022 -53.35812 -64.35594 -62.8784 -61.12853 -50.72554 -50.64866 -60.14762 -61.48647 -53.17658 -55.94147 -73.12035 -71.86552 -68.10469 -65.58086 -69.12253 -44.54008 -43.98411 -60.92583 -58.13598 -32.25407 -25.43515 -21.07468 -3.051216 -30.1789 1.087719 22.74683 33.45389 59.72028 143.4522 165.3292 88.02048 119.0543 107.0231 130.8559 158.4482 165.8901 178.6918 114.2285
-52.22993 -50.67031 -59.9972 -53.62114 -65.17931 -63.74365 -62.16439 -50.91479 -51.24107 -60.94131 -62.05 -53.76614 -56.21651 -73.53324 -72.53963 -68.62358 -66.02893 -69.55965 -45.32761 -44.34144 -61.33393 -58.35102 -32.71264 -25.14678 -21.34048 -2.557095 -30.2337 0.9937683 23.26991 33.89465 60.77469 145.2212 167.5767 88.00136 119.8187 108.0293 132.1856 158.6205 166.5877 178.8456 116.2325
-52.48763 -51.14879 -60.24245 -53.7119 -65.64775 -64.34926 -62.96061 -50.84488 -51.64037 -61.56739 -62.26836 -54.23936 -56.39994 -73.5453 -72.8033 -68.79407 -66.16534 -69.71776 -46.04073 -44.40771 -61.43902 -58.31451 -33.13868 -24.79356 -21.56635 -2.01962 -30.10159 0.8790238 23.7082 34.09039 61.63577 146.3917 169.203 87.6186 120.154 108.573 133.0806 158.0742 166.634 178.2801 118.2365
-52.14119 -51.22828 -60.2466 -53.65884 -65.74152 -64.69298 -63.52742 -50.45282 -51.84957 -61.981 -62.28472 -54.51101 -56.58613 -73.06298 -72.6258 -68.58231 -65.9318 -69.57652 -46.53263 -44.34454 -61.17422 -57.98302 -33.49119 -24.47278 -21.81033 -1.546782 -29.77764 0.7542765 23.98892 34.03094 62.10875 146.9193 169.9914 86.86514 120.0127 108.6191 133.3658 156.8723 166.042 177.0539 120.2405
-52.03403 -51.32654 -59.93348 -53.35337 -65.38627 -64.65693 -63.73291 -49.78228 -51.82935 -62.03787 -62.14676 -54.47281 -56.70881 -72.1377 -71.97055 -67.98768 -65.31311 -69.12189 -46.6662 -44.18948 -60.49585 -57.31419 -33.68964 -24.16743 -22.0779 -1.219443 -29.1818 0.71729 24.22021 33.73556 62.2057 146.7769 169.9105 85.90247 119.4246 108.1482 133.0617 155.0546 164.7958 175.2249 122.2445
-51.53966 -51.20315 -59.39215 -52.85969 -64.67713 -64.22405 -63.59476 -48.92099 -51.67603 -61.75544 -61.86011 -54.12879 -56.63132 -70.75258 -70.90336 -67.06547 -64.3259 -68.36761 -46.39349 -43.98138 -59.4596 -56.32811 -33.74672 -23.86867 -22.28382 -1.035891 -28.34255 0.7278103 24.31133 33.23898 61.8814 145.8441 168.8665 84.687 118.3246 107.1543 132.0866 152.6674 162.8806 172.8331 124.2485
-51.02514 -51.00394 -58.6833 -52.11027 -63.61229 -63.41144 -63.07558 -47.92915 -51.36253 -61.14409 -61.39455 -53.40827 -56.28859 -69.01266 -69.44823 -65.81367 -63.03196 -67.35184 -45.77256 -43.68511 -58.08928 -55.04946 -33.65414 -23.53321 -22.44391 -0.8588909 -27.26827 0.7962065 24.31946 32.5333 61.29875 144.118 167.0365 83.24344 116.6855 105.6272 130.6286 149.7174 160.2649 169.8764 126.2525
-50.26101 -50.69419 -57.88764 -51.23805 -62.26445 -62.27644 -62.31956 -46.73669 -50.92536 -60.26274 -60.81795 -52.31524 -55.75222 -66.89545 -67.63174 -64.26012 -61.44595 -66.13686 -44.92531 -43.27707 -56.36623 -53.49154 -33.39886 -23.20646 -22.54953 -0.8021358 -25.95945 0.9368125 24.23503 31.62845 60.33026 141.7256 164.3887 81.60217 114.6699 103.64 128.6064 146.311 157.1608 166.4584 128.2565
-48.95566 -50.17747 -56.91235 -50.3853 -60.61037 -60.7768 -61.39797 -45.27374 -50.33797 -59.11633 -60.14286 -50.9949 -55.07066 -64.35159 -65.47749 -62.38335 -59.59946 -64.73495 -43.95666 -42.72261 -54.31823 -51.67604 -33.00999 -22.95309 -22.67124 -0.9609279 -24.46449 1.115843 23.98851 30.50694 58.95937 138.7256 160.9926 79.74827 112.2297 101.1742 126.0001 142.4755 153.5028 162.6379 130.2605
-48.03167 -49.70543 -55.60835 -49.47389 -58.64914 -58.86035 -60.16156 -43.65245 -49.5289 -57.56956 -59.22298 -49.52886 -54.16973 -61.49535 -62.94204 -60.19504 -57.51487 -63.19169 -42.88811 -41.96752 -52.00164 -49.61774 -32.52897 -22.7419 -22.80651 -1.231429 -22.77915 1.333151 23.68304 29.17371 57.19247 135.0956 156.9545 77.74391 109.4668 98.18064 122.7997 138.2549 149.4086 158.5101 132.2645
-46.42583 -48.7764 -54.05038 -48.59036 -56.45145 -56.62883 -58.64171 -41.76063 -48.49824 -55.75491 -58.10849 -47.97316 -53.07307 -58.36721 -60.14323 -57.75048 -55.30452 -61.46623 -41.73067 -41.14156 -49.47755 -47.38014 -31.95509 -22.64031 -22.89244 -1.692109 -20.91354 1.485352 23.1832 27.54972 55.06149 130.7834 152.3084 75.44337 106.4747 94.69363 119.0335 133.6698 144.8589 154.013 134.2685
-44.9577 -47.9224 -52.3672 -47.48113 -54.01701 -54.12122 -56.80947 -39.77245 -47.1708 -53.66754 -56.77041 -46.34488 -51.76247 -54.99997 -57.07622 -55.0801 -52.97857 -59.61357 -40.60991 -40.27346 -46.73669 -44.96496 -31.34952 -22.52211 -22.963 -2.366389 -18.88795 1.609954 22.62723 25.63685 52.69664 125.8796 147.2401 72.94258 103.3154 90.76456 114.8667 128.8077 139.9936 149.2548 136.2726
-43.49374 -46.97604 -50.59124 -46.13362 -51.33178 -51.45292 -54.75568 -37.69212 -45.62209 -51.39753 -55.23375 -44.70467 -50.3333 -51.27983 -53.76616 -52.18281 -50.5532 -57.54698 -39.59561 -39.44287 -43.78809 -42.33236 -30.74763 -22.39206 -23.04062 -3.118037 -16.68346 1.691781 22.01022 23.40891 50.08704 120.4085 141.713 70.26424 100.0039 86.46381 110.3338 123.7728 134.9183 144.307 138.2766
-41.85721 -45.82601 -48.65807 -44.56018 -48.39774 -48.70218 -52.51945 -35.49424 -44.0171 -48.96207 -53.49755 -42.98466 -48.89342 -47.32981 -50.26638 -49.05704 -48.03319 -55.26668 -38.51805 -38.67504 -40.67168 -39.50837 -30.14162 -22.265 -23.11598 -3.885706 -14.33778 1.760463 21.35825 20.92768 47.19502 114.4429 135.7189 67.4534 96.55743 81.84101 105.4783 118.6134 129.6756 139.1927 140.2806
-40.07226 -44.52462 -46.58715 -42.86592 -45.19981 -45.83668 -50.0879 -33.16292 -42.45961 -46.40066 -51.65543 -41.18628 -47.48327 -43.15007 -46.59795 -45.69407 -45.38038 -52.81753 -37.31371 -37.94051 -37.39233 -36.5449 -29.5358 -22.16511 -23.27326 -4.878628 -11.888 1.821943 20.69133 18.24072 44.02526 108.0622 129.3874 64.5804 93.05946 76.97248 100.3698 113.3347 124.3259 133.9558 142.2846
-38.18601 -43.03233 -44.40093 -41.032 -41.79623 -42.8284 -47.53393 -30.73105 -40.91872 -43.77107 -49.72477 -39.37539 -46.0447 -38.76852 -42.81572 -42.15622 -42.64953 -50.25438 -36.07766 -37.18941 -34.00422 -33.47934 -28.93277 -22.1414 -23.56279 -5.914897 -9.377264 1.87632 20.04206 15.38824 40.63953 101.3338 122.9116 61.65067 89.48987 71.88778 95.11417 107.9735 118.8898 128.706 144.2886
-36.12586 -41.41999 -42.11287 -39.08367 -38.19764 -39.70359 -44.92481 -28.27711 -39.29213 -41.08661 -47.59822 -37.54048 -44.48295 -34.26557 -38.91332 -38.49332 -39.83997 -47.57562 -34.89988 -36.34222 -30.53647 -30.3335 -28.33894 -22.18981 -23.96902 -7.111573 -6.837132 1.897056 19.38831 12.39648 37.02577 94.32959 116.3117 58.67252 85.87093 66.62402 89.71913 102.5638 113.3974 123.5605 146.2926
-33.61239 -39.59319 -39.76334 -37.00841 -34.44735 -36.51071 -42.22651 -25.82823 -37.48352 -38.31979 -45.29372 -35.59406 -42.86749 -29.68681 -34.86835 -34.71353 -36.94563 -44.80182 -33.70569 -35.35609 -27.04877 -27.16301 -27.7307 -22.31671 -24.38524 -8.334507 -4.330222 1.851229 18.62183 9.276612 33.13504 87.10279 109.4571 55.64188 82.15665 61.18784 84.05676 97.14086 107.8387 118.5245 148.2966
-30.84942 -37.78553 -37.30995 -34.81451 -30.52152 -33.23061 -39.27894 -23.3949 -35.4769 -35.56228 -42.94341 -33.45454 -41.24736 -25.07414 -30.66481 -30.80125 -33.95464 -41.97781 -32.43917 -34.28885 -23.59666 -24.01343 -27.12227 -22.48974 -24.78057 -9.628278 -1.899369 1.74193 17.77048 6.009601 29.14352 79.73345 102.4719 52.56748 78.26371 55.54607 78.25297 91.67242 102.1039 113.5746 150.3006
-28.48312 -36.24922 -34.72699 -32.51859 -26.44235 -29.93608 -36.09946 -21.03303 -33.41452 -32.87201 -40.61538 -31.21896 -39.55087 -20.38159 -26.32473 -26.75004 -30.87929 -39.11708 -31.13125 -33.20231 -20.17581 -20.8617 -26.51827 -22.65762 -25.1739 -11.00032 0.4649814 1.621945 16.87402 2.646607 25.04388 72.34067 95.37896 49.54925 74.3779 49.83696 72.34663 86.26056 96.42773 108.7928 152.3046
-25.9961 -34.71139 -31.99168 -30.28135 -22.21696 -26.70476 -32.88309 -18.73294 -31.43241 -30.24454 -38.39389 -29.00961 -37.77148 -15.78355 -21.94182 -22.61576 -27.72651 -36.21354 -29.72924 -32.19271 -16.74706 -17.72455 -25.91897 -22.85911 -25.64856 -12.47197 2.798084 1.512847 15.94399 -0.7637749 20.85008 64.99339 88.21422 46.59112 70.47784 44.15066 66.44695 80.99745 90.81308 104.1944 154.3086
-23.74982 -33.20949 -29.16989 -28.06246 -17.9544 -23.48688 -29.74561 -16.4818 -29.45197 -27.60128 -36.3232 -26.83522 -35.90922 -11.15424 -17.51266 -18.47075 -24.53687 -33.30571 -28.22358 -31.23921 -13.32421 -14.60671 -25.31053 -23.13207 -26.15096 -13.98033 5.05739 1.442873 14.96638 -4.143127 16.48789 57.75483 80.89388 43.71595 66.63084 38.59644 60.4996 75.90652 85.36922 99.72779 156.3126
-21.6835 -31.64181 -26.20955 -25.69475 -13.68231 -20.16335 -26.62754 -14.11487 -27.43067 -24.95728 -34.42812 -24.5385 -34.02841 -6.639691 -13.09659 -14.36863 -21.38907 -30.45227 -26.71646 -30.3095 -9.98156 -11.58734 -24.74282 -23.50266 -26.67929 -15.69463 7.234302 1.401056 13.91312 -7.534518 12.12297 50.62646 73.59339 40.91495 62.68602 33.10181 54.63976 70.97075 79.9601 95.35036 158.3166
-19.3849 -29.7587 -23.11713 -23.15137 -9.43014 -16.74829 -23.5091 -11.61618 -25.37712 -22.35544 -32.6539 -22.14369 -32.20953 -2.221137 -8.761209 -10.29132 -18.34668 -27.65371 -25.3221 -29.4374 -6.793634 -8.718636 -24.24939 -23.95229 -27.26023 -17.46245 9.273708 1.29457 12.80683 -10.9235 7.700283 43.57809 66.26 38.13198 58.84449 27.60108 48.77452 66.13737 74.69919 91.02464 160.3206
-17.24197 -27.66401 -19.88067 -20.4549 -5.174665 -13.32981 -20.31449 -9.04721 -23.2995 -19.81448 -30.82176 -19.70544 -30.39181 2.128828 -4.514703 -6.223715 -15.39874 -24.95917 -24.06344 -28.60818 -3.791657 -6.010488 -23.79104 -24.44349 -27.84945 -19.21664 11.16279 1.121173 11.68227 -14.26795 3.325633 36.60001 58.99499 35.38053 55.04439 22.11798 43.02773 61.39675 69.51588 86.8062 162.3246
-15.04844 -25.34557 -16.56617 -17.68794 -0.9021706 -9.954148 -16.99947 -6.487079 -21.18459 -17.41656 -28.87436 -17.26275 -28.53255 6.399552 -0.3481081 -2.180154 -12.51476 -22.36019 -22.84037 -27.8353 -0.9421538 -3.433312 -23.31932 -25.0493 -28.39696 -21.12924 12.89884 0.891254 10.53471 -17.54817 -1.136868 29.69967 51.63424 32.66994 51.37542 16.7381 37.31223 56.75907 64.5023 82.71947 164.3287
-12.44816 -22.77012 -13.26393 -14.92761 3.380238 -6.638283 -13.66879 -3.974649 -19.08139 -15.1917 -26.87658 -14.8906 -26.70434 10.49553 3.753356 1.812835 -9.690087 -19.82125 -21.61579 -27.09372 1.830259 -0.9407442 -22.90894 -25.79847 -28.91948 -23.23075 14.54144 0.6506938 9.323485 -20.8 -5.675971 22.93055 44.24144 30.03066 47.777 11.49935 31.65418 52.37589 59.68663 78.86986 166.3327
-10.52008 -20.55959 -10.05369 -12.12609 7.655576 -3.253036 -10.21925 -1.561485 -16.9481 -12.96119 -24.85178 -12.64053 -24.88307 14.46097 7.826027 5.746596 -6.933161 -17.33748 -20.44209 -26.32748 4.522233 1.478531 -22.58971 -26.59448 -29.46521 -25.34338 16.09431 0.4828877 8.169509 -23.97368 -10.14748 16.39048 37.05286 27.56332 44.31548 6.441443 26.15867 48.20118 55.1049 75.21088 168.3367
-8.960319 -18.62335 -6.924918 -9.289352 11.89519 0.2249373 -6.723533 0.7852113 -14.78974 -10.75748 -22.79472 -10.59665 -23.0725 18.38144 11.82634 9.642568 -4.208296 -14.82931 -19.40898 -25.52227 7.115349 3.840104 -22.34341 -27.35511 -30.10823 -27.39261 17.50977 0.3159197 7.063598 -27.08105 -14.56045 10.06459 30.12106 25.18454 40.96192 1.512044 20.76255 44.20197 50.71857 71.6935 170.3407
-7.123784 -16.67324 -3.914209 -6.480039 16.08748 3.725952 -3.254915 3.121208 -12.75019 -8.666839 -20.81709 -8.625993 -21.37124 22.11666 15.69631 13.51335 -1.494402 -12.28639 -18.51368 -24.73784 9.565249 6.093956 -22.11218 -28.07505 -30.90763 -29.43177 18.73344 0.08565592 5.956158 -30.08605 -18.8826 3.993397 23.48473 22.85797 37.73422 -3.261725 15.47007 40.4205 46.53393 68.30854 172.3447
-5.227025 -14.79071 -1.050758 -3.670889 20.18171 7.127278 0.1159219 5.394225 -10.89062 -6.666315 -19.0074 -6.604682 -19.81515 25.6678 19.40466 17.30661 1.158141 -9.814103 -17.71264 -24.02245 11.82967 8.218138 -21.85654 -28.75312 -31.81489 -31.34323 19.77594 -0.1776929 4.86338 -32.91641 -23.00775 -1.712452 17.25334 20.67839 34.61723 -7.753417 10.43215 36.90842 42.52299 65.11801 174.3487
-3.350049 -12.84699 1.637366 -0.869792 24.07509 10.43235 3.324139 7.569181 -9.109903 -4.675658 -17.28347 -4.539488 -18.34644 29.0455 22.93859 20.96904 3.687359 -7.416749 -16.92125 -23.3878 13.89337 10.15713 -21.59891 -29.45964 -32.7756 -33.27631 20.66241 -0.4651716 3.73156 -35.58443 -27.06155 -6.995945 11.28514 18.65955 31.68608 -11.94306 5.573741 33.67311 38.7659 62.12947 176.3527
-1.388397 -10.78267 4.180221 1.820091 27.7613 13.73082 6.361249 9.666408 -7.390919 -2.687717 -15.5459 -2.533609 -16.92736 32.20708 26.3023 24.47038 6.080687 -5.115328 -16.12231 -22.84541 15.7367 11.892 -21.42985 -30.20324 -33.70123 -35.21258 21.34021 -0.8117893 2.513655 -38.12724 -30.94962 -11.81695 5.656306 16.70594 28.82896 -15.86753 0.9985334 30.62896 35.1409 59.21606 178.3567
0.1884017 -8.93386 6.603603 4.480731 31.16896 16.95998 9.326524 11.62444 -5.717016 -0.7044579 -13.74162 -0.7317863 -15.55872 35.02404 29.42878 27.7156 8.305446 -2.96194 -15.35637 -22.35055 17.29334 13.39957 -21.31555 -30.92926 -34.46851 -37.125 21.82809 -1.164246 1.3572 -40.53706 -34.66704 -16.10203 0.3834434 14.8956 26.19704 -19.52594 -3.310789 27.75975 31.80669 56.36897 180.3607
2.110412 -7.098097 8.83373 7.004801 34.27319 19.93535 11.99638 13.46987 -4.178729 1.10937 -12.07908 0.779161 -14.33574 37.60624 32.31982 30.72871 10.36351 -0.9715043 -14.68534 -21.98499 18.61323 14.74775 -21.22018 -31.67492 -35.10056 -38.85165 22.11258 -1.532445 0.2061601 -42.79734 -38.20041 -19.85417 -4.510973 13.20485 23.74237 -22.87808 -7.349452 25.21156 28.78783 53.67744 182.3647
3.761663 -5.591569 10.9076 9.372937 37.12772 22.58341 14.44485 15.1883 -2.748522 2.754595 -10.67214 2.089045 -13.28701 39.86129 34.97129 33.4597 12.26367 0.7957218 -14.10997 -21.67719 19.73192 15.95536 -21.16862 -32.40565 -35.69535 -40.49454 22.28448 -1.855038 -0.8212926 -44.89932 -41.31891 -23.05696 -8.754611 11.74919 21.45672 -25.85681 -10.8712 23.01745 26.03248 51.23328 184.3687
5.249953 -4.271186 12.82564 11.48852 39.75623 24.90224 16.62493 16.79874 -1.454623 4.200316 -9.560605 3.257864 -12.42532 41.92797 37.40649 35.93753 14.02997 2.376915 -13.58599 -21.45388 20.71898 17.06744 -21.19581 -33.13053 -36.33239 -42.03054 22.34505 -2.14152 -1.775574 -46.78535 -44.13024 -25.76106 -12.47002 10.52129 19.44581 -28.3777 -14.01604 21.21355 23.65274 49.08685 186.3727
6.678457 -3.09558 14.59932 13.38602 42.18277 26.94635 18.53236 18.20598 -0.3503613 5.437946 -8.750446 4.343149 -11.72804 43.78408 39.56756 38.18851 15.63497 3.791872 -13.00962 -21.33256 21.57338 18.06493 -21.28086 -33.87215 -36.98896 -43.43995 22.29338 -2.397645 -2.612578 -48.44782 -46.6147 -28.03527 -15.70134 9.494379 17.72232 -30.51218 -16.73576 19.74778 21.64703 47.17148 188.3768
