amplitude ID time cond
0.9043726 29 673.3467 1
1.052468 29 675.3507 1
1.20399 29 677.3547 1
1.315521 29 679.3587 1
1.387558 29 681.3627 1
1.44766 29 683.3668 1
1.500577 29 685.3707 1
1.53464 29 687.3748 1
1.548366 29 689.3788 1
1.553764 29 691.3828 1
1.564101 29 693.3868 1
1.571223 29 695.3908 1
1.546081 29 697.3948 1
1.491364 29 699.3988 1
1.437604 29 701.4028 1
1.389915 29 703.4068 1
1.340226 29 705.4108 1
1.288608 29 707.4149 1
1.220018 29 709.4188 1
1.11696 29 711.4229 1
0.9865031 29 713.4269 1
0.8627942 29 715.4308 1
0.7917026 29 717.4349 1
0.800298 29 719.4389 1
0.8913724 29 721.4429 1
1.038432 29 723.4469 1
1.188458 29 725.4509 1
1.30594 29 727.4549 1
1.399554 29 729.4589 1
1.509578 29 731.463 1
1.676582 29 733.4669 1
1.908067 29 735.4709 1
2.170955 29 737.475 1
2.413776 29 739.4789 1
2.596377 29 741.483 1
2.71476 29 743.487 1
2.793299 29 745.491 1
2.842001 29 747.495 1
2.854099 29 749.499 1
2.819216 29 751.503 1
2.724669 29 753.507 1
2.568949 29 755.511 1
2.354243 29 757.515 1
2.094198 29 759.519 1
1.836177 29 761.5231 1
1.631464 29 763.527 1
1.510302 29 765.5311 1
1.477572 29 767.5351 1
1.507856 29 769.5391 1
1.593015 29 771.5431 1
1.735337 29 773.5471 1
1.877932 29 775.5511 1
1.962725 29 777.5551 1
1.992872 29 779.5591 1
1.978465 29 781.5631 1
1.918035 29 783.5671 1
1.83506 29 785.5712 1
1.759027 29 787.5751 1
1.706484 29 789.5792 1
1.689427 29 791.5832 1
1.709363 29 793.5872 1
1.754624 29 795.5912 1
1.811864 29 797.5952 1
1.887673 29 799.5992 1
2.003449 29 801.6032 1
2.162919 29 803.6072 1
2.346125 29 805.6112 1
2.526442 29 807.6152 1
2.689273 29 809.6193 1
2.839385 29 811.6232 1
3.000886 29 813.6273 1
3.207223 29 815.6313 1
3.449542 29 817.6353 1
3.687336 29 819.6393 1
3.893941 29 821.6433 1
4.045179 29 823.6473 1
4.131979 29 825.6513 1
4.181265 29 827.6553 1
4.239015 29 829.6593 1
4.322814 29 831.6633 1
4.401994 29 833.6674 1
4.465674 29 835.6713 1
4.554667 29 837.6754 1
4.688084 29 839.6794 1
4.814302 29 841.6833 1
4.878224 29 843.6874 1
4.877296 29 845.6914 1
4.825506 29 847.6954 1
4.727981 29 849.6994 1
4.590622 29 851.7034 1
4.413649 29 853.7074 1
4.18815 29 855.7114 1
3.917815 29 857.7155 1
3.641849 29 859.7194 1
3.410707 29 861.7234 1
3.244256 29 863.7275 1
3.146384 29 865.7314 1
3.12452 29 867.7355 1
3.180937 29 869.7395 1
3.308995 29 871.7435 1
3.490467 29 873.7475 1
3.722744 29 875.7515 1
4.036824 29 877.7555 1
4.440213 29 879.7595 1
4.883056 29 881.7635 1
5.303487 29 883.7675 1
5.660267 29 885.7715 1
5.935528 29 887.7756 1
6.135084 29 889.7795 1
6.269661 29 891.7836 1
6.336714 29 893.7876 1
6.343916 29 895.7916 1
6.306834 29 897.7956 1
6.217625 29 899.7996 1
6.071672 29 901.8036 1
5.906785 29 903.8076 1
5.776747 29 905.8116 1
5.702605 29 907.8156 1
5.66537 29 909.8196 1
5.629972 29 911.8237 1
5.569253 29 913.8276 1
5.472858 29 915.8317 1
5.35594 29 917.8357 1
5.252231 29 919.8397 1
5.184879 29 921.8437 1
5.164793 29 923.8477 1
5.192297 29 925.8517 1
5.24855 29 927.8557 1
5.32843 29 929.8597 1
5.448011 29 931.8637 1
5.600144 29 933.8677 1
5.736725 29 935.8718 1
5.827993 29 937.8757 1
5.889458 29 939.8798 1
5.942844 29 941.8838 1
6.014231 29 943.8878 1
6.138739 29 945.8918 1
6.333821 29 947.8958 1
6.573822 29 949.8998 1
6.813535 29 951.9038 1
7.042488 29 953.9078 1
7.284035 29 955.9118 1
7.5039 29 957.9158 1
7.615052 29 959.9199 1
7.614252 29 961.9238 1
7.577126 29 963.9279 1
7.535645 29 965.9319 1
7.469064 29 967.9359 1
7.367434 29 969.9399 1
7.237942 29 971.9439 1
7.092856 29 973.9479 1
6.952066 29 975.9519 1
6.82708 29 977.9559 1
6.713179 29 979.9599 1
6.59997 29 981.9639 1
6.494874 29 983.968 1
6.404952 29 985.9719 1
6.30334 29 987.976 1
6.172115 29 989.98 1
6.024025 29 991.9839 1
5.889581 29 993.988 1
5.827039 29 995.992 1
5.868463 29 997.996 1
-4.902128 31 -200.4008 1
-5.050708 31 -198.3968 1
-5.083406 31 -196.3928 1
-4.999027 31 -194.3888 1
-4.820048 31 -192.3848 1
-4.576403 31 -190.3808 1
-4.304934 31 -188.3768 1
-4.071354 31 -186.3727 1
-3.94471 31 -184.3687 1
-3.929352 31 -182.3647 1
-3.965006 31 -180.3607 1
-3.987729 31 -178.3567 1
-3.955178 31 -176.3527 1
-3.829173 31 -174.3487 1
-3.591075 31 -172.3447 1
-3.256916 31 -170.3407 1
-2.83921 31 -168.3367 1
-2.332448 31 -166.3327 1
-1.75109 31 -164.3287 1
-1.183899 31 -162.3246 1
-0.7460187 31 -160.3206 1
-0.4579808 31 -158.3166 1
-0.2427508 31 -156.3126 1
-0.03825581 31 -154.3086 1
0.1429038 31 -152.3046 1
0.2820615 31 -150.3006 1
0.3986655 31 -148.2966 1
0.5200832 31 -146.2926 1
0.6608185 31 -144.2886 1
0.8139032 31 -142.2846 1
0.9518247 31 -140.2806 1
1.053678 31 -138.2766 1
1.143002 31 -136.2726 1
1.27157 31 -134.2685 1
1.445791 31 -132.2645 1
1.628202 31 -130.2605 1
1.805686 31 -128.2565 1
1.99603 31 -126.2525 1
2.213351 31 -124.2485 1
2.45652 31 -122.2445 1
2.728673 31 -120.2405 1
3.036547 31 -118.2365 1
3.365661 31 -116.2325 1
3.66591 31 -114.2285 1
3.841441 31 -112.2244 1
3.810245 31 -110.2204 1
3.584192 31 -108.2164 1
3.213671 31 -106.2124 1
2.759426 31 -104.2084 1
2.344272 31 -102.2044 1
2.059704 31 -100.2004 1
1.874091 31 -98.1964 1
1.711149 31 -96.19238 1
1.534851 31 -94.18838 1
1.325711 31 -92.18437 1
1.036403 31 -90.18036 1
0.6367006 31 -88.17635 1
0.1682195 31 -86.17235 1
-0.2792247 31 -84.16833 1
-0.6321257 31 -82.16433 1
-0.8698193 31 -80.16032 1
-0.9995704 31 -78.15631 1
-1.041337 31 -76.15231 1
-1.047357 31 -74.1483 1
-1.07249 31 -72.14429 1
-1.128808 31 -70.14028 1
-1.204236 31 -68.13628 1
-1.275571 31 -66.13226 1
-1.306733 31 -64.12826 1
-1.295252 31 -62.12425 1
-1.288761 31 -60.12024 1
-1.339545 31 -58.11623 1
-1.463811 31 -56.11222 1
-1.628236 31 -54.10822 1
-1.740193 31 -52.10421 1
-1.685434 31 -50.1002 1
-1.416891 31 -48.09619 1
-0.9863418 31 -46.09219 1
-0.5041059 31 -44.08818 1
-0.06808154 31 -42.08417 1
0.2690493 31 -40.08016 1
0.4914347 31 -38.07615 1
0.6133731 31 -36.07214 1
0.6742389 31 -34.06814 1
0.7403016 31 -32.06413 1
0.879807 31 -30.06012 1
1.137478 31 -28.05611 1
1.524441 31 -26.0521 1
1.990984 31 -24.0481 1
2.442513 31 -22.04409 1
2.815092 31 -20.04008 1
3.113524 31 -18.03607 1
3.35854 31 -16.03206 1
3.52284 31 -14.02806 1
3.555341 31 -12.02405 1
3.420433 31 -10.02004 1
3.114762 31 -8.016032 1
2.710768 31 -6.012024 1
2.313337 31 -4.008016 1
1.963509 31 -2.004008 1
1.650095 31 0 1
1.35068 31 2.004008 1
1.064881 31 4.008016 1
0.8546916 31 6.012024 1
0.7837324 31 8.016032 1
0.8120601 31 10.02004 1
0.8398855 31 12.02405 1
0.8295889 31 14.02806 1
0.7915662 31 16.03206 1
0.7277344 31 18.03607 1
0.6444093 31 20.04008 1
0.5433907 31 22.04409 1
0.4211319 31 24.0481 1
0.3234713 31 26.0521 1
0.3298728 31 28.05611 1
0.4274715 31 30.06012 1
0.5277417 31 32.06413 1
0.6051688 31 34.06814 1
0.6632648 31 36.07214 1
0.6728838 31 38.07615 1
0.6345995 31 40.08016 1
0.5674365 31 42.08417 1
0.4374041 31 44.08818 1
0.2038451 31 46.09219 1
-0.1018436 31 48.09619 1
-0.393881 31 50.1002 1
-0.6002137 31 52.10421 1
-0.73401 31 54.10822 1
-0.885783 31 56.11222 1
-1.097089 31 58.11623 1
-1.312624 31 60.12024 1
-1.456526 31 62.12425 1
-1.486823 31 64.12826 1
-1.416485 31 66.13226 1
-1.280784 31 68.13628 1
-1.099593 31 70.14028 1
-0.9031267 31 72.14429 1
-0.712323 31 74.1483 1
-0.4958533 31 76.15231 1
-0.2447405 31 78.15631 1
-0.02228785 31 80.16032 1
0.1370522 31 82.16433 1
0.2671493 31 84.16833 1
0.3769061 31 86.17235 1
0.4226155 31 88.17635 1
0.3765098 31 90.18036 1
0.2570907 31 92.18437 1
0.1273681 31 94.18838 1
0.08977763 31 96.19238 1
0.2269494 31 98.1964 1
0.5347279 31 100.2004 1
0.91668 31 102.2044 1
1.258787 31 104.2084 1
1.511235 31 106.2124 1
1.678445 31 108.2164 1
1.7697 31 110.2204 1
1.80106 31 112.2244 1
1.798055 31 114.2285 1
1.766657 31 116.2325 1
1.703106 31 118.2365 1
1.611436 31 120.2405 1
1.514221 31 122.2445 1
