PO3_amp PO7_amp PO9_amp O1_amp O2_amp Oz_amp PO4_amp PO8_amp PO10_amp ROI_GA_amp emotion ID Trial
20.43371 -7.814935 13.44499 23.80765 4.31558 5.113472 12.76313 5.170589 17.51496 10.52768 3 1 12
16.25705 -7.373412 18.72069 16.61384 9.867559 19.67848 6.027726 -9.995025 1.902383 7.966586 3 1 21
8.212606 8.870449 -0.5368784 -0.3656378 12.51998 15.04892 19.0766 7.531622 7.534343 8.654667 3 1 25
19.6479 8.362602 -4.124407 7.459198 13.55043 2.983647 25.14454 16.72241 12.54407 11.3656 3 1 28
0.4433399 4.124228 0.8261423 4.136653 20.29639 10.10933 -19.80985 8.799017 -20.60135 0.9248776 3 1 29
21.31979 3.024633 13.41215 4.746462 25.23399 16.79033 2.369714 3.943488 9.513713 11.15047 3 1 34
10.96035 1.312539 -1.876956 2.178147 13.36157 0.8803469 17.89793 2.81738 -3.750341 4.864552 3 1 38
-18.96806 -9.13147 -18.28181 -7.512864 6.123837 -5.80466 -4.465569 -11.80365 -9.5479 -8.821349 3 1 39
38.03316 6.883342 6.62499 9.196034 30.12366 33.56189 52.89448 35.5633 -1.566518 23.47937 3 1 41
26.12846 -10.63121 7.208739 15.58848 40.73892 29.4803 26.65463 33.90528 31.68792 22.30684 3 1 43
3.794119 -3.737844 -10.40036 4.274825 -11.6873 12.41585 -2.563451 2.120536 1.331747 -0.4946528 3 1 51
29.22295 -1.733442 22.26966 24.33985 -8.321974 17.92255 1.574022 -11.46169 -11.13576 6.964018 3 1 55
-1.218388 5.329704 13.00444 -5.163905 13.24466 -3.484399 -6.355271 2.359113 -2.034948 1.742335 3 1 57
1.657682 3.595332 -5.4386 1.436049 -8.487206 -5.418591 4.687651 -9.728489 -6.065603 -2.640197 3 1 60
11.69226 10.90077 2.958604 17.07936 -1.303943 5.026168 1.336185 -10.26223 -16.12752 2.366628 3 1 64
-7.053677 4.418197 -25.53265 -23.51497 -19.90236 8.386675 -6.427095 -20.0865 -24.82472 -12.72634 3 1 67
5.093235 -4.899934 -0.1230198 7.023089 12.4996 15.72976 31.76365 2.603054 1.78305 7.941388 3 1 70
3.442784 5.18526 -2.767443 8.896196 -4.82133 -8.490196 17.01811 5.118615 21.98931 5.063479 3 1 75
28.29556 -0.9033287 22.62515 12.23976 12.40922 23.66286 29.76555 13.80686 3.643327 16.17166 3 1 77
30.48914 1.581961 1.546144 23.97621 28.8669 33.00263 47.51213 23.9711 9.724834 22.29679 3 1 86
-18.47595 4.860369 -11.16267 -3.058516 -6.079558 -6.547292 -11.50462 -5.237817 -10.58231 -7.532041 3 1 90
-15.45102 3.934408 -12.00947 -4.333727 -3.872015 3.131241 -1.513735 6.000518 14.0504 -1.118156 3 1 93
18.53886 1.679041 25.27872 12.05462 27.42534 5.55536 30.83052 15.04222 25.95498 18.03996 3 1 98
-8.255816 1.524993 -11.46052 -29.95701 -15.26669 -20.06306 1.126707 -26.19596 -7.047888 -12.84391 3 1 102
2.739657 10.68741 14.95953 18.9296 -1.537373 17.41385 -15.16975 11.28703 -6.422258 5.87641 3 1 104
12.561 13.03446 6.174588 13.10471 4.417307 13.14566 32.15528 -0.4289192 17.32989 12.38822 3 1 109
14.83795 -5.402262 -1.603497 -0.8738984 21.73615 20.15319 26.17281 12.83083 -3.899198 9.328008 3 1 111
5.898031 -15.62324 -7.041358 1.221787 -0.01420413 5.288038 1.857021 -8.100725 -14.29686 -3.423501 3 1 117
23.88683 9.738386 12.39875 15.79255 26.88038 17.4899 37.78087 26.71008 33.72746 22.71169 3 1 119
6.912864 -6.889494 -0.89025 8.317666 15.69717 22.59249 16.69469 7.915268 -16.54926 5.977905 3 1 123
31.56805 -9.763288 19.81131 19.88151 32.69591 25.93106 36.76373 18.57088 14.9582 21.15748 3 1 125
-0.08506092 10.63865 3.26499 5.665798 12.72092 6.895739 26.55388 9.212644 33.83948 12.07856 3 1 128
15.57619 6.741774 7.219911 15.71966 9.632833 23.02695 2.688451 5.225312 -4.27086 9.062246 3 1 132
14.90394 -6.864086 14.39143 12.55711 8.439176 -15.08171 26.78557 -2.170679 10.08332 7.004896 3 1 135
14.78401 1.451323 -6.959108 1.783448 19.98739 14.8421 3.944137 22.9784 -6.865624 7.327343 3 1 137
-1.123084 -0.1957368 -5.264216 6.078507 5.411409 7.023958 1.143896 12.09056 9.138013 3.811478 3 1 138
15.74205 18.09945 -3.65728 20.5372 14.37184 24.86924 3.71245 15.77838 -3.280531 11.79698 3 1 142
14.04501 -9.977036 -3.708779 -5.493135 10.31465 23.3632 14.24756 8.960035 10.93582 6.965258 3 1 147
15.96904 5.504677 9.94486 23.36592 11.97962 12.57603 18.75828 1.654705 7.108913 11.87356 3 1 151
-3.46436 -18.2111 -7.198795 -13.31947 20.77482 3.207852 36.37124 19.9362 27.97339 7.341086 3 1 153
37.93256 2.664216 12.0483 20.91811 18.99838 22.60852 25.97173 12.70382 14.40844 18.6949 3 1 158
11.64158 -0.3416703 8.217793 22.10744 0.4911627 3.205865 7.008995 6.065747 8.631994 7.447656 3 1 160
-13.32139 -4.904679 -4.438194 -7.058524 16.32968 -8.575494 1.682771 7.791083 10.59829 -0.2107171 3 1 163
0.5061896 -5.038528 -0.5834332 -9.809134 -3.370624 21.63655 -7.13133 -12.62414 -29.16775 -5.064689 3 1 166
14.63456 5.866117 10.60729 1.991165 2.162915 8.592679 4.698571 -8.686604 -12.8994 2.996367 3 1 169
35.27706 12.38546 11.5518 35.54183 18.48958 25.0935 32.26344 10.05646 17.56302 22.02468 3 1 175
19.76347 2.377892 15.37678 17.60001 1.735517 12.6664 8.838254 -8.349513 -3.15369 7.428348 3 1 177
17.75831 -5.913983 0.2082252 22.03729 10.58984 14.3741 21.73891 14.53549 4.510668 11.0932 3 1 179
-0.5821454 -11.14702 -14.17281 -2.762594 -2.660674 -1.112192 10.45321 2.35367 14.22889 -0.6001859 3 1 181
17.9787 -7.784964 12.98988 14.08365 1.209776 9.668127 11.89372 -3.529043 2.255604 6.529494 3 1 185
16.75504 -20.9936 -0.1776998 -1.618112 19.26294 3.072961 42.17269 8.809002 12.17604 8.828807 3 1 190
15.5741 -17.31327 -5.162431 -0.5834226 1.375367 3.96813 16.68319 12.55958 16.98209 4.898149 3 1 194
6.530091 -8.434599 -14.84377 -7.196193 9.094088 6.361316 10.88496 11.41207 9.996573 2.644948 3 1 199
-22.71291 -6.445516 -26.31622 -30.3418 -7.488063 7.001151 -19.56208 -4.051812 -15.08246 -13.88885 3 1 202
11.55981 -11.98645 -13.0888 1.687879 9.727115 9.796954 40.47422 7.83041 17.0647 8.118427 3 1 205
1.700784 1.767569 11.78741 -7.767234 -5.70739 -30.71231 20.166 -11.48869 17.97427 -0.2532889 3 1 206
17.42806 7.273805 5.242878 -1.302132 48.78378 22.35069 43.87301 11.40016 5.508913 17.83991 4 1 3
-21.26279 10.65851 -13.38831 -15.85715 -33.51785 -0.9638197 -43.87765 -33.64392 -40.20667 -21.33996 4 1 13
36.94151 8.636976 25.12451 49.07036 14.29061 30.44996 3.450516 17.75108 -35.49611 16.69105 4 1 18
19.67924 -21.04638 13.7012 5.567005 23.87067 -9.417356 37.14748 16.7768 37.72662 13.77836 4 1 24
24.86654 5.257806 0.9823843 31.59752 24.37066 48.57262 7.545004 23.44126 -14.55665 16.89746 4 1 33
15.90908 5.807148 9.453023 11.74629 10.18884 23.43787 2.377328 9.306396 2.390922 10.06854 4 1 42
37.93039 6.205327 11.50123 32.47855 32.2748 36.97477 39.62017 39.27469 5.60342 26.87371 4 1 46
43.77489 9.031991 31.05669 34.97453 39.58499 36.71461 47.90087 29.67122 29.33831 33.5609 4 1 56
20.5559 2.292038 -18.22859 -5.931842 15.20658 4.951166 26.41325 6.296341 -3.704512 5.316704 4 1 63
48.94859 14.58525 25.89479 34.73126 47.30508 36.95531 59.19149 40.16647 22.37215 36.68338 4 1 78
36.511 11.00426 17.06923 39.31884 52.43445 42.91598 56.51308 41.2417 7.840204 33.87209 4 1 83
27.81052 -0.09106869 5.92741 27.81912 8.336458 23.47038 -4.326468 11.50116 6.120715 11.84091 4 1 88
20.59394 -2.305304 11.22369 12.97702 16.16548 14.39285 34.37683 15.13765 7.071887 14.40378 4 1 99
41.62162 -0.1721281 15.33606 16.39718 13.3005 28.34113 17.08872 20.79742 8.884609 17.95501 4 1 106
26.5209 4.116649 35.66758 17.97118 5.689294 7.263769 14.67775 0.5601662 5.227819 13.07723 4 1 114
39.14495 -6.107206 13.75811 12.63621 20.57125 19.74152 29.01771 13.87233 -4.831432 15.31149 4 1 121
5.00518 -4.988201 -1.940053 7.553258 3.106842 -0.9919959 43.36153 1.745675 25.88459 8.748535 4 1 126
38.51429 -9.41918 21.83854 7.610504 24.04106 8.375131 34.65488 18.15334 8.467921 16.91517 4 1 133
10.25394 13.01907 18.86802 38.39976 2.087704 22.15594 -7.310859 7.349679 -8.469868 10.70593 4 1 140
19.58855 -1.928054 -2.15367 1.304739 27.67095 23.80374 24.1913 23.12151 8.423427 13.78028 4 1 145
38.06517 -17.44526 -3.495155 5.832641 24.84984 36.47413 49.88351 24.35497 8.82111 18.59344 4 1 156
24.81058 1.764693 3.617668 24.88443 18.58196 25.62384 18.64313 12.51739 3.20452 14.8498 4 1 162
26.23758 7.829404 0.6938943 11.59522 25.44098 21.74697 22.54196 17.09453 -4.069061 14.34572 4 1 172
27.88914 8.837371 14.00351 27.4813 18.69666 36.64276 14.35803 9.095023 -1.985949 17.22421 4 1 178
41.88919 5.12518 29.75892 26.94394 25.86729 31.19413 42.90024 22.36391 26.67573 28.07984 4 1 186
24.22956 -5.085986 6.573874 15.72353 29.82462 14.64598 47.2415 25.43665 14.85444 19.27157 4 1 195
-31.38726 -0.1108543 -20.40528 -22.87303 -34.49724 -22.94777 -43.20848 -31.66299 -26.27442 -25.9297 4 1 204
38.43651 0.3564909 19.78825 43.10403 35.07281 26.58615 36.66325 4.716239 15.92607 24.51664 1 2 4
23.60424 19.91738 0.2849047 34.30382 44.42428 43.2901 44.88029 26.48188 26.24421 29.27012 1 2 6
18.14645 15.80917 15.69793 10.15968 52.41332 35.35864 52.59851 18.04752 22.99106 26.80248 1 2 11
23.85347 -9.990456 -14.88594 13.02791 32.70842 19.47496 34.43939 0.789055 14.32089 12.63752 1 2 14
46.2135 16.0287 33.59303 37.19135 54.72839 45.65438 56.37257 12.33871 19.87121 35.77687 1 2 16
-4.449622 -11.32249 -9.538093 -4.744886 -3.319077 -16.58954 -3.119888 2.111354 -17.93188 -7.656013 1 2 19
1.494963 -0.8802367 -8.453525 -8.117211 41.46267 12.81894 40.77357 22.49173 23.6328 13.91374 1 2 22
40.15108 22.03296 30.57304 44.99957 62.2094 64.34998 61.06662 36.84157 25.36779 43.06578 1 2 27
44.9319 21.54252 15.13848 38.93621 51.38179 55.02852 51.78557 26.21992 0.4009568 33.92954 1 2 31
55.28353 -1.324895 17.49303 35.0718 56.02016 47.8371 60.15402 8.337821 9.819683 32.07692 1 2 35
-5.635372 -5.06847 -18.0823 -6.207312 7.62996 1.915089 7.354455 15.17999 -5.940126 -0.983788 1 2 37
16.45799 10.11615 15.75583 19.80967 28.66535 20.52823 29.50653 10.1182 4.634748 17.28808 1 2 40
4.931764 7.817331 4.944476 3.669219 8.022685 4.212806 8.650246 -1.615864 8.487489 5.457795 1 2 45
5.141045 6.493953 2.883195 8.749763 12.64489 27.71189 11.0757 15.83619 9.042206 11.06431 1 2 48
-4.014853 -15.84533 -10.10423 -4.382675 13.16164 0.8435366 13.52491 1.702579 6.630014 0.1683991 1 2 52
-12.65333 0.5248432 -15.10825 -16.47204 8.303031 2.820395 8.824818 13.67169 -3.664167 -1.528111 1 2 53
-0.5280324 -3.139892 -1.029454 1.478101 17.38908 12.74411 16.98083 8.913151 9.812057 6.957772 1 2 57
7.105787 17.04485 3.884531 4.944922 25.90049 30.29458 25.66019 11.17812 8.491167 14.94496 1 2 60
23.46123 6.991321 -7.76484 46.34705 35.06824 43.51528 33.6045 41.7947 12.60098 26.17983 1 2 65
31.02632 14.99043 11.39394 30.89928 43.30057 56.2414 42.69379 31.71238 2.257659 29.39064 1 2 67
13.19804 17.33932 -10.2015 13.22911 38.84775 31.78555 38.08037 33.65011 14.15785 21.12074 1 2 70
6.552429 -20.29324 -8.18632 -4.19317 12.66346 -28.36636 16.84745 -18.78506 4.471321 -4.365499 1 2 73
18.20575 15.1551 15.34986 24.87144 23.67361 31.38213 24.08826 10.21695 14.01444 19.66195 1 2 75
39.2569 -1.648918 20.55971 32.79272 45.39911 31.23264 47.21917 3.058249 23.99887 26.87427 1 2 79
