Fp1 Fp2 AF3 AF4 Fz F3 F4 F7 F8 FC5 FC6 FT7 FT8 Cz FC1 FC2 C3 C4 T7 T8 CP1 CP2 CP5 CP6 TP7 TP8 Pz P3 P4 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time emo
0.2413056 0.2927217 0.1658972 -0.2458932 0.1252646 0.01733875 -0.07177103 -0.1091701 -0.5834681 -0.1617879 -0.08524559 -0.02171686 -0.6902639 -0.04639829 0.05478761 0.185096 -0.26438 0.1526284 0.1090771 -0.4381855 -0.07121363 0.1204553 -0.1799053 0.3450416 0.2024084 0.1808441 0.07801195 0.06584051 0.2189445 0.1482079 0.2987585 -0.03209553 0.4668593 0.03974015 0.1750812 -0.1104531 0.1579598 -0.2699201 0.0597567 -0.2367138 -140.2806 1
0.165241 0.2802958 0.1566515 -0.2494345 0.1271212 6.48554e-05 -0.1110843 -0.08331691 -0.5593428 -0.1625632 -0.0370436 0.04377089 -0.7219378 -0.04272575 0.03788116 0.1847588 -0.270289 0.1456131 0.1579998 -0.4164141 -0.08420576 0.1044823 -0.2049257 0.3355649 0.1712172 0.160389 0.09409358 0.05815488 0.2052334 0.1399243 0.2813236 0.0152439 0.4600511 0.05205285 0.151224 -0.0986362 0.1556953 -0.2131512 0.05648502 -0.1960688 -138.2766 1
0.04392815 0.2101847 0.1490375 -0.2883682 0.1449286 -0.01392161 -0.1373589 -0.05636314 -0.5225651 -0.160474 -0.01085205 0.09108953 -0.7479792 -0.004230609 0.04133869 0.1961101 -0.2577891 0.1388063 0.1760368 -0.3895362 -0.08152948 0.1115479 -0.2412667 0.3272333 0.112248 0.155413 0.1101676 0.05278296 0.2075937 0.1078842 0.2727239 0.07072018 0.4564678 0.05785535 0.1550448 -0.1020654 0.1671684 -0.1579117 0.06949875 -0.1564617 -136.2726 1
0.09780886 0.2239576 0.1365569 -0.3416951 0.1629741 -0.03674955 -0.1654515 -0.04128727 -0.4572248 -0.157295 -0.002419873 0.06398299 -0.7259845 0.02510617 0.04545557 0.2050499 -0.2271858 0.1356678 0.1452001 -0.3580666 -0.06893228 0.1254709 -0.2700149 0.3046543 0.049417 0.1448767 0.1253795 0.05054135 0.1814109 0.05770739 0.2616456 0.1184529 0.4172581 0.05018727 0.1442482 -0.1085759 0.1689871 -0.0990484 0.06439961 -0.1218139 -134.2685 1
0.0983742 0.2220495 0.09556337 -0.3704167 0.1808841 -0.0387732 -0.1833305 -0.04269422 -0.3499822 -0.1320468 -0.0007407404 -0.01268392 -0.6095971 0.06658382 0.05656888 0.2127518 -0.1780244 0.1319264 0.06326871 -0.2817054 -0.05093762 0.1398962 -0.281211 0.2826391 -0.006897195 0.1465836 0.128953 0.0552347 0.1484903 0.01723818 0.2511006 0.14516 0.3405469 0.04627131 0.1422197 -0.09846948 0.1540398 -0.06368392 0.06079629 -0.1065434 -132.2645 1
0.04804855 0.2217675 0.04503786 -0.342461 0.1942532 -0.02012565 -0.1900891 -0.03816081 -0.2128224 -0.1012089 0.01136242 -0.08126292 -0.4286513 0.08430133 0.04966153 0.2056178 -0.1488555 0.1041992 -0.03252125 -0.1545791 -0.05637859 0.1240563 -0.2974655 0.2625263 -0.05886276 0.160719 0.1150959 0.05507006 0.115885 -0.008091978 0.2779293 0.1402954 0.3053335 0.0331597 0.09771314 -0.08360288 0.1629964 -0.07146962 0.01914487 -0.136329 -130.2605 1
0.03018829 0.2576697 -0.01440377 -0.3118574 0.1974333 -0.002267635 -0.2156186 -0.03255321 -0.08195227 -0.0795422 0.05139436 -0.1364569 -0.2576702 0.1062186 0.03599938 0.2007987 -0.1246826 0.06999891 -0.1196837 -0.03643906 -0.06691281 0.1000963 -0.3174477 0.2378785 -0.1088722 0.1735445 0.08488498 0.05085903 0.06998397 -0.01674078 0.2842578 0.1184708 0.2860202 0.005731727 0.04159946 -0.0576716 0.147535 -0.09400087 -0.02013034 -0.1880544 -128.2565 1
0.163985 0.3594657 -0.04619452 -0.3005041 0.1910644 0.002374658 -0.2535004 -0.007933565 0.0150648 -0.09741402 0.1162498 -0.1630795 -0.1194164 0.1090221 0.01596638 0.1951956 -0.08665606 0.03977303 -0.1994085 0.03861984 -0.06717483 0.07204186 -0.3370565 0.1924303 -0.1598506 0.1677911 0.05518723 0.04769956 0.01038698 -0.03032028 0.2568898 0.09451881 0.2633431 -0.02779331 -0.03970841 -0.02962217 0.1073074 -0.1008472 -0.0712322 -0.2319737 -126.2525 1
0.08593698 0.3149313 -0.03143371 -0.2491259 0.1958142 0.013611 -0.2477886 0.01709148 0.08847006 -0.1374446 0.2024661 -0.1356745 0.01484919 0.1024631 0.0122872 0.1917382 -0.02750349 -0.0009921829 -0.2816276 0.09686089 -0.05787912 0.04335009 -0.3491288 0.1431804 -0.209737 0.1647368 0.02634868 0.06157974 -0.03455783 -0.0388597 0.2261541 0.1063611 0.2442345 -0.02306907 -0.1096611 0.01134681 0.08128456 -0.08687466 -0.1113021 -0.2482555 -124.2485 1
0.1515788 0.2854496 -0.003338896 -0.1693545 0.2064672 0.02970089 -0.2253997 0.05130655 0.1449131 -0.1740021 0.2744599 -0.1114058 0.1416188 0.0890104 0.01917339 0.190965 0.04316761 -0.03566829 -0.3690466 0.1512944 -0.05572427 0.009602006 -0.3609699 0.07996254 -0.2694989 0.151541 -0.01280509 0.05807906 -0.09543543 -0.04969925 0.1894036 0.124736 0.2004855 -0.02805925 -0.1714171 0.04000404 0.05517656 -0.06433664 -0.1461916 -0.2701155 -122.2445 1
