PO3_amp PO7_amp PO9_amp O1_amp O2_amp Oz_amp PO4_amp PO8_amp PO10_amp ROI_GA_amp emotion ID Trial
15.99683 18.09527 25.80598 31.07226 -7.786392 15.88387 -20.28242 -13.04973 -24.19826 4.615267 1 1 157
-3.555663 7.03349 14.11238 13.43937 -2.575832 -0.6815009 8.867721 -3.352136 13.21281 5.166738 1 1 165
21.83405 -8.614266 -2.31739 14.53811 21.49595 27.75994 40.24995 26.9645 11.2554 17.01847 1 1 167
-16.33639 -14.56127 -1.567754 2.650003 -17.84095 -30.05469 3.241479 -14.23566 18.82501 -7.764469 1 1 168
-2.467166 16.23339 -1.673831 8.351182 -4.02569 11.68851 -28.31458 -3.26966 -9.326066 -1.422657 1 1 170
-7.490504 4.73385 2.443315 14.39455 -7.718266 11.05424 -5.522929 -13.34147 -4.89805 -0.7050294 1 1 173
19.77264 19.26821 29.09911 35.29784 15.28639 18.48199 10.01227 7.542233 15.91278 18.96372 1 1 182
-4.155708 -6.349979 -7.055601 -8.265565 -10.18437 -6.001656 -9.003945 -11.08409 -2.897614 -7.222059 1 1 184
4.724154 -3.918127 7.43088 2.831205 1.347065 -0.8127847 22.51929 7.88675 15.64631 6.406084 1 1 188
-9.803468 4.019255 4.446247 1.278486 11.50975 -12.45201 16.20149 0.3270391 28.45895 4.887304 1 1 193
-5.705936 -7.052843 -7.354709 -7.999177 18.62768 14.58827 12.21029 22.88306 8.130084 5.369636 1 1 198
-2.882737 1.733237 -6.442804 1.977179 -4.991766 11.68011 -12.05198 -8.905664 -3.497051 -2.597941 1 1 200
2.715501 14.74507 4.946836 18.30676 -11.71175 3.92329 -11.47044 -1.799009 -5.523584 1.570297 1 1 203
-14.33978 13.24859 -15.00408 -5.770449 -8.899674 -0.6602178 -17.35572 -4.092625 2.408231 -5.607303 1 1 207
36.55078 -0.6666812 10.57263 34.20672 45.14075 36.62426 29.85577 8.525804 -5.294185 21.72398 2 1 1
27.98389 9.210675 20.02968 16.90604 29.38843 24.05721 34.53159 10.54792 12.6681 20.5915 2 1 7
41.35041 7.29503 24.89516 28.60873 34.11287 29.46031 48.4842 16.6959 9.108799 26.66793 2 1 9
15.59139 2.036466 10.04735 0.08115342 43.71645 12.66798 29.52496 14.25548 0.4701402 14.26571 2 1 15
44.51249 13.94344 7.267888 36.23944 60.76861 48.96924 51.55139 43.97989 26.71982 37.1058 2 1 17
22.36578 4.015576 12.03699 15.73657 7.019526 6.451952 16.46056 7.235921 16.82687 12.01664 2 1 20
16.17536 14.52728 5.005331 25.4349 6.244579 14.96395 16.6224 3.184333 10.95689 12.56834 2 1 23
-3.838373 -8.130755 -17.20366 -19.39387 -4.046165 -7.01209 14.98102 5.669227 -21.00099 -6.663962 2 1 26
24.44867 -3.542925 7.312551 18.1864 16.00797 16.23619 20.19234 2.688885 0.9892008 11.39103 2 1 30
22.34722 1.959826 25.92735 20.3043 5.005059 16.99464 -6.715789 8.13588 7.612383 11.28565 2 1 32
9.724375 -11.02656 -9.761618 -16.06355 -12.38217 -10.03814 -4.611061 5.669713 -3.494315 -5.775927 2 1 36
20.90364 -24.82752 3.845334 -11.37585 17.68874 -10.5942 55.03905 -12.21188 12.96197 5.714365 2 1 44
3.822325 -7.806368 3.548631 -4.786672 27.2266 -3.398728 45.64253 14.50263 29.30545 12.00627 2 1 47
-0.7021597 -5.628278 2.551686 24.78223 -3.010816 -0.3493023 -7.547465 -6.180585 -8.35907 -0.4937515 2 1 48
14.61146 -4.288788 -1.04123 2.517622 -3.680267 1.324457 11.3461 -10.08245 23.04149 3.749823 2 1 50
8.944764 17.96483 11.36966 18.09541 7.695687 10.86838 4.762877 15.20773 -0.2921362 10.51302 2 1 52
25.56838 -3.11677 13.53395 14.01176 9.307243 -3.37988 24.95304 -3.012898 6.71438 9.397688 2 1 59
33.57457 7.834878 6.278745 18.24489 13.00851 20.61775 19.94357 4.318617 -16.78351 11.89311 2 1 62
19.28365 -14.19676 -3.802293 1.491004 -11.34028 -1.362044 23.28056 -12.34805 -3.353612 -0.2608693 2 1 65
9.164319 -15.75428 -4.166685 -0.3194073 16.33739 -0.4860528 29.66464 10.1932 30.48885 8.346887 2 1 69
12.69963 2.92957 10.64102 30.66949 30.15366 15.87578 21.28222 28.70885 15.74642 18.74518 2 1 72
-25.02824 -3.722119 3.447914 16.20964 2.027488 6.745232 -19.98731 5.488793 -20.41154 -3.91446 2 1 73
24.65577 12.9116 18.5465 30.60122 16.03555 32.1423 29.25928 4.589433 -6.473227 18.02983 2 1 79
-27.93345 -22.64616 -30.54648 -30.90469 2.951182 -18.41933 -2.856766 6.265861 11.92255 -12.46303 2 1 81
29.39775 -2.777252 -9.173176 10.84286 32.57358 34.92837 45.2026 35.61024 21.10165 21.9674 2 1 82
13.34557 -5.62597 7.20602 18.1033 0.6804948 21.34401 14.65023 -0.5043092 8.192007 8.59904 2 1 89
-0.1291918 21.01198 8.834292 8.536167 -2.964682 -2.636709 -8.789058 -2.585195 2.172064 2.605519 2 1 91
19.58404 -6.468275 7.250033 -0.6346481 8.828172 6.049743 19.69663 -2.841212 -18.73995 3.636058 2 1 95
9.129559 -4.501166 16.71973 1.561569 0.2274084 -13.15484 32.3287 1.621889 6.296261 5.581012 2 1 97
-15.89345 -4.753088 -17.60705 -9.023201 -2.857262 -20.34514 7.83042 1.432553 8.11368 -5.900281 2 1 100
13.79171 -4.461153 5.818405 21.66755 16.93123 28.35206 29.89689 9.329082 2.566411 13.7658 2 1 103
30.06806 -18.59226 -9.542478 9.282087 2.238156 6.381228 31.957 -0.7427238 18.44993 7.72211 2 1 108
7.341862 -0.6091397 23.10914 14.25746 7.251009 3.869882 21.85936 2.990634 24.54641 11.62407 2 1 110
3.83522 -14.69043 -2.695554 -5.427667 -13.58498 -19.17652 11.94865 -11.12645 3.542656 -5.263896 2 1 115
-2.794937 5.068398 -8.046696 -4.404559 15.22569 8.690818 5.758843 20.01552 2.865687 4.708752 2 1 116
53.22726 5.598903 30.41446 33.02096 26.44529 28.84856 54.32874 16.71949 17.62335 29.58078 2 1 124
17.46766 -6.697279 0.3117623 1.703843 17.51185 8.166625 17.9181 9.069488 18.28382 9.303986 2 1 127
-4.091269 1.148174 8.460749 7.939131 10.4044 19.95054 12.70572 9.661669 8.997041 8.352906 2 1 129
-10.25912 -3.621907 -6.588126 -3.025552 -10.63359 -19.4667 -15.94217 -0.6899759 8.775876 -6.827919 2 1 131
49.88067 1.888195 31.38049 35.99746 7.753858 15.24912 31.17746 13.87495 25.77134 23.66373 2 1 136
17.82487 7.574226 7.134473 14.65153 -9.170593 22.16169 -14.34603 -5.860789 -31.21192 0.9730502 2 1 143
-2.76515 6.494292 -7.642752 1.811455 -1.103573 14.69406 4.849107 3.463754 -2.179868 1.957925 2 1 144
-15.19016 3.864274 1.401638 -9.442241 -17.00811 -6.148189 -10.46456 -11.24178 2.852058 -6.819674 2 1 148
16.54398 3.011123 9.678509 21.26169 21.0722 24.47578 -1.415306 18.91241 2.853934 12.9327 2 1 152
12.91976 -5.873553 0.7664223 -3.14022 12.69602 4.381106 31.32443 17.72407 28.10135 10.98882 2 1 154
9.958447 -9.594743 -1.313609 -3.999187 -6.67709 -19.4187 21.65183 -3.789081 10.74495 -0.2707975 2 1 159
13.35086 -0.4671462 2.434282 -1.219467 -0.4022436 6.473295 8.52732 9.01773 4.533178 4.694201 2 1 161
8.41402 -21.18007 -3.207941 -10.94531 1.618981 -9.271379 1.385234 -1.535173 -0.4508836 -3.908058 2 1 164
9.275956 -3.4683 -12.73893 -1.546892 30.49547 19.57339 26.81271 37.68586 24.30078 14.48778 2 1 171
6.288897 5.915643 -1.279156 9.81318 13.38219 17.60621 9.544688 18.92617 -7.303711 8.099346 2 1 174
21.2807 7.557582 11.83986 6.392439 21.64224 21.84853 20.1547 22.41343 18.86503 16.88828 2 1 176
8.656922 -6.623092 3.28082 2.912392 5.864375 4.691609 10.75421 -3.239622 -7.991023 2.034066 2 1 180
-3.938521 19.53012 2.773468 7.107368 12.23528 30.95577 -1.119202 14.45772 -7.967348 8.226072 2 1 183
24.49659 9.19768 3.464176 2.695033 3.695483 16.7095 28.19896 -1.931781 18.24694 11.6414 2 1 187
23.90088 -13.2962 5.559947 5.3365 17.74769 8.302611 21.46791 12.03865 11.31521 10.26369 2 1 189
24.37574 -3.500752 1.271052 12.26628 22.2139 29.01577 43.05933 20.17955 10.97237 17.76147 2 1 191
14.367 1.851622 5.400445 19.22388 16.45498 16.54166 5.300741 22.93235 1.385527 11.49536 2 1 192
-11.56353 16.39835 3.362617 3.69235 4.856315 16.79416 -17.29403 0.9206682 2.815027 2.220214 2 1 196
-1.585571 5.204469 -1.862145 -8.918365 13.58633 8.393176 24.24804 11.39597 0.2143957 5.630701 2 1 197
-0.7311026 -2.261857 7.263361 3.283504 4.458825 1.242447 0.6024279 5.655709 -1.331277 2.020226 2 1 201
-9.91037 6.434978 0.138674 11.00512 14.26277 -3.940214 1.979817 15.51318 -0.9366087 3.838595 3 1 2
28.91022 -5.674529 17.65587 25.36966 15.99374 3.679271 34.57678 -6.194955 4.128821 13.16054 3 1 5
17.09477 -1.846651 0.684171 -13.45626 4.916897 7.240335 41.92493 21.69794 24.12294 11.37545 3 1 8
23.99157 -4.313869 16.19603 18.90844 28.06567 20.6331 30.28778 3.060909 -6.912748 14.43521 3 1 10
21.67619 -6.784075 15.52409 23.38015 6.422033 7.116611 19.4869 6.856292 19.69888 12.59745 3 1 12
21.0382 -10.96485 19.99885 17.25088 13.57145 18.77544 14.30868 -8.000906 6.706658 10.29827 3 1 21
9.856209 4.415398 -1.79101 -2.0239 9.529869 15.52861 24.24663 2.339493 9.139697 7.915667 3 1 25
22.35254 5.836398 -6.085109 7.250798 12.44179 4.226893 26.29322 17.01232 9.439344 10.97424 3 1 28
-0.7520657 2.784998 -1.19574 3.072842 23.45909 12.16833 -15.30928 7.624505 -17.74706 1.567291 3 1 29
17.92493 2.996811 14.31996 2.392756 25.25147 11.09688 -0.5959856 3.574015 9.206607 9.57416 3 1 34
3.867268 1.938002 -5.018669 0.8741542 6.324667 -3.648524 17.45462 -1.164838 -4.525293 1.789043 3 1 38
-7.439381 -9.461113 -12.72072 -0.7469137 17.17925 2.201984 10.11854 -3.219093 -3.409182 -0.8329582 3 1 39
38.09165 2.937952 2.419834 3.903912 31.17296 31.1582 58.37251 36.08954 2.187399 22.92599 3 1 41
19.26293 -11.94758 1.350738 8.741712 40.35703 24.776 28.50968 36.12666 37.02953 20.46741 3 1 43
9.43783 -4.456005 -8.65941 6.28826 -5.630054 18.42783 6.985015 6.008015 3.929151 3.592293 3 1 51
31.47455 -4.788582 23.92101 23.40519 -9.126139 17.44389 3.873789 -13.11154 -10.3864 6.967307 3 1 55
0.7194805 5.846085 16.06549 -1.292958 13.58339 -2.249117 -5.94429 0.7568781 -3.113543 2.707935 3 1 57
0.7423703 7.744913 -0.5898857 0.6950049 -5.735239 -0.9103281 3.864336 -7.761091 -5.261512 -0.8012704 3 1 60
11.92349 8.613283 1.393009 15.35422 0.7886336 4.062364 8.710847 -8.859115 -11.97512 3.334623 3 1 64
-13.47638 5.647317 -27.63019 -24.81137 -17.20301 9.370235 -9.55076 -15.8205 -22.74254 -12.91302 3 1 67
0.5583658 -1.775995 0.8944421 9.40834 8.552303 14.07162 26.3079 -0.507981 1.442006 6.550111 3 1 70
2.820256 5.532706 -4.652227 5.418088 -7.617526 -10.33498 13.82299 2.088269 20.38818 3.051751 3 1 75
30.9244 -0.5663534 27.79498 17.0949 4.391787 21.51325 27.46777 3.751996 -0.03547051 14.70414 3 1 77
33.98004 1.732686 2.454995 24.41993 33.68723 35.86945 54.49464 30.01851 9.339952 25.11082 3 1 86
-14.41653 7.531644 -7.296568 3.957766 -4.161127 0.238752 -12.21285 -2.328071 -9.822836 -4.278869 3 1 90
-20.36714 1.580695 -14.96883 -6.729238 -4.355638 -0.5237527 -4.402357 6.233236 15.12559 -3.156381 3 1 93
22.08087 -0.4358366 27.19559 10.63888 28.8754 1.997091 38.97519 16.64163 30.36507 19.59265 3 1 98
-11.45894 2.265136 -16.12019 -33.68339 -15.30389 -19.35764 -0.530513 -22.62145 -7.514053 -13.81388 3 1 102
5.916183 13.41251 15.73968 21.15054 5.634794 20.11471 -1.380147 16.88533 -1.165033 10.70095 3 1 104
14.72173 12.25531 6.690632 16.20145 4.436007 12.7298 31.71526 -0.9820208 14.97007 12.52647 3 1 109
16.73907 -4.803835 -1.707558 -1.388878 23.88479 24.57957 30.39209 16.06344 -2.123555 11.29279 3 1 111
9.438806 -15.81544 -3.892216 4.038222 0.01276963 4.653363 7.777699 -10.92376 -10.83768 -1.727581 3 1 117
25.42267 6.513616 9.176126 12.66329 23.51505 12.91267 42.11611 23.71205 38.91899 21.66117 3 1 119
1.284934 -11.18775 -4.350422 -0.2626386 13.44646 14.34482 14.28903 5.614084 -17.21755 1.77344 3 1 123
31.20712 -9.471776 21.31017 19.0405 32.14167 23.80636 36.37846 18.8359 13.3741 20.73583 3 1 125
1.010544 12.13149 3.6159 6.727267 10.72635 6.912775 18.30563 8.746018 30.70024 10.98625 3 1 128
14.91183 8.295802 11.14729 20.20747 11.3379 25.84223 1.984432 6.834636 -6.770357 10.42125 3 1 132
19.02613 -5.583346 18.38941 16.41288 14.29988 -13.08007 32.57999 2.700665 13.24517 10.88786 3 1 135
11.72441 2.333742 -6.995299 0.3555258 14.38479 10.34933 -2.37704 17.21179 -10.64843 4.037647 3 1 137
-3.768834 -6.034773 -6.972807 -2.64406 0.4915495 0.1792086 -1.691803 6.441536 8.818312 -0.5757411 3 1 138
19.03899 15.11833 -4.992241 19.4438 12.11743 24.77874 4.846882 14.05452 -5.062152 11.03826 3 1 142
7.785883 -10.74966 -6.826254 -9.511367 10.51814 21.7207 14.74534 12.10272 11.38462 5.685569 3 1 147
18.99729 3.957586 11.76319 23.95891 13.3542 11.76149 22.33935 3.582819 11.91781 13.51474 3 1 151
-9.829998 -19.57948 -9.235327 -16.84568 22.31384 -2.531034 40.26493 22.52252 31.07746 6.461915 3 1 153
43.58751 2.006662 15.95443 24.97282 18.44439 24.87995 33.18077 10.75479 16.61901 21.15559 3 1 158
16.67801 -2.04987 8.561124 24.01164 -1.716444 1.121078 8.465041 2.744381 8.280735 7.343966 3 1 160
-9.226837 -9.356698 -4.938174 -7.731136 9.885855 -13.28856 2.592628 2.085862 8.013878 -2.440353 3 1 163
-5.674578 -9.015672 -6.518605 -16.49518 -9.141772 14.36233 -12.34484 -19.03681 -29.71238 -10.3975 3 1 166
10.93653 8.376185 8.250313 3.782134 5.511013 7.893061 6.789878 -5.384402 -7.308967 4.316194 3 1 169
39.24183 14.65862 14.18235 39.1489 17.60964 26.93162 34.01606 9.626017 14.8989 23.36822 3 1 175
19.68474 -4.157971 14.82219 12.13487 -1.910603 6.980212 8.647346 -12.87843 -2.908777 4.490397 3 1 177
15.43728 -3.425613 0.05874302 22.11691 5.603579 13.82965 14.59021 10.33104 -0.2778495 8.695995 3 1 179
0.9667076 -13.85874 -14.11697 -2.015887 2.093923 -0.5793242 18.81101 6.411082 20.5747 2.031834 3 1 181
15.84417 -12.03153 11.44771 7.572511 -0.4353248 1.598641 12.03683 -5.354961 3.151961 3.75889 3 1 185
13.9634 -24.0848 -4.743672 -6.595119 19.85521 -1.539368 44.69696 10.40512 16.62417 7.620213 3 1 190
14.66947 -14.1979 -3.022806 0.4580633 0.1503635 3.755039 14.60704 11.89988 15.79098 4.901126 3 1 194
6.051599 -11.46892 -13.60248 -3.431433 4.430284 3.65109 8.262132 4.770211 8.999469 0.8513284 3 1 199
-24.37668 -6.744162 -22.7462 -30.08164 -13.06014 -0.558916 -24.79751 -10.92921 -16.3204 -16.62387 3 1 202
10.86985 -13.14832 -15.17435 -0.9852931 4.967845 6.859476 37.55901 2.482941 14.26606 5.29969 3 1 205
7.783893 0.5941213 17.74208 -4.71197 -3.023468 -32.00467 29.60333 -8.856565 26.92387 3.783402 3 1 206
24.8535 3.195769 6.275848 1.638625 47.10647 19.74626 48.55694 9.363944 5.573916 18.47903 4 1 3
-24.43913 11.06836 -13.07111 -18.96665 -40.57679 -5.899466 -51.33588 -36.94145 -42.33169 -24.72153 4 1 13
41.73264 9.515852 27.30775 50.59152 12.32379 32.21958 12.31193 18.53601 -33.79206 18.97189 4 1 18
22.12018 -22.07603 13.61985 9.63713 24.39693 -6.196765 40.03654 16.79707 38.98001 15.25721 4 1 24
24.11717 6.931139 1.422984 32.16236 24.55089 49.21184 8.894138 24.05825 -14.78306 17.39619 4 1 33
20.32264 5.60713 11.96145 16.96686 13.74419 29.83475 7.125989 13.1849 0.6037796 13.2613 4 1 42
36.53661 4.288708 12.79199 29.96686 30.91736 33.10914 42.1664 36.56806 7.187234 25.94804 4 1 46
45.27493 4.477861 29.49912 33.26466 39.4571 35.44258 51.90388 27.6981 32.95138 33.32996 4 1 56
14.65935 2.82884 -20.60313 -8.394049 14.08631 1.338134 28.13637 5.828051 -0.1906506 4.187691 4 1 63
47.12849 14.22817 27.03789 34.5957 44.83948 35.90326 52.58345 37.63694 20.33184 34.92058 4 1 78
38.1768 5.699183 15.53136 36.984 49.93829 35.09202 63.09175 38.17084 11.80326 32.72083 4 1 83
34.49165 -1.274618 8.835209 31.59538 9.251756 26.55618 2.944352 12.44072 4.926323 14.41855 4 1 88
27.76762 1.544462 18.44121 20.73154 19.84336 20.24402 40.7592 17.1948 6.168439 19.18829 4 1 99
33.60775 0.4188994 13.44685 14.61563 5.937212 23.96922 5.771321 14.78984 5.681152 13.13754 4 1 106
24.27308 3.90945 33.87371 15.60427 6.573036 8.329838 11.66367 1.143598 1.420366 11.86567 4 1 114
39.76953 -10.50877 12.00789 9.928719 22.59962 19.08415 35.93108 17.70103 -0.3941954 16.23545 4 1 121
-4.179166 -0.7827196 -4.570738 4.992117 6.060345 2.795707 37.79295 6.889687 27.44595 8.493792 4 1 126
47.54209 -15.48896 20.74908 7.632912 28.30568 12.48411 45.82509 22.04974 11.50265 20.06693 4 1 133
6.382541 16.78941 16.32644 38.60299 5.841533 28.61967 -12.48931 12.87476 -7.806603 11.68238 4 1 140
20.47532 -3.327588 -1.829005 1.513803 21.82891 17.53364 25.7273 18.1773 9.901387 12.22234 4 1 145
37.25013 -19.08629 -0.5125849 5.091614 18.5372 33.04033 45.0579 17.67752 6.490573 15.9496 4 1 156
33.7756 2.937669 12.21302 31.71207 21.81886 28.63717 23.60954 13.16309 -0.4054848 18.60683 4 1 162
26.74233 4.970846 -5.867511 8.018091 22.81692 18.96302 25.44441 16.92011 -6.1436 12.4294 4 1 172
35.09592 11.20699 19.4532 30.63307 20.64649 40.01405 18.60476 9.626625 -6.323083 19.88422 4 1 178
44.87798 3.094444 30.2424 29.23729 28.39838 31.23244 49.74119 24.49813 29.1329 30.05057 4 1 186
21.07064 -8.69426 5.474484 10.19609 21.88496 6.464764 46.40056 13.88657 13.32949 14.44592 4 1 195
-26.01744 -0.6161608 -15.25564 -19.30688 -32.64738 -23.56314 -39.74685 -30.34077 -21.87175 -23.26289 4 1 204
40.51094 0.6386454 16.87794 45.38517 41.34872 28.48422 43.42882 5.822236 17.11002 26.62297 1 2 4
25.09837 16.68064 3.841727 33.09834 46.03567 45.43551 46.70377 23.81299 27.39013 29.78857 1 2 6
24.98666 16.26018 20.36585 18.74772 59.06707 42.87355 59.52414 19.26865 27.17922 32.03034 1 2 11
41.10627 -7.408335 -2.231018 28.21354 44.15206 31.56981 46.36501 -1.290439 20.06178 22.28207 1 2 14
53.8891 15.16047 34.68676 41.4269 67.53143 53.45718 69.87725 14.66816 26.25303 41.88336 1 2 16
-2.589928 -18.38569 -5.152102 -4.917223 -3.513465 -22.17373 -2.648637 -4.776968 -17.05787 -9.023956 1 2 19
10.54717 3.737899 1.745596 1.848637 49.51991 17.30148 49.41975 22.25827 29.18812 20.61854 1 2 22
47.25179 15.11774 36.5109 47.72257 69.96177 62.74653 69.33105 31.46674 28.06383 45.35255 1 2 27
49.5701 19.50336 17.14817 42.42128 57.40337 58.31858 57.7896 28.43443 6.885559 37.49716 1 2 31
54.78212 -4.138237 18.78053 33.78534 55.07349 44.54816 59.22825 6.966522 10.47228 31.05538 1 2 35
-6.881073 -2.118036 -20.71313 -5.626624 12.70775 5.555857 12.57031 21.00679 -4.592173 1.323297 1 2 37
27.99038 15.19616 28.19302 31.56106 39.62088 34.47809 40.54571 14.19071 11.84422 27.06892 1 2 40
21.99296 12.21321 16.81871 21.09847 23.15792 18.24589 23.96827 0.4561353 13.9122 16.87375 1 2 45
16.10032 10.45139 9.266692 22.44107 22.95934 40.86623 21.55954 18.51915 13.78033 19.54934 1 2 48
-1.515223 -10.87244 -7.788949 -2.081239 13.86801 1.246695 14.71849 2.78228 5.857204 1.801647 1 2 52
8.668522 6.851488 0.8629277 4.681689 21.39665 18.30782 22.12589 13.512 3.265415 11.07471 1 2 53
8.985075 -6.655356 2.850238 6.868733 33.45955 20.67774 33.33702 12.87803 17.45452 14.4284 1 2 57
12.90973 18.27175 8.612266 13.08926 31.85706 38.45498 31.36975 12.91327 12.33361 19.97907 1 2 60
27.03246 3.645665 -6.825043 45.55645 41.53549 44.87953 41.07762 39.84078 13.72978 27.8303 1 2 65
40.43297 11.64742 16.91877 38.13914 52.15368 64.60065 51.95386 33.47144 7.737373 35.22837 1 2 67
16.62125 24.67942 -6.65332 18.89602 36.88493 35.42299 36.39531 35.03413 8.387999 22.85208 1 2 70
20.19234 -12.65182 -1.007476 12.15242 32.12459 -6.413919 36.0617 -8.351001 15.76518 9.763557 1 2 73
26.29189 12.58927 19.06997 35.3148 34.81656 39.3507 35.71769 10.55504 23.28194 26.33198 1 2 75
51.90671 3.895278 31.93887 48.66837 53.73455 45.0519 55.45024 5.55241 27.6249 35.98036 1 2 79
12.8881 17.38497 -3.759117 13.62855 31.15675 41.89155 31.51598 30.61512 20.36969 21.74351 1 2 83
-20.73905 -20.50354 -23.40785 -22.81022 -0.3590126 -14.64324 2.419097 -16.49631 -8.533399 -13.89706 1 2 84
