P8_amp TP8_amp CP6_amp ROI_GA_amp P8_lat TP8_lat CP6_lat ROI_GA_lat emotion ID Trial hem
4.247458 3.316852 16.08928 7.88453 192.3848 190.3808 192.3848 191.7168 1 13 61 2
-25.01792 -17.34518 -11.40824 -17.92378 206.4128 206.4128 206.4128 206.4128 1 13 66 2
25.13276 5.616522 -11.08483 6.554819 206.4128 206.4128 206.4128 206.4128 1 13 68 2
-17.94602 -5.27389 -11.81004 -11.67665 190.3808 190.3808 192.3848 191.0488 1 13 71 2
-24.18285 -10.36985 -35.49425 -23.34898 202.4048 204.4088 206.4128 204.4088 1 13 74 2
-3.90066 3.996507 4.940309 1.678718 206.4128 206.4128 206.4128 206.4128 1 13 76 2
16.27232 16.87229 11.31753 14.82072 190.3808 192.3848 192.3848 191.7168 1 13 80 2
-2.748851 10.68925 7.961541 5.300646 192.3848 192.3848 194.3888 193.0528 1 13 84 2
-2.224015 -2.677955 2.931303 -0.656889 206.4128 206.4128 206.4128 206.4128 1 13 86 2
2.27891 -1.259184 -19.63386 -6.20471 198.3968 196.3928 200.4008 198.3968 1 13 90 2
-3.522569 -10.05646 9.364639 -1.404798 204.4088 206.4128 206.4128 205.7448 1 13 92 2
-10.97769 -16.88064 -3.580706 -10.47968 206.4128 206.4128 206.4128 206.4128 1 13 94 2
8.253039 -2.735616 26.47435 10.66393 206.4128 206.4128 206.4128 206.4128 1 13 98 2
2.256997 -4.35351 -19.33284 -7.143119 190.3808 206.4128 206.4128 201.0688 1 13 102 2
-16.11291 -18.54046 3.924708 -10.24289 206.4128 206.4128 206.4128 206.4128 1 13 104 2
-23.84521 -11.6608 -13.85955 -16.45519 190.3808 190.3808 190.3808 190.3808 1 13 109 2
-38.49251 -48.32831 -44.4403 -43.7537 194.3888 192.3848 206.4128 197.7288 1 13 110 2
-27.32521 -13.89213 -28.3297 -23.18235 202.4048 206.4128 190.3808 199.7328 1 13 114 2
20.24499 16.35519 24.62374 20.40797 198.3968 204.4088 206.4128 203.0728 1 13 116 2
12.34097 6.521987 6.639561 8.500839 206.4128 206.4128 206.4128 206.4128 1 13 118 2
6.354326 -4.705333 -0.9036376 0.2484517 206.4128 206.4128 206.4128 206.4128 1 13 126 2
-3.312324 24.27124 24.51752 15.15881 206.4128 206.4128 206.4128 206.4128 1 13 130 2
-14.02335 -2.437336 -23.91326 -13.45798 190.3808 190.3808 190.3808 190.3808 1 13 135 2
-12.70035 1.333444 -12.27063 -7.879176 190.3808 190.3808 206.4128 195.7248 1 13 137 2
-9.19246 -11.13233 1.628663 -6.232041 190.3808 190.3808 190.3808 190.3808 1 13 142 2
11.08975 17.36261 -5.812057 7.546766 190.3808 206.4128 190.3808 195.7248 1 13 145 2
8.500662 -38.75106 -12.17448 -14.14163 200.4008 190.3808 206.4128 199.0648 1 13 146 2
-14.70641 -8.106769 -16.39523 -13.06947 206.4128 198.3968 206.4128 203.7408 1 13 151 2
-9.206488 -19.38076 -8.744759 -12.444 206.4128 206.4128 206.4128 206.4128 1 13 153 2
-10.47543 -9.192947 -30.17253 -16.61363 190.3808 190.3808 196.3928 192.3848 1 13 161 2
15.37609 -5.289104 19.10697 9.73132 190.3808 190.3808 190.3808 190.3808 1 13 163 2
-3.0494 -6.177044 -5.988811 -5.071752 206.4128 190.3808 194.3888 197.0608 1 13 164 2
10.09486 30.23777 27.21931 22.51732 206.4128 206.4128 206.4128 206.4128 1 13 166 2
1.033378 -2.077594 5.622959 1.526248 206.4128 206.4128 206.4128 206.4128 1 13 169 2
-35.07293 -20.81647 -11.96901 -22.61947 206.4128 190.3808 198.3968 198.3968 1 13 177 2
-6.803189 -5.194134 -2.739033 -4.912119 190.3808 190.3808 190.3808 190.3808 1 13 179 2
-27.12559 -5.371678 -19.61535 -17.37087 206.4128 206.4128 190.3808 201.0688 1 13 183 2
0.5921031 9.254801 43.52309 17.79 190.3808 190.3808 190.3808 190.3808 1 13 188 2
-12.52895 -12.66417 -7.435974 -10.87636 194.3888 196.3928 190.3808 193.7208 1 13 193 2
5.839552 -4.340737 22.92821 8.142342 206.4128 206.4128 206.4128 206.4128 1 13 195 2
-15.7279 -11.92574 -21.40726 -16.35363 198.3968 206.4128 190.3808 198.3968 1 13 198 2
-35.30949 -11.6092 -28.49331 -25.13733 206.4128 190.3808 190.3808 195.7248 1 13 200 2
-16.33965 5.222508 -10.3561 -7.157747 198.3968 198.3968 190.3808 195.7248 2 13 1 2
6.484309 16.30936 14.05021 12.28129 206.4128 206.4128 206.4128 206.4128 2 13 7 2
9.047075 7.540168 6.665495 7.750912 206.4128 190.3808 206.4128 201.0688 2 13 9 2
-18.52296 5.262542 20.44211 2.393898 206.4128 206.4128 206.4128 206.4128 2 13 15 2
-21.35814 -0.5867112 23.93682 0.6639875 190.3808 192.3848 192.3848 191.7168 2 13 17 2
-5.473017 -9.050525 -6.875897 -7.133146 198.3968 198.3968 206.4128 201.0688 2 13 20 2
-22.57492 -21.68244 -0.2069092 -14.82143 202.4048 202.4048 190.3808 198.3968 2 13 23 2
18.06186 -5.034256 -15.03606 -0.6694838 190.3808 206.4128 190.3808 195.7248 2 13 26 2
-1.010095 7.203552 3.126128 3.106529 206.4128 206.4128 206.4128 206.4128 2 13 30 2
-5.782233 -0.8058126 11.6214 1.677785 206.4128 206.4128 190.3808 201.0688 2 13 32 2
33.40459 -5.068602 10.51512 12.95037 206.4128 206.4128 206.4128 206.4128 2 13 36 2
-14.47881 -17.98045 -34.79511 -22.41812 190.3808 190.3808 190.3808 190.3808 2 13 44 2
-4.718718 -13.52539 -5.232296 -7.825467 204.4088 206.4128 192.3848 201.0688 2 13 47 2
7.009649 26.58999 2.364648 11.9881 200.4008 190.3808 190.3808 193.7208 2 13 48 2
17.33476 5.018396 8.142487 10.16522 190.3808 190.3808 194.3888 191.7168 2 13 50 2
-13.91662 4.187378 -19.734 -9.821081 190.3808 190.3808 190.3808 190.3808 2 13 52 2
-11.82813 -14.75398 -0.7659126 -9.116006 204.4088 196.3928 190.3808 197.0608 2 13 59 2
-9.197761 -33.80054 -22.1235 -21.70727 190.3808 190.3808 190.3808 190.3808 2 13 62 2
0.7625198 -18.21583 17.01635 -0.1456509 196.3928 206.4128 190.3808 197.7288 2 13 65 2
-25.65279 -11.86055 -23.10351 -20.20562 204.4088 206.4128 206.4128 205.7448 2 13 69 2
3.186747 11.14617 -16.18279 -0.6166248 206.4128 206.4128 206.4128 206.4128 2 13 72 2
2.025752 -3.55705 -0.01405644 -0.5151181 194.3888 206.4128 206.4128 202.4048 2 13 73 2
-20.48334 -0.1671503 -13.61467 -11.42172 190.3808 190.3808 190.3808 190.3808 2 13 79 2
-14.61373 3.498785 -0.791594 -3.968846 206.4128 206.4128 206.4128 206.4128 2 13 81 2
7.632859 -12.07661 1.237853 -1.068632 206.4128 206.4128 196.3928 203.0728 2 13 82 2
-6.76964 -10.57288 -11.77069 -9.704404 196.3928 206.4128 206.4128 203.0728 2 13 89 2
27.68894 0.5295026 8.908209 12.37555 206.4128 194.3888 206.4128 202.4048 2 13 93 2
-24.55525 -8.321433 -23.07152 -18.6494 206.4128 202.4048 198.3968 202.4048 2 13 95 2
-8.035515 -14.15096 -11.85874 -11.3484 190.3808 206.4128 190.3808 195.7248 2 13 100 2
4.229262 -6.505857 18.28137 5.334926 190.3808 190.3808 194.3888 191.7168 2 13 105 2
11.6971 30.6385 24.00427 22.11329 190.3808 190.3808 190.3808 190.3808 2 13 107 2
-2.074979 6.160044 -9.348355 -1.75443 190.3808 190.3808 190.3808 190.3808 2 13 112 2
12.50921 5.113523 -6.208692 3.804681 190.3808 190.3808 190.3808 190.3808 2 13 120 2
-2.914845 -8.417362 -11.30624 -7.546149 192.3848 190.3808 190.3808 191.0488 2 13 123 2
-21.69569 -10.70313 -9.795703 -14.06484 190.3808 190.3808 190.3808 190.3808 2 13 125 2
4.378873 3.912037 -4.251149 1.346587 190.3808 190.3808 206.4128 195.7248 2 13 127 2
-16.39509 -21.6422 -12.57401 -16.87043 198.3968 190.3808 198.3968 195.7248 2 13 132 2
11.65832 11.11881 7.573323 10.11682 192.3848 194.3888 202.4048 196.3928 2 13 139 2
17.56422 10.25019 -3.598297 8.072038 206.4128 204.4088 202.4048 204.4088 2 13 140 2
18.58914 40.49693 25.4096 28.16522 190.3808 190.3808 192.3848 191.0488 2 13 144 2
-8.199605 -21.76143 -15.8303 -15.26378 198.3968 206.4128 200.4008 201.7368 2 13 148 2
1.075528 7.158225 9.328843 5.854198 206.4128 202.4048 190.3808 199.7328 2 13 150 2
-13.66319 0.4019741 -34.58843 -15.94988 206.4128 194.3888 190.3808 197.0608 2 13 155 2
2.781334 -6.150836 3.533979 0.05482554 206.4128 206.4128 190.3808 201.0688 2 13 157 2
-13.75545 -17.9544 -6.62317 -12.77767 192.3848 190.3808 206.4128 196.3928 2 13 160 2
3.895861 -14.34678 5.581091 -1.623277 192.3848 190.3808 206.4128 196.3928 2 13 167 2
3.946187 -13.94624 9.334538 -0.221837 190.3808 198.3968 190.3808 193.0528 2 13 170 2
-8.325638 8.007653 0.7343378 0.1387844 206.4128 194.3888 206.4128 202.4048 2 13 172 2
1.351582 2.669795 17.33453 7.118635 206.4128 206.4128 206.4128 206.4128 2 13 175 2
3.042293 -23.75785 -39.71143 -20.14233 190.3808 190.3808 196.3928 192.3848 2 13 178 2
5.781679 5.139125 -2.494231 2.808858 190.3808 206.4128 190.3808 195.7248 2 13 182 2
-12.95489 -16.68434 -0.0705134 -9.903249 206.4128 206.4128 206.4128 206.4128 2 13 184 2
-3.583337 -10.97479 -10.68463 -8.414254 190.3808 190.3808 206.4128 195.7248 2 13 186 2
-21.33297 -7.895231 13.66935 -5.186283 190.3808 190.3808 190.3808 190.3808 2 13 187 2
-1.323774 6.157193 2.313393 2.382271 206.4128 206.4128 206.4128 206.4128 2 13 191 2
-2.394223 16.16665 -0.3409008 4.477174 192.3848 206.4128 206.4128 201.7368 2 13 192 2
-8.510876 -20.97343 -19.10007 -16.19479 206.4128 206.4128 206.4128 206.4128 2 13 196 2
-15.6657 -10.48665 5.003181 -7.049723 206.4128 200.4008 206.4128 204.4088 3 13 2 2
-16.09765 2.388867 17.78391 1.358373 206.4128 206.4128 190.3808 201.0688 3 13 5 2
-18.98321 -11.14301 -32.59709 -20.90777 194.3888 190.3808 206.4128 197.0608 3 13 8 2
-4.084638 -18.02947 -17.51053 -13.20821 190.3808 190.3808 190.3808 190.3808 3 13 10 2
-9.671675 -18.45165 8.911721 -6.403867 190.3808 196.3928 190.3808 192.3848 3 13 12 2
-12.99231 -10.39331 -16.6285 -13.33804 206.4128 206.4128 204.4088 205.7448 3 13 21 2
31.07655 27.6138 23.55818 27.41617 190.3808 206.4128 190.3808 195.7248 3 13 25 2
6.79925 5.837763 3.765472 5.467495 206.4128 190.3808 190.3808 195.7248 3 13 28 2
-17.01681 -12.96947 -13.95226 -14.64618 190.3808 190.3808 190.3808 190.3808 3 13 29 2
-16.67898 4.14448 -9.602436 -7.378979 206.4128 190.3808 190.3808 195.7248 3 13 34 2
-17.06866 -13.48263 -26.73918 -19.09682 202.4048 202.4048 202.4048 202.4048 3 13 38 2
-36.07559 -22.49209 -24.16429 -27.57732 206.4128 190.3808 206.4128 201.0688 3 13 39 2
3.847855 5.2768 -6.67733 0.8157747 190.3808 190.3808 190.3808 190.3808 3 13 41 2
-4.717596 -24.04469 -27.12795 -18.63008 190.3808 190.3808 190.3808 190.3808 3 13 43 2
-24.53608 -14.28249 -5.129663 -14.64941 198.3968 204.4088 192.3848 198.3968 3 13 51 2
-1.857072 10.73045 13.31888 7.397419 190.3808 206.4128 190.3808 195.7248 3 13 55 2
-15.47304 1.629503 -2.468566 -5.437367 206.4128 204.4088 206.4128 205.7448 3 13 57 2
-23.32384 -15.60208 -15.18732 -18.03774 206.4128 206.4128 206.4128 206.4128 3 13 60 2
-19.25468 -14.36392 -23.15521 -18.92461 202.4048 206.4128 206.4128 205.0768 3 13 64 2
-32.29411 -15.51933 -18.3447 -22.05271 196.3928 206.4128 206.4128 203.0728 3 13 67 2
-4.682278 25.42371 -4.818609 5.307609 190.3808 190.3808 190.3808 190.3808 3 13 70 2
-12.8727 -1.377056 -11.60089 -8.61688 206.4128 206.4128 206.4128 206.4128 3 13 75 2
-12.46167 -6.875202 -2.703662 -7.346845 206.4128 206.4128 204.4088 205.7448 3 13 77 2
-18.31217 6.270208 -10.58622 -7.542727 206.4128 206.4128 206.4128 206.4128 3 13 85 2
10.10156 -20.99579 -20.92716 -10.60713 200.4008 196.3928 196.3928 197.7288 3 13 88 2
25.44881 6.33848 30.07087 20.61938 206.4128 206.4128 190.3808 201.0688 3 13 91 2
-7.69191 5.867047 -3.447422 -1.757428 206.4128 190.3808 206.4128 201.0688 3 13 96 2
-1.775812 -2.040142 -11.00461 -4.94019 206.4128 206.4128 190.3808 201.0688 3 13 99 2
-13.43359 -26.28031 -31.91847 -23.87745 202.4048 200.4008 206.4128 203.0728 3 13 101 2
-14.13478 -31.66659 -8.714697 -18.17202 204.4088 206.4128 206.4128 205.7448 3 13 106 2
-17.90319 -3.898907 -23.21576 -15.00595 200.4008 190.3808 200.4008 197.0608 3 13 108 2
-5.167555 6.488012 13.99371 5.104721 190.3808 202.4048 190.3808 194.3888 3 13 113 2
-2.857869 -6.837765 -22.9426 -10.87941 206.4128 206.4128 206.4128 206.4128 3 13 115 2
-2.010012 -31.88971 -22.23829 -18.71267 206.4128 204.4088 206.4128 205.7448 3 13 119 2
5.029491 11.5331 16.42468 10.99576 190.3808 190.3808 190.3808 190.3808 3 13 121 2
9.280159 -5.0182 -15.01837 -3.585469 190.3808 190.3808 190.3808 190.3808 3 13 124 2
-9.817315 2.350012 2.99933 -1.489324 194.3888 194.3888 194.3888 194.3888 3 13 128 2
9.054444 -18.4962 -8.687528 -6.043094 192.3848 190.3808 190.3808 191.0488 3 13 131 2
-25.09248 -17.93058 -28.68429 -23.90245 196.3928 192.3848 190.3808 193.0528 3 13 133 2
3.676807 -3.680926 4.5025 1.499461 206.4128 206.4128 206.4128 206.4128 3 13 134 2
-2.921921 -6.676816 -0.319827 -3.306188 190.3808 206.4128 190.3808 195.7248 3 13 138 2
23.71293 4.974478 -0.1827599 9.501549 206.4128 206.4128 206.4128 206.4128 3 13 143 2
12.78965 7.666709 9.769172 10.07518 190.3808 190.3808 194.3888 191.7168 3 13 147 2
-21.31883 -20.00072 -10.79158 -17.37038 190.3808 190.3808 190.3808 190.3808 3 13 149 2
9.025691 -5.478614 -5.539869 -0.6642642 190.3808 190.3808 190.3808 190.3808 3 13 154 2
-28.60818 -2.50124 -24.64539 -18.58494 194.3888 192.3848 196.3928 194.3888 3 13 156 2
3.324651 -1.804142 3.148605 1.556371 194.3888 190.3808 190.3808 191.7168 3 13 159 2
3.863643 -13.48905 -10.51279 -6.71273 190.3808 190.3808 206.4128 195.7248 3 13 162 2
6.572844 5.205991 3.844401 5.207745 206.4128 206.4128 206.4128 206.4128 3 13 165 2
-14.79508 7.43107 -13.18814 -6.850718 206.4128 206.4128 204.4088 205.7448 3 13 171 2
-4.477238 -22.33578 -3.53079 -10.1146 206.4128 206.4128 206.4128 206.4128 3 13 173 2
-15.33103 -4.017577 5.163574 -4.728344 206.4128 206.4128 206.4128 206.4128 3 13 176 2
-42.13161 -36.65877 -28.63082 -35.80706 196.3928 192.3848 198.3968 195.7248 3 13 180 2
0.677579 -6.771242 -19.2971 -8.463589 206.4128 196.3928 206.4128 203.0728 3 13 185 2
-10.4042 -27.53162 -3.747675 -13.8945 204.4088 200.4008 206.4128 203.7408 3 13 189 2
-5.487478 -15.14185 -6.580554 -9.069962 198.3968 200.4008 206.4128 201.7368 3 13 194 2
-20.93269 -28.24795 -10.2712 -19.81728 202.4048 198.3968 198.3968 199.7328 3 13 197 2
-6.175085 5.650533 -4.012855 -1.512469 190.3808 190.3808 190.3808 190.3808 4 13 3 2
-19.09191 -38.02032 4.850803 -17.42048 190.3808 192.3848 194.3888 192.3848 4 13 13 2
8.457603 -12.52472 0.3387304 -1.242795 190.3808 190.3808 190.3808 190.3808 4 13 18 2
1.729471 -29.7824 -14.66567 -14.23953 190.3808 190.3808 190.3808 190.3808 4 13 24 2
-8.896628 -15.09962 -18.95513 -14.31713 206.4128 206.4128 206.4128 206.4128 4 13 33 2
-24.83498 -20.99522 -1.226056 -15.68542 190.3808 190.3808 190.3808 190.3808 4 13 42 2
-8.170876 -22.10957 -5.289844 -11.85676 190.3808 198.3968 200.4008 196.3928 4 13 46 2
-1.586882 9.9575 -6.021383 0.7830785 206.4128 206.4128 206.4128 206.4128 4 13 56 2
8.895163 3.413231 16.27605 9.528148 198.3968 198.3968 198.3968 198.3968 4 13 63 2
-17.89576 2.606703 6.018053 -3.090336 206.4128 206.4128 206.4128 206.4128 4 13 78 2
-10.71896 -47.05624 -4.632349 -20.80252 190.3808 190.3808 190.3808 190.3808 4 13 83 2
22.55871 23.60288 16.32856 20.83005 206.4128 206.4128 206.4128 206.4128 4 13 87 2
-6.751672 -11.38546 -14.27391 -10.80368 206.4128 206.4128 192.3848 201.7368 4 13 97 2
6.029988 -7.528361 -8.424428 -3.3076 192.3848 190.3808 190.3808 191.0488 4 13 103 2
-16.64078 -11.83526 -31.01255 -19.82953 190.3808 190.3808 190.3808 190.3808 4 13 111 2
-10.89178 -11.27173 -11.91623 -11.35991 190.3808 194.3888 190.3808 191.7168 4 13 117 2
11.52488 1.47088 4.205064 5.733608 190.3808 194.3888 190.3808 191.7168 4 13 122 2
4.343842 10.39356 -3.046962 3.896812 206.4128 206.4128 190.3808 201.0688 4 13 129 2
-11.15301 -5.802511 -2.306771 -6.420763 206.4128 190.3808 206.4128 201.0688 4 13 136 2
-7.50793 -0.9906167 -18.04448 -8.847674 190.3808 190.3808 206.4128 195.7248 4 13 141 2
-17.99327 -31.57421 -41.74608 -30.43786 206.4128 206.4128 190.3808 201.0688 4 13 152 2
-6.060112 -20.66945 -2.863087 -9.864217 190.3808 190.3808 190.3808 190.3808 4 13 158 2
4.531466 5.393449 -14.15019 -1.408424 190.3808 190.3808 190.3808 190.3808 4 13 168 2
-5.055313 -3.636865 16.27155 2.526457 198.3968 200.4008 200.4008 199.7328 4 13 174 2
-33.90819 -29.65914 -15.95216 -26.50649 190.3808 194.3888 196.3928 193.7208 4 13 181 2
4.673628 -14.50996 4.731121 -1.701735 190.3808 204.4088 194.3888 196.3928 4 13 190 2
-8.43107 5.051827 -7.643099 -3.674114 200.4008 206.4128 206.4128 204.4088 4 13 199 2
2.349439 1.398625 6.260046 3.336036 208.4168 208.4168 208.4168 208.4168 1 14 4 2
-28.2656 -27.49178 -28.11518 -27.95752 206.4128 206.4128 204.4088 205.7448 1 14 6 2
-10.30701 -10.01396 0.9052552 -6.471905 208.4168 208.4168 192.3848 203.0728 1 14 11 2
-10.7956 -10.88334 -1.56598 -7.748308 194.3888 194.3888 196.3928 195.0568 1 14 14 2
24.79239 23.92814 -9.614431 13.03537 192.3848 194.3888 200.4008 195.7248 1 14 16 2
15.25341 15.01804 1.704234 10.65856 198.3968 198.3968 202.4048 199.7328 1 14 19 2
-5.348485 -4.98149 13.19902 0.9563494 208.4168 208.4168 208.4168 208.4168 1 14 22 2
-2.69631 -3.227953 -4.584396 -3.502887 194.3888 208.4168 192.3848 198.3968 1 14 27 2
-8.077624 -8.384422 24.75953 2.765827 208.4168 208.4168 192.3848 203.0728 1 14 31 2
-18.9486 -19.3037 5.539142 -10.90438 208.4168 208.4168 192.3848 203.0728 1 14 35 2
-2.058053 -1.620306 20.19578 5.505808 208.4168 208.4168 192.3848 203.0728 1 14 37 2
-1.125943 -1.130433 6.235848 1.326491 198.3968 198.3968 204.4088 200.4008 1 14 40 2
-2.118368 -1.794801 30.29836 8.795064 192.3848 192.3848 208.4168 197.7288 1 14 45 2
-20.14641 -20.51834 -3.706882 -14.79054 192.3848 192.3848 192.3848 192.3848 1 14 48 2
5.266327 4.969517 -2.012408 2.741145 208.4168 208.4168 208.4168 208.4168 1 14 52 2
2.776237 3.181172 11.36846 5.77529 192.3848 192.3848 192.3848 192.3848 1 14 53 2
3.604114 3.501601 -13.64681 -2.180366 208.4168 208.4168 208.4168 208.4168 1 14 57 2
-4.437422 -3.648612 -12.6842 -6.923412 200.4008 192.3848 198.3968 197.0608 1 14 60 2
-20.08163 -20.00552 -33.09741 -24.39485 208.4168 208.4168 200.4008 205.7448 1 14 65 2
-3.467396 -3.296892 9.317837 0.8511831 208.4168 208.4168 208.4168 208.4168 1 14 67 2
-7.179047 -7.167303 -7.066447 -7.137599 204.4088 208.4168 192.3848 201.7368 1 14 70 2
-0.2164713 0.6431983 9.873302 3.433343 192.3848 192.3848 192.3848 192.3848 1 14 73 2
-2.6598 -3.233274 -6.729036 -4.20737 208.4168 208.4168 194.3888 203.7408 1 14 75 2
17.36935 17.08235 5.501318 13.31767 208.4168 208.4168 208.4168 208.4168 1 14 79 2
4.815794 5.276355 -16.79858 -2.235476 192.3848 192.3848 196.3928 193.7208 1 14 83 2
9.889718 9.63178 0.9767049 6.832735 208.4168 208.4168 192.3848 203.0728 1 14 84 2
3.889872 3.097395 30.75021 12.57916 208.4168 208.4168 194.3888 203.7408 1 14 86 2
4.967783 4.589304 -7.314345 0.7475805 208.4168 208.4168 194.3888 203.7408 1 14 91 2
1.007481 0.8124892 8.114185 3.311385 202.4048 202.4048 202.4048 202.4048 1 14 93 2
-19.63065 -18.7086 -10.98213 -16.44046 196.3928 194.3888 200.4008 197.0608 1 14 95 2
18.00276 17.48146 -9.264245 8.739993 208.4168 208.4168 208.4168 208.4168 1 14 100 2
-18.64538 -18.54058 -12.07728 -16.42108 192.3848 192.3848 192.3848 192.3848 1 14 104 2
-12.25132 -12.00516 12.2284 -4.009361 208.4168 208.4168 208.4168 208.4168 1 14 110 2
6.047567 5.75061 11.2275 7.675225 206.4128 208.4168 206.4128 207.0808 1 14 111 2
-5.961286 -5.915361 -13.01516 -8.297269 208.4168 208.4168 192.3848 203.0728 1 14 116 2
-23.92345 -23.81679 33.12682 -4.87114 198.3968 198.3968 196.3928 197.7288 1 14 118 2
-18.13111 -18.52728 10.87529 -8.59437 192.3848 192.3848 192.3848 192.3848 1 14 120 2
1.808719 1.756177 -6.084483 -0.8398625 198.3968 196.3928 200.4008 198.3968 1 14 128 2
9.183241 8.363722 11.43926 9.662075 208.4168 208.4168 208.4168 208.4168 1 14 132 2
3.776576 4.027483 -7.474285 0.1099248 198.3968 198.3968 198.3968 198.3968 1 14 137 2
-12.62376 -12.24489 -10.69161 -11.85342 200.4008 198.3968 200.4008 199.7328 1 14 139 2
-20.88563 -20.92188 18.43305 -7.791488 198.3968 198.3968 194.3888 197.0608 1 14 144 2
2.125285 1.910887 -4.921667 -0.2951651 208.4168 208.4168 204.4088 207.0808 1 14 147 2
-8.68415 -9.019816 1.352592 -5.450458 192.3848 192.3848 194.3888 193.0528 1 14 148 2
-3.069733 -2.386223 23.01031 5.85145 204.4088 204.4088 192.3848 200.4008 1 14 153 2
0.4320177 0.3428271 4.778448 1.851097 192.3848 192.3848 192.3848 192.3848 1 14 162 2
-10.09647 -9.89148 -10.08086 -10.02293 204.4088 204.4088 204.4088 204.4088 1 14 164 2
1.669353 2.08902 14.64121 6.133193 192.3848 192.3848 208.4168 197.7288 1 14 165 2
-8.638633 -9.263879 -9.878485 -9.260332 192.3848 192.3848 192.3848 192.3848 1 14 167 2
4.976457 5.982677 2.701168 4.553434 208.4168 208.4168 204.4088 207.0808 1 14 170 2
11.81645 12.09729 7.48262 10.46545 196.3928 194.3888 194.3888 195.0568 1 14 179 2
4.993908 4.953525 16.20846 8.718631 194.3888 194.3888 208.4168 199.0648 1 14 181 2
19.23915 19.16832 45.28284 27.89677 192.3848 192.3848 192.3848 192.3848 1 14 185 2
-26.86931 -26.75513 -5.073408 -19.56595 198.3968 198.3968 208.4168 201.7368 1 14 190 2
-15.14381 -15.47459 -0.8958537 -10.50475 192.3848 192.3848 192.3848 192.3848 1 14 195 2
-2.769472 -2.300487 -12.09931 -5.723088 208.4168 208.4168 192.3848 203.0728 1 14 197 2
-1.394272 -1.068748 10.53817 2.691715 208.4168 208.4168 192.3848 203.0728 1 14 200 2
-1.693 -0.6979737 11.44811 3.019047 192.3848 192.3848 192.3848 192.3848 1 14 204 2
-13.87078 -13.66666 -7.715087 -11.75084 192.3848 192.3848 208.4168 197.7288 2 14 1 2
-12.1125 -12.51394 -6.490496 -10.37231 208.4168 208.4168 206.4128 207.7488 2 14 7 2
0.7350437 0.5067851 -1.773989 -0.1773868 192.3848 192.3848 192.3848 192.3848 2 14 9 2
-10.16418 -10.08881 8.699197 -3.851262 208.4168 208.4168 196.3928 204.4088 2 14 15 2
-7.532516 -6.386639 -12.89916 -8.939437 192.3848 192.3848 202.4048 195.7248 2 14 17 2
-5.625499 -4.700794 9.477385 -0.2829691 198.3968 198.3968 198.3968 198.3968 2 14 20 2
2.272853 2.677741 1.594156 2.181583 208.4168 208.4168 192.3848 203.0728 2 14 23 2
-12.61868 -12.5501 -5.626385 -10.26505 200.4008 200.4008 208.4168 203.0728 2 14 26 2
-4.86334 -5.006611 14.10761 1.412554 208.4168 208.4168 192.3848 203.0728 2 14 30 2
-1.988754 -2.637043 4.500461 -0.04177856 192.3848 192.3848 208.4168 197.7288 2 14 32 2
-11.72952 -11.74316 1.028915 -7.481255 208.4168 208.4168 208.4168 208.4168 2 14 36 2
-3.057861 -2.574159 5.446466 -0.06185118 208.4168 208.4168 208.4168 208.4168 2 14 44 2
-18.81102 -18.07535 -4.87522 -13.92053 208.4168 208.4168 208.4168 208.4168 2 14 47 2
-6.125195 -6.401801 6.200273 -2.108908 192.3848 192.3848 192.3848 192.3848 2 14 49 2
-15.73861 -15.28934 18.1835 -4.281483 202.4048 202.4048 206.4128 203.7408 2 14 51 2
-12.48998 -12.55708 3.85158 -7.065161 208.4168 208.4168 208.4168 208.4168 2 14 58 2
-3.541443 -3.956652 -18.93336 -8.810485 208.4168 208.4168 208.4168 208.4168 2 14 61 2
-21.11411 -20.15881 14.5865 -8.895473 192.3848 192.3848 192.3848 192.3848 2 14 64 2
-11.51276 -12.03144 -12.00286 -11.84902 208.4168 208.4168 208.4168 208.4168 2 14 68 2
-16.07759 -16.4923 27.59963 -1.656753 202.4048 200.4008 200.4008 201.0688 2 14 71 2
-21.2315 -20.80285 -11.79776 -17.94404 202.4048 202.4048 208.4168 204.4088 2 14 72 2
-17.25348 -17.04812 3.431146 -10.29015 208.4168 208.4168 198.3968 205.0768 2 14 78 2
13.47108 13.02023 4.237818 10.24304 208.4168 208.4168 208.4168 208.4168 2 14 80 2
-20.39533 -20.51798 -19.24567 -20.05299 204.4088 204.4088 202.4048 203.7408 2 14 81 2
9.429027 9.808208 3.72716 7.654798 192.3848 192.3848 192.3848 192.3848 2 14 88 2
-8.601489 -8.531824 0.5334966 -5.533272 192.3848 192.3848 194.3888 193.0528 2 14 90 2
-4.993738 -4.747755 6.848398 -0.964365 208.4168 208.4168 192.3848 203.0728 2 14 94 2
-16.84009 -16.86962 23.51519 -3.398173 208.4168 208.4168 208.4168 208.4168 2 14 96 2
-18.54507 -18.21383 -15.04694 -17.26861 206.4128 204.4088 202.4048 204.4088 2 14 99 2
4.377164 5.266771 -3.651978 1.997319 208.4168 208.4168 192.3848 203.0728 2 14 102 2
3.128506 2.427799 8.912843 4.823049 192.3848 192.3848 192.3848 192.3848 2 14 106 2
12.58383 11.92418 -8.949119 5.186294 208.4168 208.4168 208.4168 208.4168 2 14 108 2
-0.1661483 -0.1188296 2.778054 0.8310254 192.3848 192.3848 192.3848 192.3848 2 14 113 2
